Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.3,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.4,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.5,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Tender ID :,Tender Ref No :,Tender Title :
Directorate of Agriculture and Assam Seed Corporation,E-Bid/Biofert/2023-24/01,2023_DAASC_32720_1,Yes,Open Tender,Item Wise,Goods,2.0,No,Yes,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical documents,30-Sep-2023 11:10 AM,21-Nov-2023 11:30 AM,30-Sep-2023 11:10 AM,20-Nov-2023 05:00 PM,NA ,NA ,12-Oct-2023 10:00 AM,20-Nov-2023 05:00 PM,31-May-2024 11:00 AM,"26,100",Yes,fixed,,Nil,Nil,1.0,Date Corrigendum 1,Date,,1.0,SBI Bank,"10,000",Nil,Nil,No,Director,"DIRECTORATE OF AGRICULTURE, ASSAM, Krishi Bhawan, Khanapara, G.S. Road, Guwahati- 781022",PROCUREMENT OF BIO-FERTILIZER UNDER DIRECTORATE OF AGRICULTURE FOR THE YEAR 2023-24,PROCUREMENT OF BIO-FERTILIZER UNDER DIRECTORATE OF AGRICULTURE FOR THE YEAR 2023-24,Please refer Tender documents. ,NA ,,Miscellaneous Goods,NA ,Tender,120.0,NA ,Guwahati,781022.0,"DIRECTORATE OF AGRICULTURE, ASSAM ","DIRECTORATE OF AGRICULTURE, ASSAM, Krishi Bhawan, Khanapara, G.S. Road, Guwahati- 781022 ",07-Oct-2023 03:30 PM ,"DIRECTORATE OF AGRICULTURE, ASSAM",No ,No,Directorate of Agriculture and Assam Seed Corporation,E-Bid/Biofert/2023-24/01,2023_DAASC_32720_1,Yes,Open Tender,Item Wise,Goods,2.0,No,Yes,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical documents,30-Sep-2023 11:10 AM,21-Nov-2023 11:30 AM,30-Sep-2023 11:10 AM,20-Nov-2023 05:00 PM,NA ,NA ,12-Oct-2023 10:00 AM,20-Nov-2023 05:00 PM,31-May-2024 11:00 AM,"26,100",Yes,fixed,,Nil,Nil,1.0,Date Corrigendum 1,Date,,1.0,SBI Bank,"10,000",Nil,Nil,No,Director,"DIRECTORATE OF AGRICULTURE, ASSAM, Krishi Bhawan, Khanapara, G.S. Road, Guwahati- 781022",PROCUREMENT OF BIO-FERTILIZER UNDER DIRECTORATE OF AGRICULTURE FOR THE YEAR 2023-24,PROCUREMENT OF BIO-FERTILIZER UNDER DIRECTORATE OF AGRICULTURE FOR THE YEAR 2023-24,Please refer Tender documents. ,NA ,,Miscellaneous Goods,NA ,Tender,120.0,NA ,Guwahati,781022.0,"DIRECTORATE OF AGRICULTURE, ASSAM ","DIRECTORATE OF AGRICULTURE, ASSAM, Krishi Bhawan, Khanapara, G.S. Road, Guwahati- 781022 ",07-Oct-2023 03:30 PM ,"DIRECTORATE OF AGRICULTURE, ASSAM",No ,No,13-Jun-2024,INR 0,15.0,Manabendra Sarma,28-Jun-2024 12:11 PM,AOC.pdf (10781.00 KB),Award of Contract,1.0,211078.0,RD TRADERS,INR,0.0,1.0,203764.0,Ajay Bio-Tech (India) Ltd.,20-Nov-2023 12:07 PM,Rejected-Finance,"Rejected as the quoted rate is higher than the L1 rate.The detailed mentioned in the DBC minutes 31st May, 2024",05-Jun-2024 12:10 PM,Finance,Financial bid has been opened,Manabendra Sarma,31-May-2024 11:35 AM,None,BOQ Comparative Chart,"Director, Agriculture Department",Internal,,Amal Sarma,05-Jun-2024 12:10 PM,finsummary_52490.pdf (2502.32 KB),1.0,203764.0,Ajay Bio-Tech (India) Ltd.,0.0,R,Technical,Technical bid has been opened,Manabendra Sarma,28-May-2024 04:50 PM,None,"Director of Agriculture, Khanapara",Internal,,Amal Sarma,29-May-2024 04:57 PM,31-May-2024 11:00 AM,techsummary_52490.pdf (2716.52 KB),1.0,Corrigendum for Revocation,Corrigendum for Revocation,28-May-2024 04:18 PM,Corrigendum_Bio.pdf ,168.17,Technical Opening,,,
,,,,,,,,,,,,,,,,.pdf,Bid document downloaded from the portal,,,,,,,,,,,,,,,,2.0,Information,Technical Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bid document downloaded from the portal,,,,,,,,,,,,,,,,2.0,Information,Technical Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,211066.0,M D Bio Coals Private Limited,INR,0.0,2.0,211299.0,KINGS AGRICO,20-Nov-2023 04:53 PM,Rejected-Technical,Non-Responsive,29-May-2024 04:57 PM,,,,,,,,,,,,,2.0,204895.0,Patanjali Organic Research Institute Pvt.Ltd.,0.0,R,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2.0,Finance,.xls,Price bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Price bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,207592.0,M/s. Shakti Corporation,INR,0.0,3.0,211028.0,K N Biosciences India Pvt Ltd,20-Nov-2023 12:26 PM,Rejected-Finance,"Rejected as the quoted rate is higher than the L1 rate.The detailed mentioned in the DBC minutes 31st May, 2024",05-Jun-2024 12:10 PM,,,,,,,,,,,,,3.0,207592.0,M/s. Shakti Corporation,0.0,L1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,211066.0,M D Bio Coals Private Limited,19-Nov-2023 05:25 PM,Accepted-AOC,Awarded,28-Jun-2024 12:12 PM,,,,,,,,,,,,,4.0,209207.0,SHREE KRISHNA ENTERPRISE,0.0,R,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,211289.0,MIKLENS BIO PVT LTD,20-Nov-2023 04:36 PM,Rejected-Technical,Non-Responsive,29-May-2024 04:57 PM,,,,,,,,,,,,,5.0,210869.0,SHRI RAM SOLVENT EXTRACTIONS PVT LTD,0.0,R,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,211336.0,Ms MOSUT CHEM INDUSTRIES,20-Nov-2023 04:47 PM,Rejected-Technical,Non-Responsive,29-May-2024 04:57 PM,,,,,,,,,,,,,6.0,211028.0,K N Biosciences India Pvt Ltd,0.0,R,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,207592.0,M/s. Shakti Corporation,20-Nov-2023 04:13 PM,Accepted-AOC,Awarded,28-Jun-2024 12:12 PM,,,,,,,,,,,,,7.0,211066.0,M D Bio Coals Private Limited,0.0,L1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,204895.0,Patanjali Organic Research Institute Pvt.Ltd.,20-Nov-2023 12:11 PM,Rejected-Finance,"Rejected as the quoted rate is higher than the L1 rate.The detailed mentioned in the DBC minutes 31st May, 2024",05-Jun-2024 12:10 PM,,,,,,,,,,,,,8.0,211075.0,Salasar Agro Service,0.0,R,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,204475.0,PRABHAT FERTILIZER AND CHEMICAL WORKS,20-Nov-2023 04:06 PM,Rejected-Technical,Non-Responsive,29-May-2024 04:57 PM,,,,,,,,,,,,,9.0,211078.0,RD TRADERS,0.0,L1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,211292.0,PREMIER AGRO BIO-TECH,20-Nov-2023 03:22 PM,Rejected-Technical,Non-Responsive,29-May-2024 04:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
