Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No.1,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.3,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
Axom Sarba Siksha Abhijan Mission,NESIDS/Ph-II/1641/2022/302,2023_SSA_32194_3,Yes,Open Tender,Works,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Tender fee and EMD,23-Aug-2023 03:00 PM,13-Sep-2023 03:00 PM,23-Aug-2023 03:00 PM,13-Sep-2023 02:00 PM,23-Aug-2023 03:00 PM ,29-Aug-2023 03:00 PM ,23-Aug-2023 03:00 PM,13-Sep-2023 02:00 PM,11-Jan-2024 11:00 AM,"2,50,000",Yes,percentage,2.0%,Nil,Nil,1.0,SBI Bank,"2,500",Nil,Nil,No,"MD, Samagra Shiksha, Assam","O/o The MD, SS, Assam, Kahilipara, Guwahati-19","Construction and renovation of Kuralguri HS School, Golaghat in Assam under North East Special Infrastructure Development Scheme (NESIDS)","Construction and renovation of Kuralguri HS School, Golaghat in Assam under North East Special Infrastructure Development Scheme (NESIDS)",Please refer Tender documents. ,NA ,"1,25,00,000",Civil Works - Building,NA ,Tender,180.0,12.0,Golaghat,781019.0,"O/o The MD, SS, Assam ","O/o The MD, SS, Assam, Kahilipara, Guwahati-19 ",29-Aug-2023 03:00 PM ,"O/o The MD, SS, Assam, Kahilipara, Guwahati-19",No ,No,Axom Sarba Siksha Abhijan Mission,NESIDS/Ph-II/1641/2022/302,2023_SSA_32194_3,Yes,Open Tender,Works,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Tender fee and EMD,23-Aug-2023 03:00 PM,13-Sep-2023 03:00 PM,23-Aug-2023 03:00 PM,13-Sep-2023 02:00 PM,23-Aug-2023 03:00 PM ,29-Aug-2023 03:00 PM ,23-Aug-2023 03:00 PM,13-Sep-2023 02:00 PM,11-Jan-2024 11:00 AM,"2,50,000",Yes,percentage,2.0%,Nil,Nil,1.0,SBI Bank,"2,500",Nil,Nil,No,"MD, Samagra Shiksha, Assam","O/o The MD, SS, Assam, Kahilipara, Guwahati-19","Construction and renovation of Kuralguri HS School, Golaghat in Assam under North East Special Infrastructure Development Scheme (NESIDS)","Construction and renovation of Kuralguri HS School, Golaghat in Assam under North East Special Infrastructure Development Scheme (NESIDS)",Please refer Tender documents. ,NA ,"1,25,00,000",Civil Works - Building,NA ,Tender,180.0,12.0,Golaghat,781019.0,"O/o The MD, SS, Assam ","O/o The MD, SS, Assam, Kahilipara, Guwahati-19 ",29-Aug-2023 03:00 PM ,"O/o The MD, SS, Assam, Kahilipara, Guwahati-19",No ,No,20-Mar-2024,"INR 11,250,000",365.0,Azim Hussain,20-Mar-2024 12:32 AM,KuralguriHSS_AshirvadAssociates.pdf (181.00 KB),1.0,200477.0,M/s. Ashirvad Associates,INR,"11,250,000",1.0,200603.0,ALAKESH PRIYAM SAIKIA,13-Sep-2023 11:49 AM,Rejected-AOC,Non-responsive,20-Mar-2024 12:33 AM,Finance,Admitted for financial evaluation,Rajarshree Saikia,11-Jan-2024 01:37 PM,None,BOQ Comparative Chart,Executive Director,Internal,,Azim Hussain,20-Mar-2024 12:30 AM,finsummary_51694.pdf (196.24 KB),1.0,200477.0,M/s. Ashirvad Associates,"1,12,50,000.00",L1,Technical,Admitted for technical evaluation,Azim Hussain,09-Jan-2024 07:14 PM,None,"Sanjoy Dutta, ACS",Internal,,Azim Hussain,09-Jan-2024 07:18 PM,11-Jan-2024 11:00 AM,techsummary_51694.pdf (1021.53 KB),,,
,,,,,,,,,,,,,,,,.pdf,Pre-qualification documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Pre-qualification documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,200625.0,DHANUKA CONSTRUCTION,13-Sep-2023 12:30 PM,Rejected-Technical,Technically non-responsive,09-Jan-2024 07:18 PM,,,,,,,,,,,,,2.0,200537.0,SM STAR ENTERPRISE,"1,12,50,000.00",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,.pdf,Signed bid document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Signed bid document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,200563.0,Dhruba Jyoti Saikia,13-Sep-2023 12:18 PM,Rejected-AOC,Non-responsive,20-Mar-2024 12:33 AM,,,,,,,,,,,,,3.0,200563.0,Dhruba Jyoti Saikia,"1,12,50,000.00",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,200575.0,DIBYA JYOTI SAIKIA,13-Sep-2023 11:32 AM,Rejected-Technical,Technically non-responsive,09-Jan-2024 07:18 PM,,,,,,,,,,,,,4.0,200574.0,PURNA KANTA HAZARIKA,"1,12,50,000.00",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,.pdf,Form of Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form of Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,200516.0,MANOJ THAKUR,12-Sep-2023 08:27 PM,Rejected-Technical,Technically non-responsive,09-Jan-2024 07:18 PM,,,,,,,,,,,,,5.0,200583.0,Mazel Electric (India) Limited,"1,12,50,000.00",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,200583.0,Mazel Electric (India) Limited,13-Sep-2023 10:31 AM,Rejected-AOC,Non-responsive,20-Mar-2024 12:33 AM,,,,,,,,,,,,,6.0,200603.0,ALAKESH PRIYAM SAIKIA,"1,12,50,000.00",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,200477.0,M/s. Ashirvad Associates,12-Sep-2023 05:08 PM,Accepted-AOC,Responsive,20-Mar-2024 12:33 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,200574.0,PURNA KANTA HAZARIKA,13-Sep-2023 11:35 AM,Rejected-AOC,Non-responsive,20-Mar-2024 12:33 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,200537.0,SM STAR ENTERPRISE,13-Sep-2023 01:56 PM,Rejected-AOC,Non-responsive,20-Mar-2024 12:33 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023_SSA_32194_3,NESIDS/Ph-II/1641/2022/302,"Construction and renovation of Kuralguri HS School, Golaghat in Assam under North East Special Infrastructure Development Scheme (NESIDS)"
