Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.3,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
Irrigation Department||Chief Engineer(Major)-Irrigation Dept,31_RIDF_XXIX_NABARD_2023_24 Date_30_10_2023,2023_ID_33483_5,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,NIT,04-Nov-2023 10:00 AM,29-Nov-2023 03:00 PM,04-Nov-2023 10:00 AM,29-Nov-2023 02:00 PM,NA ,NA ,04-Nov-2023 10:00 AM,29-Nov-2023 02:00 PM,19-Dec-2023 03:55 PM,"2,21,601",Yes,percentage,2.0%,Nil,Nil,1.0,SBI Bank,"3,000",Nil,Nil,No,Addl CE IMPL MI Assam,O_O the Chief Engineer Irrigation Assam Chandmari Ghy-03,CONSTRUCTION OF SOLAR POWER MDTW SCHEMES _3 POINTS_ AT NASATRA BARGHOPA and LACHIMA UNDER SARUKHETRI LAC UNDER RIDF XXIX NABARD FOR THE YEAR 2023_24 UNDER SARUKHETRI CHENGA DIVISION _I_ SARTHEBARI Package No 5,CONSTRUCTION OF SOLAR POWER MDTW SCHEMES _3 POINTS_ AT NASATRA BARGHOPA and LACHIMA UNDER SARUKHETRI LAC UNDER RIDF XXIX NABARD FOR THE YEAR 2023_24 UNDER SARUKHETRI CHENGA DIVISION _I_ SARTHEBARI Package No 5,Please refer Tender documents. ,NA ,"1,10,80,058",Civil Works,NA ,Tender,180.0,180.0,Sarukhetri,781301.0,NA ,NA ,NA ,ETendering Cell O_O the Addl CE IMPL MI Assam,No ,No,Irrigation Department||Chief Engineer(Major)-Irrigation Dept,31_RIDF_XXIX_NABARD_2023_24 Date_30_10_2023,2023_ID_33483_5,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,NIT,04-Nov-2023 10:00 AM,29-Nov-2023 03:00 PM,04-Nov-2023 10:00 AM,29-Nov-2023 02:00 PM,NA ,NA ,04-Nov-2023 10:00 AM,29-Nov-2023 02:00 PM,19-Dec-2023 03:55 PM,"2,21,601",Yes,percentage,2.0%,Nil,Nil,1.0,SBI Bank,"3,000",Nil,Nil,No,Addl CE IMPL MI Assam,O_O the Chief Engineer Irrigation Assam Chandmari Ghy-03,CONSTRUCTION OF SOLAR POWER MDTW SCHEMES _3 POINTS_ AT NASATRA BARGHOPA and LACHIMA UNDER SARUKHETRI LAC UNDER RIDF XXIX NABARD FOR THE YEAR 2023_24 UNDER SARUKHETRI CHENGA DIVISION _I_ SARTHEBARI Package No 5,CONSTRUCTION OF SOLAR POWER MDTW SCHEMES _3 POINTS_ AT NASATRA BARGHOPA and LACHIMA UNDER SARUKHETRI LAC UNDER RIDF XXIX NABARD FOR THE YEAR 2023_24 UNDER SARUKHETRI CHENGA DIVISION _I_ SARTHEBARI Package No 5,Please refer Tender documents. ,NA ,"1,10,80,058",Civil Works,NA ,Tender,180.0,180.0,Sarukhetri,781301.0,NA ,NA ,NA ,ETendering Cell O_O the Addl CE IMPL MI Assam,No ,No,04-Jan-2024,"INR 9,972,052.2",180.0,Manisha Barua,04-Jan-2024 05:24 PM,nit31pkg5.pdf (1386.00 KB),AOC,1.0,213250.0,Bhrigujit Choudhury,INR,"3,324,057",1.0,213238.0,ABM AND JV,29-Nov-2023 10:53 AM,Rejected-Technical,Not Admitted,19-Dec-2023 03:50 PM,Finance,Financial evaluation is in process,Jogen Baishya,19-Dec-2023 04:58 PM,None,BOQ Comparative Chart,Addl C.E IMPL MI Assam,Internal,,Manisha Barua,04-Jan-2024 05:23 PM,finsummary_54106.pdf (1385.55 KB),1.0,210411.0,SHRI DHANESH MEDHI,"99,72,052.20",L1,Technical,Technical evaluation is in process,Manisha Barua,29-Nov-2023 03:29 PM,None,Chief Engineer Irrigation Assam,Internal,,Manisha Barua,19-Dec-2023 03:50 PM,19-Dec-2023 03:55 PM,techsummary_54106.pdf (500.87 KB),,,
,,,,,,,,,,,,,,,,.pdf,bid document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,bid document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,211662.0,M/S SOROLAM ASSOCIATES,INR,"6,647,995",2.0,213250.0,Bhrigujit Choudhury,29-Nov-2023 11:14 AM,Accepted-AOC,Awarded,04-Jan-2024 05:25 PM,,,,,,,,,,,,,2.0,211011.0,BIMAL KALITA,"99,72,052.20",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,.pdf,prequalification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,prequalification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,211011.0,BIMAL KALITA,28-Nov-2023 05:03 PM,Rejected-Finance,Not admitted,04-Jan-2024 05:23 PM,,,,,,,,,,,,,3.0,211523.0,Sri Prasanta Kumar Deka,"99,72,052.20",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,213087.0,HAREKRISHNA GOSWAMI,29-Nov-2023 01:04 PM,Rejected-Finance,Not admitted,04-Jan-2024 05:23 PM,,,,,,,,,,,,,4.0,211662.0,M/S SOROLAM ASSOCIATES,"99,72,052.20",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,212779.0,Md CHARIFUL HAQUE,27-Nov-2023 05:56 PM,Rejected-Finance,Not admitted,04-Jan-2024 05:23 PM,,,,,,,,,,,,,5.0,211920.0,M/S S.S. CONSTRUCTION,"99,72,052.20",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,211662.0,M/S SOROLAM ASSOCIATES,28-Nov-2023 03:01 PM,Accepted-AOC,Awarded,04-Jan-2024 05:25 PM,,,,,,,,,,,,,6.0,212178.0,SRI ANJAN JYOTI DEKA,"99,72,052.20",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,211920.0,M/S S.S. CONSTRUCTION,28-Nov-2023 08:33 PM,Rejected-Finance,Not admitted,04-Jan-2024 05:23 PM,,,,,,,,,,,,,7.0,212186.0,PANKAJ SARMA,"99,72,052.20",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,212186.0,PANKAJ SARMA,28-Nov-2023 10:57 AM,Rejected-Finance,Not admitted,04-Jan-2024 05:23 PM,,,,,,,,,,,,,8.0,212773.0,Prasanta Bayan,"99,72,052.20",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,212773.0,Prasanta Bayan,28-Nov-2023 08:49 PM,Rejected-Finance,Not admitted,04-Jan-2024 05:23 PM,,,,,,,,,,,,,9.0,212779.0,Md CHARIFUL HAQUE,"99,72,052.20",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,210411.0,SHRI DHANESH MEDHI,23-Nov-2023 11:52 AM,Rejected-Finance,Not admitted,04-Jan-2024 05:23 PM,,,,,,,,,,,,,10.0,213087.0,HAREKRISHNA GOSWAMI,"99,72,052.20",L1,,,,,,,,,,,,,,,
