Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No.1,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.3,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
Public Works Building and NH Department||Chief Engineer-Building - PWBNH||SE-Tezpur Circle - PWBNH,SE/TB/TEN/27/2023-24/4589 Dated 02.01.2024,2024_PWBNH_35303_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,BID COST_BID SECURITY,08-Jan-2024 02:00 PM,30-Jan-2024 01:00 PM,08-Jan-2024 02:00 PM,29-Jan-2024 02:00 PM,NA ,NA ,08-Jan-2024 02:00 PM,29-Jan-2024 02:00 PM,12-Feb-2024 01:00 PM,"1,88,982",Yes,fixed,,Nil,Nil,1.0,SBI Bank,"1,890",Nil,Nil,No,"SE, PWD Tezpur Building Circle, Tezpur","O/O The SE, PWD Tezpur Building Circle, Tezpur","Repair/Renovation of Model School at Moinajuli in Sonitpur District under RMSA, Assam","Repair/Renovation of Model School at Moinajuli in Sonitpur District under RMSA, Assam",Please refer Tender documents. ,NA ,"94,49,105",Civil Works - Building,NA ,Tender,180.0,180.0,Sonitpur,784001.0,NA ,NA ,NA ,"O/O The SE, PWD Tezpur Building Circle, Tezpur",No ,No,Public Works Building and NH Department||Chief Engineer-Building - PWBNH||SE-Tezpur Circle - PWBNH,SE/TB/TEN/27/2023-24/4589 Dated 02.01.2024,2024_PWBNH_35303_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,BID COST_BID SECURITY,08-Jan-2024 02:00 PM,30-Jan-2024 01:00 PM,08-Jan-2024 02:00 PM,29-Jan-2024 02:00 PM,NA ,NA ,08-Jan-2024 02:00 PM,29-Jan-2024 02:00 PM,12-Feb-2024 01:00 PM,"1,88,982",Yes,fixed,,Nil,Nil,1.0,SBI Bank,"1,890",Nil,Nil,No,"SE, PWD Tezpur Building Circle, Tezpur","O/O The SE, PWD Tezpur Building Circle, Tezpur","Repair/Renovation of Model School at Moinajuli in Sonitpur District under RMSA, Assam","Repair/Renovation of Model School at Moinajuli in Sonitpur District under RMSA, Assam",Please refer Tender documents. ,NA ,"94,49,105",Civil Works - Building,NA ,Tender,180.0,180.0,Sonitpur,784001.0,NA ,NA ,NA ,"O/O The SE, PWD Tezpur Building Circle, Tezpur",No ,No,13-Mar-2024,"INR 9,449,105",180.0,Shane Alam,13-Mar-2024 06:43 PM,WO_Moinajuli.pdf (887.00 KB),1.0,222478.0,RAJDIP CHOUDHURY,INR,"7,652,830",1.0,222346.0,APURBA SEN DEKA,25-Jan-2024 04:26 PM,Rejected-AOC,L2,13-Mar-2024 06:43 PM,Finance,Summary,Shane Alam,12-Feb-2024 01:33 PM,finance_57578.pdf,BOQ Comparative Chart,CE PWD(Bldg),Internal,,Shane Alam,13-Mar-2024 06:37 PM,finsummary_57578.pdf (886.56 KB),1.0,222346.0,APURBA SEN DEKA,"80,97,906.35",L2,Technical,Summary,Shane Alam,30-Jan-2024 10:48 PM,technical_57578.pdf,"SE PWD (Bldg), Tezpur Building circle Tezpur",Internal,,Shane Alam,10-Feb-2024 02:17 PM,12-Feb-2024 01:00 PM,techsummary_57578.pdf (3579.24 KB),,,
,,,,,,,,,,,,,,,,.pdf,BIDDING DOCUMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,BIDDING DOCUMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,222764.0,CHANDRA CHETRY,29-Jan-2024 12:48 PM,Rejected-Technical,Technically Not Responsive,10-Feb-2024 02:17 PM,,,,,,,,,,,,,2.0,222478.0,RAJDIP CHOUDHURY,"76,52,830.08",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,.pdf,TECHNICAL QUALIFICATIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,TECHNICAL QUALIFICATIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,222788.0,Deltoid Construction & Developers Pvt. Ltd.,28-Jan-2024 10:14 PM,Rejected-Technical,Technically Not Responsive,10-Feb-2024 02:17 PM,,,,,,,,,,,,,3.0,222588.0,SM ENTERPRISE,"85,04,194.50",L3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,222951.0,K S Infratech,29-Jan-2024 11:28 AM,Rejected-AOC,L5,13-Mar-2024 06:43 PM,,,,,,,,,,,,,4.0,222596.0,Pitambar Bora,"94,49,105.00",L4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,.pdf,FORM OF BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,FORM OF BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,222596.0,Pitambar Bora,27-Jan-2024 03:28 PM,Rejected-AOC,L4,13-Mar-2024 06:43 PM,,,,,,,,,,,,,5.0,222951.0,K S Infratech,"94,75,117.43",L5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,222478.0,RAJDIP CHOUDHURY,29-Jan-2024 01:40 PM,Accepted-AOC,Work Order Issued,13-Mar-2024 06:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,222878.0,RK INDUSTRIES,28-Jan-2024 09:58 PM,Rejected-Technical,Technically Not Responsive,10-Feb-2024 02:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,222588.0,SM ENTERPRISE,29-Jan-2024 01:00 PM,Rejected-AOC,L3,13-Mar-2024 06:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,222645.0,VIKASH CONSTRUCTION,27-Jan-2024 07:29 PM,Rejected-Technical,Technically Non Responsive,10-Feb-2024 02:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024_PWBNH_35303_2,SE/TB/TEN/27/2023-24/4589 Dated 02.01.2024,"Repair/Renovation of Model School at Moinajuli in Sonitpur District under RMSA, Assam"
