Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No.1,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.3,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
Animal Husbandry and Veterinary Department||Directorate of A.H. and Veterinary,E-350002/2023-24/DFA/342061,2023_AHVD_32743_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical documents,03-Oct-2023 03:00 PM,27-Oct-2023 02:30 PM,03-Oct-2023 03:00 PM,26-Oct-2023 02:00 PM,NA ,NA ,11-Oct-2023 02:00 PM,26-Oct-2023 02:00 PM,16-Dec-2023 05:05 PM,"67,420",Yes,fixed,,Nil,Nil,1.0,SBI Bank,"1,200",Nil,Nil,No,Director,"OFFICE OF THE DIRECTOR, ANIMAL HUSBANDRY and VETERINARY DEPARTMENT, ASSAM CHENIKUTHI, GUWAHATI -3","CONSTRUCTION OF ASSAM TYPE SUB-CENTRE BUILDING WITH ELECTRIFICATION, WATER SUPPLY AND SANITARY WORKS ETC. AT RAITKUCHI IN NALBARI DISTRICT","CONSTRUCTION OF ASSAM TYPE SUB-CENTRE BUILDING WITH ELECTRIFICATION, WATER SUPPLY AND SANITARY WORKS ETC. AT RAITKUCHI IN NALBARI DISTRICT",Please refer Tender documents. ,NA ,"33,71,000",Civil Works,NA ,Tender,180.0,180.0,RAITKUCHI,303877.0,"O/o THE DIRECTOR, AHVD,Assam ","OFFICE OF THE DIRECTOR, ANIMAL HUSBANDRY and VETERINARY DEPARTMENT, ASSAM CHENIKUTHI, GUWAHATI -3 ",06-Oct-2023 01:00 PM ,"O/o THE DIRECTOR, AHVD,Assam",No ,No,Animal Husbandry and Veterinary Department||Directorate of A.H. and Veterinary,E-350002/2023-24/DFA/342061,2023_AHVD_32743_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical documents,03-Oct-2023 03:00 PM,27-Oct-2023 02:30 PM,03-Oct-2023 03:00 PM,26-Oct-2023 02:00 PM,NA ,NA ,11-Oct-2023 02:00 PM,26-Oct-2023 02:00 PM,16-Dec-2023 05:05 PM,"67,420",Yes,fixed,,Nil,Nil,1.0,SBI Bank,"1,200",Nil,Nil,No,Director,"OFFICE OF THE DIRECTOR, ANIMAL HUSBANDRY and VETERINARY DEPARTMENT, ASSAM CHENIKUTHI, GUWAHATI -3","CONSTRUCTION OF ASSAM TYPE SUB-CENTRE BUILDING WITH ELECTRIFICATION, WATER SUPPLY AND SANITARY WORKS ETC. AT RAITKUCHI IN NALBARI DISTRICT","CONSTRUCTION OF ASSAM TYPE SUB-CENTRE BUILDING WITH ELECTRIFICATION, WATER SUPPLY AND SANITARY WORKS ETC. AT RAITKUCHI IN NALBARI DISTRICT",Please refer Tender documents. ,NA ,"33,71,000",Civil Works,NA ,Tender,180.0,180.0,RAITKUCHI,303877.0,"O/o THE DIRECTOR, AHVD,Assam ","OFFICE OF THE DIRECTOR, ANIMAL HUSBANDRY and VETERINARY DEPARTMENT, ASSAM CHENIKUTHI, GUWAHATI -3 ",06-Oct-2023 01:00 PM ,"O/o THE DIRECTOR, AHVD,Assam",No ,No,26-Feb-2024,"INR 2,427,120",180.0,ARIF AHMED,26-Feb-2024 03:48 PM,raitkuchi.pdf (316.00 KB),1.0,206344.0,SAFIKUL ISLAM,INR,"2,427,120",1.0,206408.0,APURBA KUMAR DEKA,26-Oct-2023 08:28 AM,Rejected-AOC,L2,26-Feb-2024 03:49 PM,Finance,Financial Bid has opened,NARESWAR THAKURIA,16-Dec-2023 05:11 PM,None,BOQ Comparative Chart,Director,Internal,,ARIF AHMED,26-Feb-2024 03:45 PM,finsummary_52596.pdf (658.28 KB),1.0,204563.0,Evergreen Enterprise,"26,79,945.00",L3,Technical,Technical bid has opened.,ARIF AHMED,30-Oct-2023 02:42 PM,None,Director,Internal,,ARIF AHMED,16-Dec-2023 05:04 PM,16-Dec-2023 05:05 PM,techsummary_52596.pdf (1606.45 KB),,,
,,,,,,,,,,,,,,,,.pdf,Bid document downloaded from the portal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bid document downloaded from the portal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,205117.0,Balen Roy Medhi,26-Oct-2023 01:30 PM,Rejected-AOC,L8,26-Feb-2024 03:49 PM,,,,,,,,,,,,,2.0,205010.0,TAFIKUR RAHMAN,"30,00,190.00",L7,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2.0,Finance,.xls,Price bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Price bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,206586.0,Dibyajyoti Dutta,26-Oct-2023 01:54 PM,Rejected-AOC,L4,26-Feb-2024 03:49 PM,,,,,,,,,,,,,3.0,205117.0,Balen Roy Medhi,"32,33,979.11",L8,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,.pdf,Form of bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form of bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,204563.0,Evergreen Enterprise,26-Oct-2023 12:43 AM,Rejected-AOC,L3,26-Feb-2024 03:49 PM,,,,,,,,,,,,,4.0,205449.0,Jiban Gogoi,"28,60,000.00",L5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,.pdf,Proper financial rate justification with analysis if applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proper financial rate justification with analysis if applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,206569.0,GOLAP CH. DEKA,26-Oct-2023 12:48 PM,Rejected-Technical,Technically Rejected,16-Dec-2023 05:04 PM,,,,,,,,,,,,,5.0,206344.0,SAFIKUL ISLAM,"24,27,120.00",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,205449.0,Jiban Gogoi,20-Oct-2023 10:31 PM,Rejected-AOC,L5,26-Feb-2024 03:49 PM,,,,,,,,,,,,,6.0,206349.0,MONSOON ENTERPRISE,"28,65,350.00",L6,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,206349.0,MONSOON ENTERPRISE,26-Oct-2023 12:03 AM,Rejected-AOC,L6,26-Feb-2024 03:49 PM,,,,,,,,,,,,,7.0,206408.0,APURBA KUMAR DEKA,"24,51,632.95",L2,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,206344.0,SAFIKUL ISLAM,26-Oct-2023 11:37 AM,Accepted-AOC,L1,26-Feb-2024 03:49 PM,,,,,,,,,,,,,8.0,206586.0,Dibyajyoti Dutta,"27,26,534.00",L4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,206574.0,SRI MANOJ KUMAR DAS,26-Oct-2023 01:54 PM,Rejected-Technical,Technically Rejected,16-Dec-2023 05:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,205010.0,TAFIKUR RAHMAN,26-Oct-2023 01:12 AM,Rejected-AOC,L7,26-Feb-2024 03:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
