Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No.1,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.3,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
National Health Mission||State Programme Management Unit - NHM,NHM/32033/3/2023ConstNHM/110,2023_NHM_33369_3,Yes,Open Tender,Turn-key,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical qualification,31-Oct-2023 03:00 PM,22-Nov-2023 03:30 PM,31-Oct-2023 03:00 PM,21-Nov-2023 02:00 PM,NA ,NA ,31-Oct-2023 03:00 PM,21-Nov-2023 02:00 PM,30-Jan-2024 02:20 PM,"1,44,000",Yes,percentage,2.0%,Nil,Nil,1.0,SBI Bank,"1,500",Nil,Nil,No,MD NHM,Office of MD NHM,"Construction of AYUSH Dispensary (Assam Type) in Kamrup(Rural) District, group.30 (3 nos. of scheme in Kamrup(Rural) District) for FY 2022-23 under NAM, Assam.","Construction of AYUSH Dispensary (Assam Type) in Kamrup(Rural) District, group.30 (3 nos. of scheme in Kamrup(Rural) District) for FY 2022-23 under NAM, Assam.",Please refer Tender documents. ,NA ,"72,00,000",Civil Works - Building,NA ,Tender,225.0,270.0,Kamrup(Rural),781029.0,NA ,NA ,NA ,Office of MD NHM,No ,No,National Health Mission||State Programme Management Unit - NHM,NHM/32033/3/2023ConstNHM/110,2023_NHM_33369_3,Yes,Open Tender,Turn-key,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical qualification,31-Oct-2023 03:00 PM,22-Nov-2023 03:30 PM,31-Oct-2023 03:00 PM,21-Nov-2023 02:00 PM,NA ,NA ,31-Oct-2023 03:00 PM,21-Nov-2023 02:00 PM,30-Jan-2024 02:20 PM,"1,44,000",Yes,percentage,2.0%,Nil,Nil,1.0,SBI Bank,"1,500",Nil,Nil,No,MD NHM,Office of MD NHM,"Construction of AYUSH Dispensary (Assam Type) in Kamrup(Rural) District, group.30 (3 nos. of scheme in Kamrup(Rural) District) for FY 2022-23 under NAM, Assam.","Construction of AYUSH Dispensary (Assam Type) in Kamrup(Rural) District, group.30 (3 nos. of scheme in Kamrup(Rural) District) for FY 2022-23 under NAM, Assam.",Please refer Tender documents. ,NA ,"72,00,000",Civil Works - Building,NA ,Tender,225.0,270.0,Kamrup(Rural),781029.0,NA ,NA ,NA ,Office of MD NHM,No ,No,05-Jul-2024,"INR 5,868,000",270.0,Mousomi Goswami,05-Jul-2024 02:38 PM,TIKENGRP30.pdf (1241.00 KB),1.0,211099.0,Tikandrajit Moran,INR,"5,868,000",1.0,211406.0,ANOWAR HUSSAIN,20-Nov-2023 11:12 PM,Rejected-Finance,L10,30-Mar-2024 10:54 AM,Finance,financial bid opened,Mousomi Goswami,28-Mar-2024 09:16 PM,finance_53952.pdf,BOQ Comparative Chart,OSD,Internal,,Mousomi Goswami,30-Mar-2024 10:54 AM,finsummary_53952.pdf (101.76 KB),1.0,209871.0,Shri Prasanta Lahkar,"59,65,000.00",3.0,Technical,14 bidder found responsive,Mousomi Goswami,30-Jan-2024 02:01 PM,None,OSD,Internal,,Mousomi Goswami,30-Jan-2024 02:15 PM,30-Jan-2024 02:20 PM,techsummary_53952.pdf (114.71 KB),,,
,,,,,,,,,,,,,,,,.pdf,SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,210698.0,ARYA ENTERPRISE,21-Nov-2023 10:48 AM,Rejected-Finance,L7,30-Mar-2024 10:54 AM,,,,,,,,,,,,,2.0,210698.0,ARYA ENTERPRISE,"61,05,600.08",7.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,211414.0,DAL THOMS SCIENTIFIC,21-Nov-2023 11:58 AM,Rejected-Finance,L4,30-Mar-2024 10:54 AM,,,,,,,,,,,,,3.0,210861.0,Dhanvi Engineers( Prop Sri Dilip Ch. Dutta),"70,00,000.00",11.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,.pdf,FOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,FOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,210861.0,Dhanvi Engineers( Prop Sri Dilip Ch. Dutta),20-Nov-2023 12:49 PM,Rejected-Finance,L11,30-Mar-2024 10:54 AM,,,,,,,,,,,,,4.0,210886.0,KANGKAN NATH,"60,00,000.00",5.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,210896.0,INTERIOR DECCOR,20-Nov-2023 12:18 PM,Rejected-Technical,not found responsive,30-Jan-2024 02:15 PM,,,,,,,,,,,,,5.0,211067.0,MD HAZRAT ALI,"63,00,000.00",9.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,211348.0,JAHIRUL ISLAM,20-Nov-2023 07:17 PM,Rejected-Technical,not found responsive,30-Jan-2024 02:15 PM,,,,,,,,,,,,,6.0,211099.0,Tikandrajit Moran,"58,68,000.07",1.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,210886.0,KANGKAN NATH,20-Nov-2023 01:44 PM,Rejected-Finance,L5,30-Mar-2024 10:54 AM,,,,,,,,,,,,,7.0,211244.0,NAZRUL ISLAM MULLAH,"62,10,000.00",8.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,211067.0,MD HAZRAT ALI,18-Nov-2023 06:21 PM,Rejected-Finance,L9,30-Mar-2024 10:54 AM,,,,,,,,,,,,,8.0,211351.0,SURYA KANTA BISWAL,"59,00,000.00",2.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,211390.0,M/S BHAI BHAI ENTERPRISE,21-Nov-2023 01:51 PM,Rejected-Finance,L6,30-Mar-2024 10:54 AM,,,,,,,,,,,,,9.0,211390.0,M/S BHAI BHAI ENTERPRISE,"60,12,000.00",6.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,211244.0,NAZRUL ISLAM MULLAH,21-Nov-2023 12:09 AM,Rejected-Finance,L8,30-Mar-2024 10:54 AM,,,,,,,,,,,,,10.0,211406.0,ANOWAR HUSSAIN,"69,48,000.00",10.0,,,,,,,,,,,,,,,
