Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.3,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.4,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
Office of the Chief Electoral Officer Assam,ELE.111/2023/1,2023_CEO_34326_1,Yes,Open Tender,Item Rate,Goods,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical documents,01-Dec-2023 04:00 PM,08-Jan-2024 11:00 AM,01-Dec-2023 04:00 PM,06-Jan-2024 05:00 PM,NA ,NA ,04-Dec-2023 04:00 PM,06-Jan-2024 05:00 PM,18-Jan-2024 01:00 PM,"50,000",No,fixed,,Nil,Nil,1.0,Date extension,Date,,1.0,SBI Bank,"2,000",Nil,Nil,No,Chief Electoral Officer,"OFFICE OF THE CHIEf ELECTORAL OFFICER, ASSAM",SUPPLY OF COMMON ELECTION MATERIALS,SUPPLY OF COMMON ELECTION MATERIALS,Please refer Tender documents. ,NA ,,Miscellaneous Goods,NA ,Tender,180.0,NA ,Guwahati,781006.0,NA ,NA ,NA ,"O/o THE CHIEf ELECTORAL OFFICER, ASSAM",No ,No,Office of the Chief Electoral Officer Assam,ELE.111/2023/1,2023_CEO_34326_1,Yes,Open Tender,Item Rate,Goods,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical documents,01-Dec-2023 04:00 PM,08-Jan-2024 11:00 AM,01-Dec-2023 04:00 PM,06-Jan-2024 05:00 PM,NA ,NA ,04-Dec-2023 04:00 PM,06-Jan-2024 05:00 PM,18-Jan-2024 01:00 PM,"50,000",No,fixed,,Nil,Nil,1.0,Date extension,Date,,1.0,SBI Bank,"2,000",Nil,Nil,No,Chief Electoral Officer,"OFFICE OF THE CHIEf ELECTORAL OFFICER, ASSAM",SUPPLY OF COMMON ELECTION MATERIALS,SUPPLY OF COMMON ELECTION MATERIALS,Please refer Tender documents. ,NA ,,Miscellaneous Goods,NA ,Tender,180.0,NA ,Guwahati,781006.0,NA ,NA ,NA ,"O/o THE CHIEf ELECTORAL OFFICER, ASSAM",No ,No,30-Mar-2024,"INR 3,430,169.3",365.0,Anurag Goel,30-Mar-2024 12:39 PM,AocCommonMaterials.pdf (1905.00 KB),1.0,218738.0,KALPANA ASSOCIATES,INR,"3,430,169.3",1.0,218542.0,Abdus Satter,06-Jan-2024 12:20 PM,Rejected-Technical,Technically not qualified refferd to technical minuts,18-Jan-2024 12:56 PM,Finance,financial bid has been opened,MAMTAZ AHMED,18-Jan-2024 01:54 PM,None,BOQ Comparative Chart,CEO,Internal,,Anurag Goel,30-Mar-2024 12:26 PM,finsummary_55489.pdf (387.62 KB),1.0,214816.0,PAWAN PRINT HOUSE,"1,93,49,500.00",L9,Technical,Technical bid has been opened,Debajit Baruah,08-Jan-2024 01:00 PM,None,CEO,Internal,,Anurag Goel,18-Jan-2024 12:56 PM,18-Jan-2024 01:00 PM,techsummary_55489.pdf (125.96 KB),,,
,,,,,,,,,,,,,,,,.pdf,Bid document downloaded from the portal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bid document downloaded from the portal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,219006.0,BIJIT SHARMA,05-Jan-2024 07:32 PM,Rejected-Finance,"Disqualified, refer to financial minutes",30-Mar-2024 12:26 PM,,,,,,,,,,,,,2.0,215125.0,Jiya Communication,"49,59,800.00",L5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2.0,Finance,.xls,Price bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Price bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,215125.0,Jiya Communication,05-Jan-2024 04:36 PM,Rejected-Finance,"Disqualified, refer to financial minutes",30-Mar-2024 12:26 PM,,,,,,,,,,,,,3.0,215480.0,M/S Nitu Moni Dutta,"47,56,159.00",L4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,218738.0,KALPANA ASSOCIATES,06-Jan-2024 04:18 PM,Accepted-AOC,Awarded,30-Mar-2024 12:39 PM,,,,,,,,,,,,,4.0,216483.0,M D TRADE AND SUPPLY,"1,22,08,000.00",L8,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,218872.0,Maa Baishnu Devi Offset Press,05-Jan-2024 07:14 PM,Rejected-Finance,"Disqualified, refer to financial minutes",30-Mar-2024 12:26 PM,,,,,,,,,,,,,5.0,218012.0,Prodigy Communications And Marketing Pvt. Ltd.,"38,34,175.00",L2,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,216483.0,M D TRADE AND SUPPLY,26-Dec-2023 12:41 PM,Rejected-Finance,"Disqualified, refer to financial minutes",30-Mar-2024 12:26 PM,,,,,,,,,,,,,6.0,218738.0,KALPANA ASSOCIATES,"34,30,169.30",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,215480.0,M/S Nitu Moni Dutta,04-Jan-2024 11:41 AM,Rejected-Finance,"Disqualified, refer to financial minutes",30-Mar-2024 12:26 PM,,,,,,,,,,,,,7.0,218872.0,Maa Baishnu Devi Offset Press,"2,90,01,500.00",L10,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,214816.0,PAWAN PRINT HOUSE,03-Jan-2024 12:39 AM,Rejected-Finance,"Disqualified, refer to financial minutes",30-Mar-2024 12:26 PM,,,,,,,,,,,,,8.0,219006.0,BIJIT SHARMA,"38,78,400.00",L3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,218012.0,Prodigy Communications And Marketing Pvt. Ltd.,05-Jan-2024 10:53 AM,Rejected-Finance,"Disqualified, refer to financial minutes",30-Mar-2024 12:26 PM,,,,,,,,,,,,,9.0,219108.0,RAM MAN BUSINESS ENTERPRISES,"99,45,000.00",L7,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,219108.0,RAM MAN BUSINESS ENTERPRISES,06-Jan-2024 03:43 PM,Rejected-Finance,"Disqualified, refer to financial minutes",30-Mar-2024 12:26 PM,,,,,,,,,,,,,10.0,219150.0,Webx Technologies Private Limited,"64,05,500.00",L6,,,,,,,,,,,,,,,
