Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No.1,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.3,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
Soil Conservation Department||Director - SCD,Tender/NIT/Pt/2023-24/8611,2024_SCD_35426_4,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical documents,12-Jan-2024 12:00 PM,30-Jan-2024 12:00 PM,12-Jan-2024 05:00 PM,29-Jan-2024 05:00 PM,NA ,NA ,18-Jan-2024 11:00 AM,29-Jan-2024 05:00 PM,14-Jun-2024 03:30 PM,"1,20,000",Yes,percentage,2.0%,Nil,Nil,1.0,SBI Bank,"1,200",Nil,Nil,No,Director,"OFFICE OF THE DIRECTOR OF SOIL CONSERVATION, ASSAM BHUMI SHANGRAKHAN BHAWAN, R.G.B. ROAD, GUWAHATI-781005",LAND RECLAMATION AND WATER DISTRIBUTION PROJECT AT KACHAMARI JAAN,LAND RECLAMATION AND WATER DISTRIBUTION PROJECT AT KACHAMARI JAAN,Please refer Tender documents. ,NA ,"60,00,000",Civil Works,NA ,Tender,180.0,90.0,Nagaon,782001.0,NA ,NA ,NA ,"O/o The DSC, Assam",No ,No,Soil Conservation Department||Director - SCD,Tender/NIT/Pt/2023-24/8611,2024_SCD_35426_4,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical documents,12-Jan-2024 12:00 PM,30-Jan-2024 12:00 PM,12-Jan-2024 05:00 PM,29-Jan-2024 05:00 PM,NA ,NA ,18-Jan-2024 11:00 AM,29-Jan-2024 05:00 PM,14-Jun-2024 03:30 PM,"1,20,000",Yes,percentage,2.0%,Nil,Nil,1.0,SBI Bank,"1,200",Nil,Nil,No,Director,"OFFICE OF THE DIRECTOR OF SOIL CONSERVATION, ASSAM BHUMI SHANGRAKHAN BHAWAN, R.G.B. ROAD, GUWAHATI-781005",LAND RECLAMATION AND WATER DISTRIBUTION PROJECT AT KACHAMARI JAAN,LAND RECLAMATION AND WATER DISTRIBUTION PROJECT AT KACHAMARI JAAN,Please refer Tender documents. ,NA ,"60,00,000",Civil Works,NA ,Tender,180.0,90.0,Nagaon,782001.0,NA ,NA ,NA ,"O/o The DSC, Assam",No ,No,23-Aug-2024,"INR 5,700,000",90.0,Chandan Ranjan Das,23-Aug-2024 01:34 PM,KachamariJan_FWO.pdf (178.00 KB),1.0,223085.0,DIJESH BUJAR BARUAH,INR,"5,700,000",1.0,222920.0,Anowar Hussain,29-Jan-2024 04:25 PM,Rejected-Technical,Not Admitted. Refer Technical minutes,14-Jun-2024 03:05 PM,Finance,Financial Bid has been opened.,Jyoti Medhi,14-Jun-2024 05:28 PM,None,BOQ Comparative Chart,Director of Soil Conservation Department,Internal,,Chandan Ranjan Das,23-Aug-2024 12:57 PM,finsummary_57806.pdf (1831.52 KB),1.0,222354.0,Md. Chan Ali,"57,00,000.00",L1,Technical,Technical bid Has been opened,Khagendra Kumar Mandal,30-Jan-2024 01:01 PM,None,Director of Soil Conservation Department,Internal,,Chandan Ranjan Das,14-Jun-2024 03:05 PM,14-Jun-2024 03:30 PM,techsummary_57806.pdf (1702.37 KB),,,
,,,,,,,,,,,,,,,,.pdf,Bid document downloaded form the portal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bid document downloaded form the portal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,222785.0,Deltoid Construction & Developers Pvt. Ltd.,29-Jan-2024 11:57 AM,Rejected-Technical,Not Admitted. Refer Technical minutes,14-Jun-2024 03:05 PM,,,,,,,,,,,,,2.0,223050.0,HEMANTA KR MAHANTA,"57,00,000.00",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,223085.0,DIJESH BUJAR BARUAH,29-Jan-2024 03:07 PM,Accepted-AOC,Awarded.,23-Aug-2024 01:34 PM,,,,,,,,,,,,,3.0,223085.0,DIJESH BUJAR BARUAH,"57,00,000.00",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,223050.0,HEMANTA KR MAHANTA,29-Jan-2024 01:36 PM,Rejected-Finance,Refer to Financial Minutes.,23-Aug-2024 12:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,223130.0,HIRAK JYOTI BORAH,29-Jan-2024 04:30 PM,Rejected-Technical,Not Admitted. Refer Technical minutes,14-Jun-2024 03:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,223039.0,Ikbal Hussain,29-Jan-2024 01:26 PM,Rejected-Technical,Not Admitted. Refer Technical minutes,14-Jun-2024 03:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,222683.0,Manaranjan Mandal,29-Jan-2024 12:06 AM,Rejected-Technical,Not Admitted. Refer Technical minutes,14-Jun-2024 03:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,222354.0,Md. Chan Ali,29-Jan-2024 01:15 PM,Rejected-Finance,Refer to Financial Minutes.,23-Aug-2024 12:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,223027.0,M/s Prerona Construction,29-Jan-2024 01:39 PM,Rejected-Technical,Not Admitted. Refer Technical minutes,14-Jun-2024 03:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,222417.0,PRAMEN KUMAR BHUYAN,29-Jan-2024 03:10 PM,Rejected-Technical,Not Admitted. Refer Technical minutes,14-Jun-2024 03:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
