Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.3,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.4,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
Health and Family Welfare Department||Directorate of Medical Education-HFWD||Guwahati Medical College Hospital-HFWD,MCH/HMS/2024/324/15,2024_HFWD_36585_1,Yes,Open Tender,Item Wise,Goods,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical qualification document,23-Feb-2024 06:30 PM,15-Mar-2024 04:00 PM,23-Feb-2024 06:30 PM,15-Mar-2024 02:00 PM,NA ,NA ,08-Mar-2024 02:00 PM,15-Mar-2024 02:00 PM,11-Jul-2024 12:00 PM,"30,000",No,fixed,,Nil,Nil,1.0,Addendum notice,BOQ,,1.0,SBI Bank,"2,000",Nil,Nil,No,Superintendent cum Member Secretary,"GMCH, Bhangagarh, Guwahati-32","supply of Reagents, Test Kits and Non Scheduled Forms for Blood Bank under HMS, Gauhati Medical College Hospital, Guwahati","supply of Reagents, Test Kits and Non Scheduled Forms for Blood Bank under HMS, Gauhati Medical College Hospital, Guwahati",Please refer Tender documents. ,NA ,,Laboratory and scientific equipment,NA ,Tender,365.0,365.0,"GMCH, Bhangagarh, Guwahati-32",781032.0,"Office of the Superintendent, GMCH ","Office of the Superintendent, Gauhati Medical College Hospital, Guwahati-32 ",29-Feb-2024 02:00 PM ,"Office of the Superintendent, GMCH",No ,No,Health and Family Welfare Department||Directorate of Medical Education-HFWD||Guwahati Medical College Hospital-HFWD,MCH/HMS/2024/324/15,2024_HFWD_36585_1,Yes,Open Tender,Item Wise,Goods,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical qualification document,23-Feb-2024 06:30 PM,15-Mar-2024 04:00 PM,23-Feb-2024 06:30 PM,15-Mar-2024 02:00 PM,NA ,NA ,08-Mar-2024 02:00 PM,15-Mar-2024 02:00 PM,11-Jul-2024 12:00 PM,"30,000",No,fixed,,Nil,Nil,1.0,Addendum notice,BOQ,,1.0,SBI Bank,"2,000",Nil,Nil,No,Superintendent cum Member Secretary,"GMCH, Bhangagarh, Guwahati-32","supply of Reagents, Test Kits and Non Scheduled Forms for Blood Bank under HMS, Gauhati Medical College Hospital, Guwahati","supply of Reagents, Test Kits and Non Scheduled Forms for Blood Bank under HMS, Gauhati Medical College Hospital, Guwahati",Please refer Tender documents. ,NA ,,Laboratory and scientific equipment,NA ,Tender,365.0,365.0,"GMCH, Bhangagarh, Guwahati-32",781032.0,"Office of the Superintendent, GMCH ","Office of the Superintendent, Gauhati Medical College Hospital, Guwahati-32 ",29-Feb-2024 02:00 PM ,"Office of the Superintendent, GMCH",No ,No,17-Aug-2024,"INR 55,477.35",365.0,Lipseeta Deka,17-Aug-2024 04:28 PM,Applst.pdf (1273.00 KB),1.0,229850.0,Oscar Medicare Private Limited,INR,"1,770.3",1.0,230004.0,AAROGYA PHARMACEUTICALS,14-Mar-2024 08:17 PM,Accepted-AOC,L1 as per item wise and sample verification statement report,17-Aug-2024 04:29 PM,Finance,Financial bid has been opened for evaluation,Arun Bikash Hazarika,11-Jul-2024 04:17 PM,None,BOQ Comparative Chart,Superintendent cum Member Secretary,Internal,,Lipseeta Deka,17-Aug-2024 04:18 PM,finsummary_59840.pdf (5966.00 KB),1.0,229850.0,Oscar Medicare Private Limited,"1,770.30",1.0,Technical,Technical bid has been opened for evaluation,Arun Bikash Hazarika,16-Mar-2024 12:17 PM,None,"Superintendent cum Member Secretary, HMS, GMCH",Internal,,Kumar Partha Pratim,10-Jul-2024 05:38 PM,11-Jul-2024 12:00 PM,techsummary_59840.pdf (5153.01 KB),,,
,,,,,,,,,,,,,,,,.pdf,Bid document downloaded from the portal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bid document downloaded from the portal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,229857.0,SYSTRONICS,INR,"1,602.58",2.0,229947.0,ASSAM CHEMICALS,14-Mar-2024 07:52 PM,Accepted-AOC,L1 as per item wise and sample verification statement report,17-Aug-2024 04:29 PM,,,,,,,,,,,,,2.0,229857.0,SYSTRONICS,"1,602.58",1.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2.0,Finance,.xls,Price bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Price bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,229915.0,SOLUTIONS NORTH EAST,INR,"3,884.77",3.0,229966.0,HELIX COMMERCIALS,14-Mar-2024 02:29 PM,Rejected-Finance,L2 as per sample verification statement,17-Aug-2024 04:18 PM,,,,,,,,,,,,,3.0,229915.0,SOLUTIONS NORTH EAST,"3,884.77",1.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,229947.0,ASSAM CHEMICALS,INR,198,4.0,230038.0,Jyoti Pharmaceuticals,15-Mar-2024 01:42 PM,Accepted-AOC,L1 as per item wise and sample verification statement report,17-Aug-2024 04:29 PM,,,,,,,,,,,,,4.0,229947.0,ASSAM CHEMICALS,198.00,1.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,229980.0,Shelly Enterprise,INR,"13,631.98",5.0,229886.0,KRITARTHA TRADERS,14-Mar-2024 05:37 PM,Rejected-Technical,Technically disqualified,10-Jul-2024 05:38 PM,,,,,,,,,,,,,5.0,229966.0,HELIX COMMERCIALS,0.00,2.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,230004.0,AAROGYA PHARMACEUTICALS,INR,"2,384.23",6.0,229850.0,Oscar Medicare Private Limited,14-Mar-2024 07:00 PM,Accepted-AOC,L1 as per item wise and sample verification statement report,17-Aug-2024 04:29 PM,,,,,,,,,,,,,6.0,229980.0,Shelly Enterprise,"13,631.98",1.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,230038.0,Jyoti Pharmaceuticals,INR,"32,005.49",7.0,229980.0,Shelly Enterprise,14-Mar-2024 08:47 PM,Accepted-AOC,L1 as per item wise and sample verification statement report,17-Aug-2024 04:29 PM,,,,,,,,,,,,,7.0,230004.0,AAROGYA PHARMACEUTICALS,"2,384.23",1.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,229915.0,SOLUTIONS NORTH EAST,13-Mar-2024 06:34 PM,Accepted-AOC,L1 as per item wise and sample verification statement report,17-Aug-2024 04:29 PM,,,,,,,,,,,,,8.0,230038.0,Jyoti Pharmaceuticals,"32,005.49",1.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,229857.0,SYSTRONICS,13-Mar-2024 10:01 AM,Accepted-AOC,L1 as per item wise and sample verification statement report,17-Aug-2024 04:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024_HFWD_36585_1,MCH/HMS/2024/324/15,"supply of Reagents, Test Kits and Non Scheduled Forms for Blood Bank under HMS, Gauhati Medical College Hospital, Guwahati"
