Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.3,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.4,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.5,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Tender ID :,Tender Ref No :,Tender Title :
Urban Development Department||Directorate of Town and Country Planning - UDD,eCF No. TP/MP/SS/2024/336790/287,2024_UDD_36489_1,Yes,Open Tender,Item Rate,Services,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Pre Qualification,23-Feb-2024 01:00 PM,15-Mar-2024 03:00 PM,23-Feb-2024 01:00 PM,14-Mar-2024 05:00 PM,23-Feb-2024 01:00 PM ,26-Feb-2024 06:00 PM ,01-Mar-2024 09:00 AM,14-Mar-2024 05:00 PM,21-Jun-2024 11:00 AM,"50,00,000",No,fixed,,Nil,Nil,1.0,Indicative Planning Area,Other,,1.0,SBI Bank,"20,000",Nil,Nil,No,DIRECTOR TOWN AND COUNTRY PLANNING,OFFICE OF THE DIRECTOR TOWN AND COUNTRY PLANNING ASSAM DISPUR GUWAHATI 6,FORMULATION OF GIS BASED MASTER PLANS UNDER MISSION AMRUT 2.0,AS PER RFP FOR FORMULATION OF GIS BASED MASTER PLANS UNDER MISSION AMRUT 2.0,Please refer Tender documents. ,NA ,"25,90,00,000",Consultancy,NA ,Tender,120.0,400.0,WITHIN ASSAM,781006.0,NA ,NA ,NA ,GUWAHATI,No ,No,Urban Development Department||Directorate of Town and Country Planning - UDD,eCF No. TP/MP/SS/2024/336790/287,2024_UDD_36489_1,Yes,Open Tender,Item Rate,Services,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Pre Qualification,23-Feb-2024 01:00 PM,15-Mar-2024 03:00 PM,23-Feb-2024 01:00 PM,14-Mar-2024 05:00 PM,23-Feb-2024 01:00 PM ,26-Feb-2024 06:00 PM ,01-Mar-2024 09:00 AM,14-Mar-2024 05:00 PM,21-Jun-2024 11:00 AM,"50,00,000",No,fixed,,Nil,Nil,1.0,Indicative Planning Area,Other,,1.0,SBI Bank,"20,000",Nil,Nil,No,DIRECTOR TOWN AND COUNTRY PLANNING,OFFICE OF THE DIRECTOR TOWN AND COUNTRY PLANNING ASSAM DISPUR GUWAHATI 6,FORMULATION OF GIS BASED MASTER PLANS UNDER MISSION AMRUT 2.0,AS PER RFP FOR FORMULATION OF GIS BASED MASTER PLANS UNDER MISSION AMRUT 2.0,Please refer Tender documents. ,NA ,"25,90,00,000",Consultancy,NA ,Tender,120.0,400.0,WITHIN ASSAM,781006.0,NA ,NA ,NA ,GUWAHATI,No ,No,16-Sep-2024,"INR 172,200,000",400.0,Kumar Purkayastha,16-Sep-2024 02:03 PM,compressedworkorder.pdf (53.00 KB),AOC,1.0,229220.0,Stesalit Systems Limited,INR,"172,200,000",1.0,228857.0,Aarvee Associates Architects Engineers and Consultants Pvt Ltd,14-Mar-2024 04:29 PM,Rejected-Finance,H6 bidder,07-Aug-2024 01:10 PM,Finance,All bids are admi0tted for evaluation,Samudra Choudhury,07-Aug-2024 01:05 PM,None,BOQ Comparative Chart,"Secretary, DoHUA, GoA",Mixed,,Samudra Choudhury,07-Aug-2024 01:10 PM,finsummary_59673.pdf (2406.02 KB),1.0,228857.0,Aarvee Associates Architects Engineers and Consultants Pvt Ltd,"32,83,79,995.00",H 6,Technical,All bids are admitted for technical evaluation,Hrishiraj Sarma,15-Mar-2024 03:34 PM,None,"Secretary, DoHUA, Govt. of Assam",External,,Kumar Purkayastha,20-Jun-2024 12:49 PM,21-Jun-2024 11:00 AM,techsummary_59673.pdf (5374.78 KB),1.0,Corrigendum for Tender Revocation,Corrigendum for Tender Revocation for correction in Financial bid evaluation,07-Aug-2024 12:57 PM,corrigendum.pdf ,2565.14,Financial Opening,,,
,,,,,,,,,,,,,,,,.pdf,Technical Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,229899.0,Almondz Global Infra-Consultant Limited,14-Mar-2024 03:51 PM,Rejected-Finance,H5 bidder,07-Aug-2024 01:10 PM,,,,,,,,,,,,,2.0,229220.0,Stesalit Systems Limited,"17,46,00,000.00",H 1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,.pdf,Signed bid document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Signed bid document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,229870.0,CREATIVE CRICLE,14-Mar-2024 03:47 PM,Rejected-Finance,H3 bidder,07-Aug-2024 01:10 PM,,,,,,,,,,,,,3.0,229584.0,MARS PLANNING ENGINEERING SERVICES PVT LTD,"22,99,69,800.00",H 4,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2.0,Finance,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,228919.0,ECOMETRIX CONSULTANTS PVT LTD,14-Mar-2024 11:20 AM,Rejected-Technical,"As per RFP clause No. 9.6.6, Minium Qualifying Technical score did not achieve.",20-Jun-2024 12:49 PM,,,,,,,,,,,,,4.0,229741.0,Facile Maven Private Limited,"22,07,97,499.60",H 2,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,229741.0,Facile Maven Private Limited,14-Mar-2024 02:32 PM,Rejected-Finance,H2 bidder,07-Aug-2024 01:10 PM,,,,,,,,,,,,,5.0,229863.0,Nektor Engineers and Project Consultants,"25,05,58,820.00",H 8,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,229584.0,MARS PLANNING ENGINEERING SERVICES PVT LTD,14-Mar-2024 02:14 PM,Rejected-Finance,H4 bidder,07-Aug-2024 01:10 PM,,,,,,,,,,,,,6.0,229870.0,CREATIVE CRICLE,"19,28,41,426.00",H 3,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,229863.0,Nektor Engineers and Project Consultants,14-Mar-2024 03:42 PM,Rejected-Finance,H8 bidder,07-Aug-2024 01:10 PM,,,,,,,,,,,,,7.0,229882.0,Tandon Urban Solutions Pvt. Ltd.,"18,40,64,500.00",H 7,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,229220.0,Stesalit Systems Limited,14-Mar-2024 03:37 PM,Accepted-AOC,H 1 bidder,16-Sep-2024 02:04 PM,,,,,,,,,,,,,8.0,229899.0,Almondz Global Infra-Consultant Limited,"24,45,90,220.00",H 5,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,229882.0,Tandon Urban Solutions Pvt. Ltd.,14-Mar-2024 03:57 PM,Rejected-Finance,H7 bidder,07-Aug-2024 01:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024_UDD_36489_1,eCF No. TP/MP/SS/2024/336790/287,FORMULATION OF GIS BASED MASTER PLANS UNDER MISSION AMRUT 2.0
