Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.3,Bid Number.2,Bidder Name.2,Value,Rank,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender ID :,Tender Ref No :,Tender Title :
Health and Family Welfare Department||Assam Medical Services Corporation Limited,FRAMEWORK4_Essential Drugs,2023_HFWD_34116_1,Yes,Open Tender,Empanelment,Goods,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Court Fee/IPO, Copies of EMD, Tender processing fee, Technical Bids.",21-Nov-2023 06:50 PM,13-Dec-2023 04:00 PM,22-Nov-2023 10:00 AM,13-Dec-2023 02:00 PM,22-Nov-2023 12:00 PM ,28-Nov-2023 01:00 PM ,07-Dec-2023 02:00 PM,13-Dec-2023 02:00 PM,"5,00,000",Yes,fixed,,Nil,Nil,1.0,SBI Bank,"2,000",Nil,Nil,No,MD,O/o AMSCL,Supply of Essential Drugs,FRAMEWORK AGREEMENT WITH MANUFACTURERS FOR SUPPLY OF ESSENTIAL DRUGS,Please refer Tender documents. ,NA ,,Medicines,NA ,Empanelment,180.0,75.0,Guwahati,781026.0,O/o AMSCL ,O/o AMSCL ,28-Nov-2023 03:00 PM ,O/o AMSCL,No ,No,Health and Family Welfare Department||Assam Medical Services Corporation Limited,FRAMEWORK4_Essential Drugs,2023_HFWD_34116_1,Yes,Open Tender,Empanelment,Goods,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Court Fee/IPO, Copies of EMD, Tender processing fee, Technical Bids.",21-Nov-2023 06:50 PM,13-Dec-2023 04:00 PM,22-Nov-2023 10:00 AM,13-Dec-2023 02:00 PM,22-Nov-2023 12:00 PM ,28-Nov-2023 01:00 PM ,07-Dec-2023 02:00 PM,13-Dec-2023 02:00 PM,"5,00,000",Yes,fixed,,Nil,Nil,1.0,SBI Bank,"2,000",Nil,Nil,No,MD,O/o AMSCL,Supply of Essential Drugs,FRAMEWORK AGREEMENT WITH MANUFACTURERS FOR SUPPLY OF ESSENTIAL DRUGS,Please refer Tender documents. ,NA ,,Medicines,NA ,Empanelment,180.0,75.0,Guwahati,781026.0,O/o AMSCL ,O/o AMSCL ,28-Nov-2023 03:00 PM ,O/o AMSCL,No ,No,14-Mar-2024,INR 100,75.0,Robin Kumar Singh,14-Mar-2024 02:31 PM,LOIFW4.pdf (1379.00 KB),LOI,1.0,214988.0,RELIANCE LIFE SCIENCES PRIVATE LIMITED,INR,1.0,1.0,214984.0,ADMAC LIFESCIENCES,13-Dec-2023 12:14 AM,Accepted-AOC,TA,14-Mar-2024 02:31 PM,Finance,As per minutes.,Robin Kumar Singh,22-Dec-2023 12:31 PM,finance_55220.pdf,AMD,Internal,As per minutes,Robin Kumar Singh,14-Mar-2024 02:26 PM,finsummary_55220.pdf (1379.16 KB),1.0,214490.0,sandoz pvt ltd,1.0,1.0,AMD,Internal,As per minutes,Robin Kumar Singh,03-Jan-2024 05:35 PM,techsummary_55220.pdf (17486.84 KB),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,214984.0,ADMAC LIFESCIENCES,INR,1.0,2.0,214589.0,BDR PHARMACEUTICALS INTL PVT. LTD.,12-Dec-2023 07:37 PM,Accepted-AOC,TA,14-Mar-2024 02:31 PM,,,,,,,,,,,,2.0,214589.0,BDR PHARMACEUTICALS INTL PVT. LTD.,1.0,1.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,214828.0,MSN Laboratories Private Limited,INR,1.0,3.0,214805.0,East African ( India ) overseas,12-Dec-2023 04:36 PM,Rejected-Technical,Not Admitted,03-Jan-2024 05:35 PM,,,,,,,,,,,,3.0,214709.0,ZYDUS LIFESCIENCES LIMITED,1.0,1.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,214709.0,ZYDUS LIFESCIENCES LIMITED,INR,1.0,4.0,214828.0,MSN Laboratories Private Limited,13-Dec-2023 12:35 PM,Accepted-AOC,TA,14-Mar-2024 02:31 PM,,,,,,,,,,,,4.0,214828.0,MSN Laboratories Private Limited,1.0,1.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,214589.0,BDR PHARMACEUTICALS INTL PVT. LTD.,INR,1.0,5.0,214499.0,Novo Nordisk India Private Limited,11-Dec-2023 08:32 PM,Not Admitted-Fee/PreQual/Technical/Finance,Others-As per minutes.,22-Dec-2023 12:31 PM,,,,,,,,,,,,5.0,214984.0,ADMAC LIFESCIENCES,1.0,1.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,214490.0,sandoz pvt ltd,INR,1.0,6.0,214988.0,RELIANCE LIFE SCIENCES PRIVATE LIMITED,13-Dec-2023 12:40 PM,Accepted-AOC,TA,14-Mar-2024 02:31 PM,,,,,,,,,,,,6.0,214988.0,RELIANCE LIFE SCIENCES PRIVATE LIMITED,1.0,1.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,214490.0,sandoz pvt ltd,08-Dec-2023 04:52 PM,Accepted-AOC,TA,14-Mar-2024 02:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,214900.0,SUNWAYS (INDIA) PVT. LTD.,12-Dec-2023 11:57 AM,Not Admitted-Fee/PreQual/Technical/Finance,Others-As per minutes.,22-Dec-2023 12:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,214709.0,ZYDUS LIFESCIENCES LIMITED,11-Dec-2023 05:07 PM,Accepted-AOC,TA,14-Mar-2024 02:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023_HFWD_34116_1,FRAMEWORK4_Essential Drugs,Supply of Essential Drugs
