Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.3,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.4,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
Directorate of Agriculture and Assam Seed Corporation,E-Bid/Pesticides/2023-24/01,2023_DAASC_32712_1,Yes,Open Tender,Item Wise,Goods,2.0,No,Yes,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical documents,30-Sep-2023 11:00 AM,21-Nov-2023 11:30 AM,30-Sep-2023 11:00 AM,20-Nov-2023 05:00 PM,NA ,NA ,12-Oct-2023 10:00 AM,20-Nov-2023 05:00 PM,03-Jan-2024 10:30 AM,"56,820",Yes,fixed,,Nil,Nil,1.0,Date Corrigendum1,Date,,1.0,SBI Bank,"20,000",Nil,Nil,No,Director,"DIRECTORATE OF AGRICULTURE, ASSAM, Krishi Bhawan, Khanapara, G.S. Road, Guwahati- 781022","PROCUREMENT OF PESTICIDES ( CHEMICAL, BIO and Botanical) and WEEDICIDES UNDER DIRECTORATE OF AGRICULTURE FOR THE YEAR 2023-24","PROCUREMENT OF PESTICIDES ( CHEMICAL, BIO and Botanical) and WEEDICIDES UNDER DIRECTORATE OF AGRICULTURE FOR THE YEAR 2023-24",Please refer Tender documents. ,NA ,,Pesticide,NA ,Tender,120.0,NA ,Guwahati,781022.0,"DIRECTORATE OF AGRICULTURE, ASSAM ","DIRECTORATE OF AGRICULTURE, ASSAM, Krishi Bhawan, Khanapara, G.S. Road, Guwahati- 781022 ",07-Oct-2023 03:30 PM ,"DIRECTORATE OF AGRICULTURE, ASSAM",No ,No,Directorate of Agriculture and Assam Seed Corporation,E-Bid/Pesticides/2023-24/01,2023_DAASC_32712_1,Yes,Open Tender,Item Wise,Goods,2.0,No,Yes,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical documents,30-Sep-2023 11:00 AM,21-Nov-2023 11:30 AM,30-Sep-2023 11:00 AM,20-Nov-2023 05:00 PM,NA ,NA ,12-Oct-2023 10:00 AM,20-Nov-2023 05:00 PM,03-Jan-2024 10:30 AM,"56,820",Yes,fixed,,Nil,Nil,1.0,Date Corrigendum1,Date,,1.0,SBI Bank,"20,000",Nil,Nil,No,Director,"DIRECTORATE OF AGRICULTURE, ASSAM, Krishi Bhawan, Khanapara, G.S. Road, Guwahati- 781022","PROCUREMENT OF PESTICIDES ( CHEMICAL, BIO and Botanical) and WEEDICIDES UNDER DIRECTORATE OF AGRICULTURE FOR THE YEAR 2023-24","PROCUREMENT OF PESTICIDES ( CHEMICAL, BIO and Botanical) and WEEDICIDES UNDER DIRECTORATE OF AGRICULTURE FOR THE YEAR 2023-24",Please refer Tender documents. ,NA ,,Pesticide,NA ,Tender,120.0,NA ,Guwahati,781022.0,"DIRECTORATE OF AGRICULTURE, ASSAM ","DIRECTORATE OF AGRICULTURE, ASSAM, Krishi Bhawan, Khanapara, G.S. Road, Guwahati- 781022 ",07-Oct-2023 03:30 PM ,"DIRECTORATE OF AGRICULTURE, ASSAM",No ,No,13-Jun-2024,INR 0,15.0,Manabendra Sarma,16-Aug-2024 11:46 AM,AoC.pdf (9478.00 KB),Award of Contract,1.0,210672.0,TECH BUSINESS INDIA PVT LTD,INR,0.0,1.0,211051.0,GREENWOOD PESTICIDES PRIVATE LIMITED,20-Nov-2023 03:47 PM,Rejected-Finance,"Rejected as the quoted rate is higher than the L1 rate.The detailed mentioned in the DBC minutes 31st May, 2024",05-Jun-2024 11:59 AM,Finance,Financial bid has been opened,Manabendra Sarma,31-May-2024 11:36 AM,None,BOQ Comparative Chart,"Director, Agriculture Department",Internal,,Amal Sarma,05-Jun-2024 11:59 AM,finsummary_52475.pdf (2601.59 KB),1.0,205491.0,SAGA PESTICIDE PRIVATE LIMITED,0.0,L1,Technical,technical bid has been opened,Azim Ahmed,21-Nov-2023 12:10 PM,None,Director,Internal,,Manabendra Sarma,30-Dec-2023 03:53 PM,03-Jan-2024 10:30 AM,techsummary_52475.pdf (2669.50 KB),,,
,,,,,,,,,,,,,,,,.pdf,Bid document downloaded from the portal,,,,,,,,,,,,,,,,2.0,Information,Technical Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bid document downloaded from the portal,,,,,,,,,,,,,,,,2.0,Information,Technical Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,207595.0,M/s. Shakti Corporation,INR,0.0,2.0,211273.0,KINGS AGRICO,20-Nov-2023 04:19 PM,Rejected-Technical,Technically Disqualified,30-Dec-2023 03:53 PM,,,,,,,,,,,,,2.0,207105.0,Serampore Biovision Agro Pvt. Ltd.,0.0,L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2.0,Finance,.xls,Price bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Price bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,207105.0,Serampore Biovision Agro Pvt. Ltd.,INR,0.0,3.0,208209.0,M/S J.K ENGINEERING AND AGRO SERVICE,20-Nov-2023 04:19 PM,Rejected-Technical,Technically Disqualified,30-Dec-2023 03:53 PM,,,,,,,,,,,,,3.0,207595.0,M/s. Shakti Corporation,0.0,L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,205491.0,SAGA PESTICIDE PRIVATE LIMITED,INR,0.0,4.0,211238.0,Ms MOSUT CHEM INDUSTRIES,20-Nov-2023 03:17 PM,Rejected-Finance,"Rejected as the quoted rate is higher than the L1 rate.The detailed mentioned in the DBC minutes 31st May, 2024",05-Jun-2024 11:59 AM,,,,,,,,,,,,,4.0,210672.0,TECH BUSINESS INDIA PVT LTD,0.0,L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,207595.0,M/s. Shakti Corporation,20-Nov-2023 02:48 PM,Accepted-AOC,"Awarded for Emamectin Benzoate SG, Thaimethoxam WG, Tebuconazole EC and not awarded for Propaquizafop Imazethapyr ME due to single responsive bidder. Emamectin Benzoate is not awarded for now",16-Aug-2024 11:47 AM,,,,,,,,,,,,,5.0,211051.0,GREENWOOD PESTICIDES PRIVATE LIMITED,0.0,R,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,207510.0,Patanjali Organic Research Institute Pvt.Ltd.,20-Nov-2023 12:16 PM,Rejected-Technical,Technically Disqualified,30-Dec-2023 03:53 PM,,,,,,,,,,,,,6.0,211076.0,Salasar Agro Service,0.0,R,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,205491.0,SAGA PESTICIDE PRIVATE LIMITED,20-Nov-2023 02:29 PM,Accepted-AOC,Awarded,16-Aug-2024 11:47 AM,,,,,,,,,,,,,7.0,211114.0,SHRI RAM SOLVENT EXTRACTIONS PVT LTD,0.0,R,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,211076.0,Salasar Agro Service,20-Nov-2023 04:50 PM,Rejected-Finance,"Rejected as the quoted rate is higher than the L1 rate.The detailed mentioned in the DBC minutes 31st May, 2024",05-Jun-2024 11:59 AM,,,,,,,,,,,,,8.0,211118.0,Shri Ram Agrochemicals,0.0,R,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,207105.0,Serampore Biovision Agro Pvt. Ltd.,20-Nov-2023 01:56 PM,Accepted-AOC,Awarded,16-Aug-2024 11:47 AM,,,,,,,,,,,,,9.0,211238.0,Ms MOSUT CHEM INDUSTRIES,0.0,R,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,211118.0,Shri Ram Agrochemicals,20-Nov-2023 02:48 PM,Rejected-Finance,"Rejected as the quoted rate is higher than the L1 rate.The detailed mentioned in the DBC minutes 31st May, 2024",05-Jun-2024 11:59 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
