Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.3,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.4,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.5,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Tender ID :,Tender Ref No :,Tender Title :
"Pr. Chief Conservator of Forest and Head of Forest Force||Chief Conservator of Forests (Upper Assam Zone)||Eastern Assam Circle, Jorhat||Doomdooma Division",NO.35 DT.12.05.2023,2023_PCCF_30814_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,TECHNICAL QUALIFICATION,13-May-2023 02:00 PM,06-Jun-2023 11:00 AM,13-May-2023 02:00 PM,03-Jun-2023 03:00 PM,NA ,NA ,14-May-2023 11:00 AM,03-Jun-2023 03:00 PM,05-Jul-2023 09:00 AM,"3,77,863",Yes,percentage,2.0%,Nil,Nil,1.0,TECHNICAL CORRIGENDUM,Technical Bid,,1.0,SBI Bank,"4,000",Nil,Nil,No,DFO,"DFO DOOMDOOMA DIVISION, DOOMDOOMA","Supplying , fitting and Erection of Fencing under CAMPA Scheme in kakopather range, sadiya range, doomdooma range and khatangpani range","Supplying, fitting and erection of Fencing under CAMPA Scheme in kakopather range, sadiya range, doomdooma range and khatangpani range",Please refer Tender documents. ,NA ,"1,88,93,133",Civil Works,NA ,Tender,180.0,NA ,doomdooma,786151.0,NA ,NA ,NA ,"dfo office doomdooma, doomdooma",No ,No,"Pr. Chief Conservator of Forest and Head of Forest Force||Chief Conservator of Forests (Upper Assam Zone)||Eastern Assam Circle, Jorhat||Doomdooma Division",NO.35 DT.12.05.2023,2023_PCCF_30814_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,TECHNICAL QUALIFICATION,13-May-2023 02:00 PM,06-Jun-2023 11:00 AM,13-May-2023 02:00 PM,03-Jun-2023 03:00 PM,NA ,NA ,14-May-2023 11:00 AM,03-Jun-2023 03:00 PM,05-Jul-2023 09:00 AM,"3,77,863",Yes,percentage,2.0%,Nil,Nil,1.0,TECHNICAL CORRIGENDUM,Technical Bid,,1.0,SBI Bank,"4,000",Nil,Nil,No,DFO,"DFO DOOMDOOMA DIVISION, DOOMDOOMA","Supplying , fitting and Erection of Fencing under CAMPA Scheme in kakopather range, sadiya range, doomdooma range and khatangpani range","Supplying, fitting and erection of Fencing under CAMPA Scheme in kakopather range, sadiya range, doomdooma range and khatangpani range",Please refer Tender documents. ,NA ,"1,88,93,133",Civil Works,NA ,Tender,180.0,NA ,doomdooma,786151.0,NA ,NA ,NA ,"dfo office doomdooma, doomdooma",No ,No,25-Jan-2024,"INR 17,003,820.24",120.0,MRIGANKA BORAH,25-Jan-2024 05:53 PM,FORMALWORORDER.pdf (297.00 KB),1.0,186844.0,RAM MAN BUSINESS ENTERPRISES,INR,"17,003,820.24",1.0,187026.0,ALIEN COMMERCIAL,02-Jun-2023 08:30 PM,Rejected-Technical,NOT QUALIFIED,04-Jul-2023 06:54 PM,Finance,FINANCIAL BID HAS OPENED,Hiren Medok,15-Jul-2023 12:55 PM,None,BOQ Comparative Chart,DFO,Internal,,MRIGANKA BORAH,25-Jan-2024 05:49 PM,finsummary_49458.pdf (360.11 KB),1.0,186139.0,Rajib Borah,"1,70,03,820.24",L1,Technical,TECHNICAL BID OPENED,RAJENDRA SINGH BHARTI,04-Jul-2023 06:31 PM,None,DFO,Internal,"RANGE OFFICER, ACCOUNTANT",RAJENDRA SINGH BHARTI,04-Jul-2023 06:54 PM,05-Jul-2023 09:00 AM,techsummary_49458.pdf (1762.79 KB),1.0,TENDER REVOCATION,2023_PCCF_30814_1,03-Jul-2023 05:56 PM,fencingcorriandumnew.pdf ,436.35,Technical Opening,,,
,,,,,,,,,,,,,,,,.pdf,BID DOCUMENTS DOWNLOADED FROM THE PORTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,BID DOCUMENTS DOWNLOADED FROM THE PORTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,186980.0,Ankuran Adhyapak,03-Jun-2023 12:59 PM,Rejected-Finance,FINANCIALLY REJECTED,25-Jan-2024 05:49 PM,,,,,,,,,,,,,2.0,186497.0,SUNIL SHAH,"1,70,03,820.24",L1,,,,,,,,,,,,,2.0,REVOCATION,REVOCATION,04-Jul-2023 06:22 PM,TECHNICALCORRIANDUM.pdf ,436.35,Technical Opening,,,
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,186897.0,Anurag Baishya,01-Jun-2023 08:11 PM,Rejected-Finance,FINANCIALLY REJECTED,25-Jan-2024 05:49 PM,,,,,,,,,,,,,3.0,186691.0,Siddhartha Bhakta,"1,70,03,820.24",L1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,187006.0,BIMAL DEORI,02-Jun-2023 03:57 PM,Rejected-Finance,FINANCIALLY REJECTED,25-Jan-2024 05:49 PM,,,,,,,,,,,,,4.0,186844.0,RAM MAN BUSINESS ENTERPRISES,"1,70,03,820.24",L1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,186947.0,brahmaputra udyog private limited,01-Jun-2023 05:34 PM,Rejected-Technical,NOT QUALIFIED,04-Jul-2023 06:54 PM,,,,,,,,,,,,,5.0,186897.0,Anurag Baishya,"1,70,03,820.24",L1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,187002.0,DEBEN GOGOI,02-Jun-2023 03:55 PM,Rejected-Technical,NOT QUALIFIED,04-Jul-2023 06:54 PM,,,,,,,,,,,,,6.0,186967.0,Utpal Chetia,"1,70,03,820.24",L1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,186970.0,GOPAL CHETRY,02-Jun-2023 05:53 PM,Rejected-Technical,NOT QUALIFIED,04-Jul-2023 06:54 PM,,,,,,,,,,,,,7.0,186969.0,MANOB JYOTI GOGOI AND COMPANY,"1,70,03,820.24",L1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,186969.0,MANOB JYOTI GOGOI AND COMPANY,02-Jun-2023 05:47 PM,Rejected-Finance,FINANCIALLY REJECTED,25-Jan-2024 05:49 PM,,,,,,,,,,,,,8.0,186978.0,Sri Pradip Kumar Adhyapak,"1,98,37,790.28",L3,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,187043.0,MRINAL DOWARAH,03-Jun-2023 11:26 AM,Rejected-Technical,NOT QUALIFIED,04-Jul-2023 06:54 PM,,,,,,,,,,,,,9.0,186980.0,Ankuran Adhyapak,"1,83,26,339.59",L2,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,187029.0,M/S J R ENTERPRISE,03-Jun-2023 12:41 PM,Rejected-Finance,FINANCIALLY REJECTED,25-Jan-2024 05:49 PM,,,,,,,,,,,,,10.0,187006.0,BIMAL DEORI,"1,70,03,820.24",L1,,,,,,,,,,,,,,,,,,,,,,
