Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No.1,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.3,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
Public Health Engineering Department||Chief Engineer PHE(P)-Assam-PHED||Upper Assam Zone-Nagaon-PHED||Dibrugarh Circle-Dibrugarh-PHED,"SE/PHE/DIB/QT-1/2024-25/905, DTD-11/06/2024",2024_PHED_37564_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Fee Documents,12-Jun-2024 10:00 AM,03-Jul-2024 10:00 AM,12-Jun-2024 10:00 AM,02-Jul-2024 06:00 PM,NA ,NA ,13-Jun-2024 10:00 AM,02-Jul-2024 06:00 PM,04-Jul-2024 03:30 PM,"69,400",Yes,fixed,,Nil,Nil,1.0,SBI Bank,700.0,Nil,Nil,Yes,SE (PHE) Dibrugarh Circle,"Office of the Superintending Engineer (PHE) Dibrugarh Circle,Grahmbazar, Assam Trunk Rd, Dibrugarh, Assam 786001",Construction of Boundary wall around the office campus of Sivsagar (PHE) Divison and Sub-Division.,Construction of Boundary wall around the office campus of Sivsagar (PHE) Divison and Sub-Division.,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,45.0,NA ,Sivasagar,785640.0,NA ,NA ,NA ,Dibrugarh,No ,No,Public Health Engineering Department||Chief Engineer PHE(P)-Assam-PHED||Upper Assam Zone-Nagaon-PHED||Dibrugarh Circle-Dibrugarh-PHED,"SE/PHE/DIB/QT-1/2024-25/905, DTD-11/06/2024",2024_PHED_37564_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Fee Documents,12-Jun-2024 10:00 AM,03-Jul-2024 10:00 AM,12-Jun-2024 10:00 AM,02-Jul-2024 06:00 PM,NA ,NA ,13-Jun-2024 10:00 AM,02-Jul-2024 06:00 PM,04-Jul-2024 03:30 PM,"69,400",Yes,fixed,,Nil,Nil,1.0,SBI Bank,700.0,Nil,Nil,Yes,SE (PHE) Dibrugarh Circle,"Office of the Superintending Engineer (PHE) Dibrugarh Circle,Grahmbazar, Assam Trunk Rd, Dibrugarh, Assam 786001",Construction of Boundary wall around the office campus of Sivsagar (PHE) Divison and Sub-Division.,Construction of Boundary wall around the office campus of Sivsagar (PHE) Divison and Sub-Division.,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,45.0,NA ,Sivasagar,785640.0,NA ,NA ,NA ,Dibrugarh,No ,No,19-Jul-2024,"INR 3,468,000",120.0,Narendra Borah,19-Jul-2024 05:56 PM,AOCManash.pdf (369.00 KB),1.0,233861.0,MANASH CHETIA,INR,"2,774,171",1.0,233958.0,Abhedya Basumatary,02-Jul-2024 09:37 AM,Rejected-Finance,Higher Bid,19-Jul-2024 05:53 PM,Finance,Admitted,Narendra Borah,04-Jul-2024 04:03 PM,None,BOQ Comparative Chart,Narendra Borah SE,Internal,"1) Rajen Phukan,2) Nabin Gogoi, 3) Karuna Prava Baruah, 4) Rajmohan Deori",Narendra Borah,19-Jul-2024 05:53 PM,finsummary_61131.pdf (1194.70 KB),1.0,233469.0,Subhan Ali,"34,67,713.28",4.0,Technical,Admitted,Nabin Gogoi,03-Jul-2024 12:19 PM,None,Narendra Borah SE,Internal,Rajen Phukan EE Raj Mohan Deori AO Nabin Gogoi AEE Karuna Prava Baruah AE,Narendra Borah,04-Jul-2024 02:55 PM,04-Jul-2024 03:30 PM,techsummary_61131.pdf (757.21 KB),,,
,,,,,,,,,,,,,,,,.pdf,Technical Qualification Documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical Qualification Documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,233717.0,B R P ENTERPRISE,29-Jun-2024 01:41 PM,Rejected-Finance,Higher Bid,19-Jul-2024 05:53 PM,,,,,,,,,,,,,2.0,233717.0,B R P ENTERPRISE,"34,67,713.28",4.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,.xls,check_List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,check_List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,233636.0,CHOWKHAMOON BURAGOHAIN,01-Jul-2024 04:39 PM,Rejected-Technical,Invalid PHED Registration,04-Jul-2024 02:55 PM,,,,,,,,,,,,,3.0,233819.0,Dhiren Kalita,"31,20,941.95",2.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,233819.0,Dhiren Kalita,02-Jul-2024 11:19 AM,Rejected-Finance,Higher Bid,19-Jul-2024 05:53 PM,,,,,,,,,,,,,4.0,233861.0,MANASH CHETIA,"27,74,170.62",1.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,233873.0,DIGANTA SAIKIA,02-Jul-2024 11:09 AM,Rejected-Finance,Higher Bid,19-Jul-2024 05:53 PM,,,,,,,,,,,,,5.0,233873.0,DIGANTA SAIKIA,"31,20,941.95",2.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,233931.0,Lakhi Das,02-Jul-2024 12:12 PM,Rejected-Technical,Invalid PHED Registration,04-Jul-2024 02:55 PM,,,,,,,,,,,,,6.0,233891.0,SAFETECH,"31,20,941.95",2.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,233861.0,MANASH CHETIA,02-Jul-2024 11:14 AM,Accepted-AOC,Lowest Quoted Bidder L1,19-Jul-2024 05:57 PM,,,,,,,,,,,,,7.0,233958.0,Abhedya Basumatary,"32,89,819.59",3.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,233856.0,PULAK PHUKON,01-Jul-2024 02:13 PM,Rejected-Technical,Invalid PHED Registration,04-Jul-2024 02:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,233891.0,SAFETECH,01-Jul-2024 05:44 PM,Rejected-Finance,Higher Bid,19-Jul-2024 05:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,233469.0,Subhan Ali,24-Jun-2024 01:54 PM,Rejected-Finance,Higher Bid,19-Jul-2024 05:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
