Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No.1,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.3,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
National Health Mission||State Programme Management Unit - NHM,NHM-32033/3/2023-Const.NHM/83,2023_NHM_31996_5,Yes,Open Tender,Turn-key,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical qualification,08-Aug-2023 05:10 PM,29-Aug-2023 03:30 PM,08-Aug-2023 05:10 PM,28-Aug-2023 02:00 PM,NA ,NA ,08-Aug-2023 05:10 PM,28-Aug-2023 02:00 PM,14-Nov-2023 04:40 PM,"96,000",Yes,percentage,2.0%,Nil,Nil,1.0,SBI Bank,"1,000",Nil,Nil,No,"MD,NHM,Assam","Office of MD,NHM,Assam","Construction of AYUSH Dispensary (Assam Type) in Karimganj District, group.6 (2 nos. of scheme in Karimganj District) for FY 2022-23 under NAM, Assam.","Construction of AYUSH Dispensary (Assam Type) in Karimganj District, group.6 (2 nos. of scheme in Karimganj District) for FY 2022-23 under NAM, Assam.",Please refer Tender documents. ,NA ,"48,00,000",Construction Works,NA ,Tender,225.0,270.0,Karimganj District,788819.0,NA ,NA ,NA ,"Office of MD,NHM,Assam",No ,No,National Health Mission||State Programme Management Unit - NHM,NHM-32033/3/2023-Const.NHM/83,2023_NHM_31996_5,Yes,Open Tender,Turn-key,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical qualification,08-Aug-2023 05:10 PM,29-Aug-2023 03:30 PM,08-Aug-2023 05:10 PM,28-Aug-2023 02:00 PM,NA ,NA ,08-Aug-2023 05:10 PM,28-Aug-2023 02:00 PM,14-Nov-2023 04:40 PM,"96,000",Yes,percentage,2.0%,Nil,Nil,1.0,SBI Bank,"1,000",Nil,Nil,No,"MD,NHM,Assam","Office of MD,NHM,Assam","Construction of AYUSH Dispensary (Assam Type) in Karimganj District, group.6 (2 nos. of scheme in Karimganj District) for FY 2022-23 under NAM, Assam.","Construction of AYUSH Dispensary (Assam Type) in Karimganj District, group.6 (2 nos. of scheme in Karimganj District) for FY 2022-23 under NAM, Assam.",Please refer Tender documents. ,NA ,"48,00,000",Construction Works,NA ,Tender,225.0,270.0,Karimganj District,788819.0,NA ,NA ,NA ,"Office of MD,NHM,Assam",No ,No,02-Jul-2024,"INR 4,152,000",270.0,Mousomi Goswami,02-Jul-2024 05:35 PM,WORKORDERSALIM.pdf (1315.00 KB),1.0,196360.0,MD.SALIM AHMED,INR,"4,152,000",1.0,196920.0,Badrul Islam Barbhuiya,28-Aug-2023 12:10 PM,Rejected-Finance,L4,02-Jul-2024 05:28 PM,Finance,FINANCIAL BID OPENED,Mousomi Goswami,02-Jul-2024 05:19 PM,None,BOQ Comparative Chart,OSD,Internal,,Mousomi Goswami,02-Jul-2024 05:28 PM,finsummary_51297.pdf (246.54 KB),1.0,195855.0,Rayhan Uddin Mazumder,"42,24,000.05",2.0,Technical,11 Nos. bidder found valid,Anupam Choudhury,14-Nov-2023 04:28 PM,None,OSD,Internal,,Anupam Choudhury,14-Nov-2023 04:36 PM,14-Nov-2023 04:40 PM,techsummary_51297.pdf (494.55 KB),,,
,,,,,,,,,,,,,,,,.pdf,SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,196362.0,DILWAR HUSSAIN,22-Aug-2023 02:38 PM,Rejected-Finance,L6,02-Jul-2024 05:28 PM,,,,,,,,,,,,,2.0,196277.0,M S P and B ENTERPRISE,"42,48,000.00",3.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,196359.0,HABU UDDIN TAPADAR,22-Aug-2023 02:41 PM,Rejected-Finance,L7,02-Jul-2024 05:28 PM,,,,,,,,,,,,,3.0,196359.0,HABU UDDIN TAPADAR,"48,00,000.06",7.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,.pdf,FOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,FOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,197032.0,IQBAL AHMED,28-Aug-2023 01:42 PM,Rejected-Finance,L5,02-Jul-2024 05:28 PM,,,,,,,,,,,,,4.0,196360.0,MD.SALIM AHMED,"41,52,000.00",1.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,196360.0,MD.SALIM AHMED,24-Aug-2023 03:45 PM,Accepted-AOC,L1,02-Jul-2024 05:35 PM,,,,,,,,,,,,,5.0,196362.0,DILWAR HUSSAIN,"47,64,000.00",6.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,196277.0,M S P and B ENTERPRISE,24-Aug-2023 05:44 PM,Rejected-Finance,L3,02-Jul-2024 05:28 PM,,,,,,,,,,,,,6.0,196530.0,SATYAJIT PAUL,"48,96,000.00",8.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,195855.0,Rayhan Uddin Mazumder,23-Aug-2023 06:19 PM,Rejected-Finance,L2,02-Jul-2024 05:28 PM,,,,,,,,,,,,,7.0,196532.0,SOURAV GOSWAMI,"49,44,000.00",9.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,196530.0,SATYAJIT PAUL,26-Aug-2023 05:01 PM,Rejected-Finance,L8,02-Jul-2024 05:28 PM,,,,,,,,,,,,,8.0,196920.0,Badrul Islam Barbhuiya,"45,60,000.05",4.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,196532.0,SOURAV GOSWAMI,26-Aug-2023 05:12 PM,Rejected-Finance,L9,02-Jul-2024 05:28 PM,,,,,,,,,,,,,9.0,196921.0,VICTORIA INFRATECH,"48,00,000.06",7.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,196429.0,SUBASHIS CHAKRABORTY,26-Aug-2023 05:06 PM,Rejected-Technical,not found responsive,14-Nov-2023 04:36 PM,,,,,,,,,,,,,10.0,197032.0,IQBAL AHMED,"47,52,000.06",5.0,,,,,,,,,,,,,,,
