Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.3,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.4,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
Bodoland Territorial Council||Irrigation-BTC,CHDI/ ET-24/2022-23/31,2024_BoTC_36566_2,Yes,Open Tender,Works,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,bid documents,23-Feb-2024 06:30 PM,11-Mar-2024 04:30 PM,23-Feb-2024 06:30 PM,11-Mar-2024 01:00 PM,NA ,NA ,23-Feb-2024 06:30 PM,11-Mar-2024 01:00 PM,13-Mar-2024 04:00 PM,"1,81,378",Yes,percentage,2.0%,Nil,Nil,1.0,Time extension,Date,,1.0,SBI Bank,"1,900",Nil,Nil,No,"CHD, Irrigation, BTC, Kokrajhar","CHD, Irrigation, BTC, Kokrajhar",Canal Lining (BC-1 from ch.0.00. 500.00m at Jambrijhora FIS under PMKSY-HKKP for the year 2021-22.,Canal Lining (BC-1 from ch.0.00. 500.00m at Jambrijhora FIS under PMKSY-HKKP for the year 2021-22.,Please refer Tender documents. ,NA ,"90,68,880",Civil Works,NA ,Tender,180.0,365.0,Kokrajhar,783370.0,NA ,NA ,NA ,Kokrajhar,No ,No,Bodoland Territorial Council||Irrigation-BTC,CHDI/ ET-24/2022-23/31,2024_BoTC_36566_2,Yes,Open Tender,Works,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,bid documents,23-Feb-2024 06:30 PM,11-Mar-2024 04:30 PM,23-Feb-2024 06:30 PM,11-Mar-2024 01:00 PM,NA ,NA ,23-Feb-2024 06:30 PM,11-Mar-2024 01:00 PM,13-Mar-2024 04:00 PM,"1,81,378",Yes,percentage,2.0%,Nil,Nil,1.0,Time extension,Date,,1.0,SBI Bank,"1,900",Nil,Nil,No,"CHD, Irrigation, BTC, Kokrajhar","CHD, Irrigation, BTC, Kokrajhar",Canal Lining (BC-1 from ch.0.00. 500.00m at Jambrijhora FIS under PMKSY-HKKP for the year 2021-22.,Canal Lining (BC-1 from ch.0.00. 500.00m at Jambrijhora FIS under PMKSY-HKKP for the year 2021-22.,Please refer Tender documents. ,NA ,"90,68,880",Civil Works,NA ,Tender,180.0,365.0,Kokrajhar,783370.0,NA ,NA ,NA ,Kokrajhar,No ,No,16-Mar-2024,"INR 8,161,992",365.0,Khonghar Basumatary,16-Mar-2024 02:53 PM,JambrijhoraFISGr.2.pdf (321.00 KB),1.0,229717.0,MS Luhit Enterprise,INR,"8,161,992",1.0,229141.0,ABU BAKKAR SIDDIK,07-Mar-2024 12:38 AM,Rejected-Finance,Work Order not Allotted.,16-Mar-2024 02:17 PM,Finance,financial bid opened,Ramizuddin Ahmed,13-Mar-2024 04:15 PM,None,BOQ Comparative Chart,Sri Binod Deka,Internal,,Khonghar Basumatary,16-Mar-2024 02:17 PM,finsummary_59836.pdf (321.13 KB),1.0,229141.0,ABU BAKKAR SIDDIK,"81,61,992.00",L1,Technical,technical bid opened,Ramizuddin Ahmed,12-Mar-2024 09:38 AM,None,"Binod Deka, CHD",Internal,,Mirajul Haque,13-Mar-2024 03:59 PM,13-Mar-2024 04:00 PM,techsummary_59836.pdf (453.56 KB),,,
,,,,,,,,,,,,,,,,.pdf,Technical Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,229558.0,Amrita Paul,10-Mar-2024 02:09 PM,Rejected-Finance,Work Order not Allotted.,16-Mar-2024 02:17 PM,,,,,,,,,,,,,2.0,229177.0,DADHI BRAHMA,"81,61,992.00",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2.0,Finance,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,229177.0,DADHI BRAHMA,07-Mar-2024 11:20 AM,Rejected-Finance,Work Order not Allotted.,16-Mar-2024 02:17 PM,,,,,,,,,,,,,3.0,229338.0,MADAN GOPAL AGARWALA,"81,61,992.00",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,229338.0,MADAN GOPAL AGARWALA,07-Mar-2024 03:35 AM,Rejected-Finance,Work Order not Allotted.,16-Mar-2024 02:17 PM,,,,,,,,,,,,,4.0,229352.0,TEKLO BORO BASUMATARY,"81,61,992.00",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,229526.0,Manoj Kumar Machahary,10-Mar-2024 03:12 PM,Rejected-Finance,Work Order not Allotted.,16-Mar-2024 02:17 PM,,,,,,,,,,,,,5.0,229359.0,NABIN BASUMATARY,"81,61,992.00",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,229717.0,MS Luhit Enterprise,11-Mar-2024 08:49 AM,Accepted-AOC,Work Order Allotted.,16-Mar-2024 02:53 PM,,,,,,,,,,,,,6.0,229526.0,Manoj Kumar Machahary,"81,61,992.00",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,229359.0,NABIN BASUMATARY,07-Mar-2024 09:51 AM,Rejected-Finance,Work Order not Allotted.,16-Mar-2024 02:17 PM,,,,,,,,,,,,,7.0,229558.0,Amrita Paul,"81,61,992.00",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,229636.0,Sri Bimal Boro,11-Mar-2024 10:03 AM,Rejected-Finance,Work Order not Allotted.,16-Mar-2024 02:17 PM,,,,,,,,,,,,,8.0,229636.0,Sri Bimal Boro,"81,61,992.00",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,229352.0,TEKLO BORO BASUMATARY,07-Mar-2024 11:29 AM,Rejected-Finance,Work Order not Allotted.,16-Mar-2024 02:17 PM,,,,,,,,,,,,,9.0,229717.0,MS Luhit Enterprise,"81,61,992.00",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024_BoTC_36566_2,CHDI/ ET-24/2022-23/31,Canal Lining (BC-1 from ch.0.00. 500.00m at Jambrijhora FIS under PMKSY-HKKP for the year 2021-22.
