Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.3,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.4,Bid Number.2,Bidder Name.2,Value,Rank,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender ID :,Tender Ref No :,Tender Title :
Guwahati Metropolitan Development Authority||Guwahati Development Department - GMDA,GMDA/DEV/105/2023/5,2023_GMDA_34838_1,Yes,Open Tender,EOI,Services,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,EoI Document,19-Dec-2023 05:30 PM,19-Jan-2024 03:00 PM,19-Dec-2023 05:30 PM,19-Jan-2024 02:00 PM,NA ,NA ,05-Jan-2024 10:00 AM,19-Jan-2024 02:00 PM,0.0,No,fixed,,Nil,Nil,1.0,Corrigendum,Date,,1.0,SBI Bank,"10,000",Nil,Nil,No,CEO GMDA,"Bhangagarh, Guwahati-05","Consultancy service for Preparation of GIS based comprehensive drainage master plan and detailed project report for Guwahati city, Assam, India","Consultancy service for Preparation of GIS based comprehensive drainage master plan and detailed project report for Guwahati city, Assam, India",Please refer Tender documents. ,NA ,0.0,Consultancy,NA ,Tender,120.0,0.0,Guwahati,781005.0,"Office of CEO, GMDA ","Bhangagarh, Guwahati-05 ",02-Jan-2024 11:30 AM ,"Office of CEO, GMDA",No ,No,Guwahati Metropolitan Development Authority||Guwahati Development Department - GMDA,GMDA/DEV/105/2023/5,2023_GMDA_34838_1,Yes,Open Tender,EOI,Services,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,EoI Document,19-Dec-2023 05:30 PM,19-Jan-2024 03:00 PM,19-Dec-2023 05:30 PM,19-Jan-2024 02:00 PM,NA ,NA ,05-Jan-2024 10:00 AM,19-Jan-2024 02:00 PM,0.0,No,fixed,,Nil,Nil,1.0,Corrigendum,Date,,1.0,SBI Bank,"10,000",Nil,Nil,No,CEO GMDA,"Bhangagarh, Guwahati-05","Consultancy service for Preparation of GIS based comprehensive drainage master plan and detailed project report for Guwahati city, Assam, India","Consultancy service for Preparation of GIS based comprehensive drainage master plan and detailed project report for Guwahati city, Assam, India",Please refer Tender documents. ,NA ,0.0,Consultancy,NA ,Tender,120.0,0.0,Guwahati,781005.0,"Office of CEO, GMDA ","Bhangagarh, Guwahati-05 ",02-Jan-2024 11:30 AM ,"Office of CEO, GMDA",No ,No,15-Feb-2024,INR 0,1.0,Mantu Borah,15-Feb-2024 04:06 PM,MoM.pdf (727.00 KB),EoI called for selection of consultant for participation if the RFP process only,1.0,221155.0,HaskoningDHV Consulting Pvt. Ltd.,INR,0.0,1.0,221154.0,CREATIVE CRICLE,17-Jan-2024 05:43 PM,Not Admitted-Fee/PreQual/Technical/Finance,Others-Not complied for technical specifications,15-Feb-2024 03:34 PM,Finance,MoM of Bid evaluation committee meeting,Mantu Borah,15-Feb-2024 03:34 PM,finance_56454.pdf,"CEO, GMDA",Mixed,"Addi. MD, AUIDFCL, Chief Engineer, GMDA, Chief Engineer, GMC, Chief Accounts Officer, GMDA, Superintending Engineer, PWD (R) Ghy Circle, Superintending Engineer,",Mantu Borah,15-Feb-2024 04:02 PM,finsummary_56454.pdf (680.20 KB),1.0,219437.0,TATA CONSULTING ENGINEERS LIMITED,0.0,1.0,"CEO, GMDA",Mixed,"MD, AUIDFCL, Chief Engineer, GMDA, Chief Engineer, GMC, Chief Accounts Officer, GMDA, Superintending Engineer, PWD (R) Ghy Circle, Superintending Engineer,",Mantu Borah,15-Feb-2024 03:37 PM,techsummary_56454.pdf (680.20 KB),,,
,,,,,,,,,,,,,,,,.pdf,Technical Documents,,,,,,,,,,,,,,,2.0,Corrigendum1,Technical Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical Documents,,,,,,,,,,,,,,,2.0,Corrigendum1,Technical Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,220430.0,WAPCOS Limited,INR,0.0,2.0,219902.0,DRA CONSULTANTS LIMITED,19-Jan-2024 12:55 PM,Not Admitted-Fee/PreQual/Technical/Finance,Others-Not complied for technical specifications,15-Feb-2024 03:34 PM,,,,,,,,,,,,2.0,220107.0,Shah Technical consultants Pvt. Ltd.,0.0,1.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,220107.0,Shah Technical consultants Pvt. Ltd.,INR,0.0,3.0,221432.0,GeoVista Technologies Private Limited,19-Jan-2024 01:26 PM,Not Admitted-Fee/PreQual/Technical/Finance,Others-Not complied for technical specifications,15-Feb-2024 03:34 PM,,,,,,,,,,,,3.0,220430.0,WAPCOS Limited,0.0,1.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,219437.0,TATA CONSULTING ENGINEERS LIMITED,INR,0.0,4.0,221155.0,HaskoningDHV Consulting Pvt. Ltd.,18-Jan-2024 09:10 PM,Accepted-AOC,EoI called for selection of consultant for participation in the RFP process only,15-Feb-2024 04:06 PM,,,,,,,,,,,,4.0,221155.0,HaskoningDHV Consulting Pvt. Ltd.,0.0,1.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,220716.0,N.K. Buildcon Pvt. Ltd.,16-Jan-2024 09:52 AM,Not Admitted-Fee/PreQual/Technical/Finance,Others-Not complied for technical specifications,15-Feb-2024 03:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,220107.0,Shah Technical consultants Pvt. Ltd.,18-Jan-2024 12:21 PM,Accepted-AOC,EoI called for selection of consultant for participation in the RFP process only,15-Feb-2024 04:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,218909.0,Stup Consultants Pvt Ltd,17-Jan-2024 02:24 PM,Not Admitted-Fee/PreQual/Technical/Finance,Others-Not complied for technical specifications,15-Feb-2024 03:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,219437.0,TATA CONSULTING ENGINEERS LIMITED,17-Jan-2024 06:48 PM,Accepted-AOC,EoI called for selection of consultant for participation in the RFP process only,15-Feb-2024 04:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,221329.0,venkateshwara enterprises,19-Jan-2024 12:46 PM,Not Admitted-Fee/PreQual/Technical/Finance,Others-Not complied for technical specifications,15-Feb-2024 03:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,221122.0,VIMOS TECHNOCRATS PRIVATE LIMITED,19-Jan-2024 01:59 PM,Not Admitted-Fee/PreQual/Technical/Finance,Others-Not complied for technical specifications,15-Feb-2024 03:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,
