Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.3,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
Assam Agricultural University||Directorate of Physical Plants,Financial/Normal/2023/8107,2024_AAU_36112_1,Yes,Open Tender,EOI,Services,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,EoI,09-Feb-2024 02:00 PM,01-Mar-2024 03:00 PM,09-Feb-2024 02:00 PM,01-Mar-2024 02:00 PM,NA ,NA ,09-Feb-2024 02:00 PM,01-Mar-2024 02:00 PM,06-Mar-2024 02:30 PM,0.0,No,fixed,,Nil,Nil,1.0,SBI Bank,"1,000",Nil,Nil,Yes,"Superintending Engineer, DPP, AAU","O/o DPP, AAU, Jorhat","Architectural Consultancy Services for Construction of Convention Centre at AAU, Jorhat",Providing architectural services,Please refer Tender documents. ,NA ,"14,00,00,000",Consultancy,NA ,Tender,180.0,1096.0,"At AAU, Jorhat",785013.0,"O/o DPP, AAU, Jorhat ","O/o DPP, AAU, Jorhat ",20-Feb-2024 11:30 AM ,"O/o DPP, AAU, Jorhat",No ,No,Assam Agricultural University||Directorate of Physical Plants,Financial/Normal/2023/8107,2024_AAU_36112_1,Yes,Open Tender,EOI,Services,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,EoI,09-Feb-2024 02:00 PM,01-Mar-2024 03:00 PM,09-Feb-2024 02:00 PM,01-Mar-2024 02:00 PM,NA ,NA ,09-Feb-2024 02:00 PM,01-Mar-2024 02:00 PM,06-Mar-2024 02:30 PM,0.0,No,fixed,,Nil,Nil,1.0,SBI Bank,"1,000",Nil,Nil,Yes,"Superintending Engineer, DPP, AAU","O/o DPP, AAU, Jorhat","Architectural Consultancy Services for Construction of Convention Centre at AAU, Jorhat",Providing architectural services,Please refer Tender documents. ,NA ,"14,00,00,000",Consultancy,NA ,Tender,180.0,1096.0,"At AAU, Jorhat",785013.0,"O/o DPP, AAU, Jorhat ","O/o DPP, AAU, Jorhat ",20-Feb-2024 11:30 AM ,"O/o DPP, AAU, Jorhat",No ,No,22-Mar-2024,"INR 1,722,000",1096.0,Ashish Bora,22-Mar-2024 11:41 AM,LoA_Arch.pdf (217.00 KB),Rupees Seventeen Lakhs Twenty Two Thousand only,1.0,227079.0,Ks Design Cell,INR,"1,722,000",1.0,228237.0,Design Plus,29-Feb-2024 08:47 PM,Rejected-Technical,Technically disqualified,05-Mar-2024 02:24 PM,Finance,Financial Bid Opening,Ashish Bora,21-Mar-2024 04:49 PM,finance_59094.pdf,BOQ Comparative Chart,Anoj Borgohain,Internal,,Ashish Bora,22-Mar-2024 11:34 AM,finsummary_59094.pdf (191.19 KB),1.0,227079.0,Ks Design Cell,"17,22,000.00",1.0,Technical,Technical Bid Opening Summary,Smritom Podder,01-Mar-2024 04:35 PM,technical_59094.pdf,Anoj Borgohain,Internal,,Ashish Bora,05-Mar-2024 02:24 PM,06-Mar-2024 02:30 PM,techsummary_59094.pdf (248.17 KB),,,
,,,,,,,,,,,,,,,,.pdf,SCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,SCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,227781.0,GreenTree Building Energy Pvt Ltd,27-Feb-2024 06:42 PM,Rejected-AOC,Financially responsive third lowest evaluated bidder,22-Mar-2024 11:41 AM,,,,,,,,,,,,,2.0,227781.0,GreenTree Building Energy Pvt Ltd,"32,20,000.00",3.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,.pdf,Bidder Qualification Documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bidder Qualification Documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,227079.0,Ks Design Cell,29-Feb-2024 12:38 PM,Accepted-AOC,Financially responsive lowest evaluated bidder,22-Mar-2024 11:41 AM,,,,,,,,,,,,,3.0,228091.0,TANGENT,"20,30,000.00",2.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2.0,Finance,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,228129.0,M/S.VELCITI CONSULTING ENGINEERS PVT LTD,29-Feb-2024 03:01 PM,Not Admitted-Fee/PreQual/Technical,Others-Hard copy of documents not submitted,01-Mar-2024 04:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,227166.0,Outlook Designheed Consultants Pvt Ltd,01-Mar-2024 01:07 PM,Rejected-Technical,Technically disqualified,05-Mar-2024 02:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,228307.0,Renaissance Arch Consultant Pvt Ltd,01-Mar-2024 01:36 PM,Not Admitted-Fee/PreQual/Technical,Others-Hard copy of documents not submitted,01-Mar-2024 04:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,226618.0,Skematic Consultants,23-Feb-2024 06:04 PM,Not Admitted-Finance,Others-Design Concept Presentation not given.,21-Mar-2024 04:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,228254.0,Srozon Design Studio,01-Mar-2024 11:01 AM,Rejected-Technical,Technically disqualified,05-Mar-2024 02:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,228091.0,TANGENT,01-Mar-2024 11:43 AM,Rejected-AOC,Financially responsive second lowest evaluated bidder,22-Mar-2024 11:41 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024_AAU_36112_1,Financial/Normal/2023/8107,"Architectural Consultancy Services for Construction of Convention Centre at AAU, Jorhat"
