Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.3,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.4,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
Bodoland Territorial Council||Irrigation-BTC,CHDI/ ET-24/2022-23/31,2024_BoTC_36566_1,Yes,Open Tender,Works,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,bid documents,23-Feb-2024 06:00 PM,11-Mar-2024 04:30 PM,23-Feb-2024 06:00 PM,11-Mar-2024 01:00 PM,NA ,NA ,23-Feb-2024 06:00 PM,11-Mar-2024 01:00 PM,13-Mar-2024 04:00 PM,"2,89,145",Yes,percentage,2.0%,Nil,Nil,1.0,Time extension,Date,,1.0,SBI Bank,"2,900",Nil,Nil,No,"CHD, Irrigation, BTC, Kokrajhar","CHD, Irrigation, BTC, Kokrajhar",Canal Lining (BC 2 from ch.0.00. 750.00m ) at Jambrijhora FIS under PMKSY-HKKP for the year 2021-22.,Canal Lining (BC 2 from ch.0.00. 750.00m ) at Jambrijhora FIS under PMKSY-HKKP for the year 2021-22.,Please refer Tender documents. ,NA ,"1,44,57,272",Civil Works,NA ,Tender,180.0,365.0,Kokrajhar,783370.0,NA ,NA ,NA ,Kokrajhar,No ,No,Bodoland Territorial Council||Irrigation-BTC,CHDI/ ET-24/2022-23/31,2024_BoTC_36566_1,Yes,Open Tender,Works,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,bid documents,23-Feb-2024 06:00 PM,11-Mar-2024 04:30 PM,23-Feb-2024 06:00 PM,11-Mar-2024 01:00 PM,NA ,NA ,23-Feb-2024 06:00 PM,11-Mar-2024 01:00 PM,13-Mar-2024 04:00 PM,"2,89,145",Yes,percentage,2.0%,Nil,Nil,1.0,Time extension,Date,,1.0,SBI Bank,"2,900",Nil,Nil,No,"CHD, Irrigation, BTC, Kokrajhar","CHD, Irrigation, BTC, Kokrajhar",Canal Lining (BC 2 from ch.0.00. 750.00m ) at Jambrijhora FIS under PMKSY-HKKP for the year 2021-22.,Canal Lining (BC 2 from ch.0.00. 750.00m ) at Jambrijhora FIS under PMKSY-HKKP for the year 2021-22.,Please refer Tender documents. ,NA ,"1,44,57,272",Civil Works,NA ,Tender,180.0,365.0,Kokrajhar,783370.0,NA ,NA ,NA ,Kokrajhar,No ,No,16-Mar-2024,"INR 13,011,544.8",365.0,Khonghar Basumatary,16-Mar-2024 02:49 PM,JambrijhoraFISGr.1.pdf (361.00 KB),1.0,229710.0,Abdul Motaleb,INR,"13,011,544",1.0,229710.0,Abdul Motaleb,11-Mar-2024 12:51 AM,Accepted-AOC,Work Order Allotted.,16-Mar-2024 02:49 PM,Finance,Financial bid opened,Ramizuddin Ahmed,13-Mar-2024 04:11 PM,None,BOQ Comparative Chart,Sri Binod Deka,Internal,,Khonghar Basumatary,16-Mar-2024 02:12 PM,finsummary_59835.pdf (360.56 KB),1.0,229000.0,BIRKHANG BASUMATARY,"1,30,11,544.80",L1,Technical,Technical bid opened,Ramizuddin Ahmed,12-Mar-2024 09:33 AM,None,Binod Deka,Internal,,Mirajul Haque,13-Mar-2024 03:58 PM,13-Mar-2024 04:00 PM,techsummary_59835.pdf (446.95 KB),,,
,,,,,,,,,,,,,,,,.pdf,Technical Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,229062.0,ASM BROTHERS,06-Mar-2024 09:19 AM,Rejected-Finance,Work Order not Allotted.,16-Mar-2024 02:12 PM,,,,,,,,,,,,,2.0,229020.0,BERPUNG RAJA BASUMATARY,"1,30,11,544.80",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2.0,Finance,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,229020.0,BERPUNG RAJA BASUMATARY,06-Mar-2024 08:29 PM,Rejected-Finance,Work Order not Allotted.,16-Mar-2024 02:12 PM,,,,,,,,,,,,,3.0,229053.0,Raju Daimary,"1,30,11,544.80",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,229000.0,BIRKHANG BASUMATARY,07-Mar-2024 11:05 AM,Rejected-Finance,Work Order not Allotted.,16-Mar-2024 02:12 PM,,,,,,,,,,,,,4.0,229062.0,ASM BROTHERS,"1,30,11,544.80",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,229085.0,BISTI MUSHAHARY,07-Mar-2024 12:37 PM,Rejected-Finance,Work Order not Allotted.,16-Mar-2024 02:12 PM,,,,,,,,,,,,,5.0,229085.0,BISTI MUSHAHARY,"1,30,11,544.80",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,229339.0,MADAN GOPAL AGARWALA,07-Mar-2024 03:30 AM,Rejected-Finance,Work Order not Allotted.,16-Mar-2024 02:12 PM,,,,,,,,,,,,,6.0,229339.0,MADAN GOPAL AGARWALA,"1,30,11,544.80",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,229527.0,Manoj Kumar Machahary,10-Mar-2024 03:07 PM,Rejected-Finance,Work Order not Allotted.,16-Mar-2024 02:12 PM,,,,,,,,,,,,,7.0,229527.0,Manoj Kumar Machahary,"1,30,11,544.80",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,229718.0,MS Luhit Enterprise,11-Mar-2024 08:44 AM,Rejected-Finance,Work Order not Allotted.,16-Mar-2024 02:12 PM,,,,,,,,,,,,,8.0,229710.0,Abdul Motaleb,"1,30,11,544.80",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,229053.0,Raju Daimary,07-Mar-2024 11:26 AM,Rejected-Finance,Work Order not Allotted.,16-Mar-2024 02:12 PM,,,,,,,,,,,,,9.0,229718.0,MS Luhit Enterprise,"1,30,11,544.80",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024_BoTC_36566_1,CHDI/ ET-24/2022-23/31,Canal Lining (BC 2 from ch.0.00. 750.00m ) at Jambrijhora FIS under PMKSY-HKKP for the year 2021-22.
