Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.3,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.4,Bid Number.2,Bidder Name.2,Value,Rank,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender ID :,Tender Ref No :,Tender Title :
Guwahati Municipal Corporation,GMC/SBM/55/2023/93 Dated_22/01/2024,2024_GMC_35684_1,Yes,Open Tender,EOI,Services,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Technical Qualification Part,25-Jan-2024 04:00 PM,08-Feb-2024 03:00 PM,25-Jan-2024 04:30 PM,08-Feb-2024 02:00 PM,NA ,NA ,02-Feb-2024 10:00 AM,08-Feb-2024 02:00 PM,0.0,No,fixed,,Nil,Nil,1.0,Consolidated Response To Pre-Proposal Queries,Other,,1.0,SBI Bank,"2,000",Nil,Nil,No,"The Commissioner,GMC","Office of the Commissioner, GMC, Dispur, Ganeshguri , Guwahati-6",Selection of a Technical Support Unit (TSU) for Swachh Bharat Mission (Urban) 2.0 and National Clean Air Program (NCAP) in Guwahati,Selection of a Technical Support Unit (TSU) for Swachh Bharat Mission (Urban) 2.0 and National Clean Air Program (NCAP) in Guwahati,Please refe Bid Document ,NA ,,Consultancy,NA ,Tender,180.0,NA ,Guwahati,781006.0,Guwahati ,"Office of the Commissioner, GMC, Dispur, Ganeshguri , Guwahati-6 ",31-Jan-2024 02:00 PM ,"Guwahati ,Office of the Commissioner",No ,No,Guwahati Municipal Corporation,GMC/SBM/55/2023/93 Dated_22/01/2024,2024_GMC_35684_1,Yes,Open Tender,EOI,Services,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Technical Qualification Part,25-Jan-2024 04:00 PM,08-Feb-2024 03:00 PM,25-Jan-2024 04:30 PM,08-Feb-2024 02:00 PM,NA ,NA ,02-Feb-2024 10:00 AM,08-Feb-2024 02:00 PM,0.0,No,fixed,,Nil,Nil,1.0,Consolidated Response To Pre-Proposal Queries,Other,,1.0,SBI Bank,"2,000",Nil,Nil,No,"The Commissioner,GMC","Office of the Commissioner, GMC, Dispur, Ganeshguri , Guwahati-6",Selection of a Technical Support Unit (TSU) for Swachh Bharat Mission (Urban) 2.0 and National Clean Air Program (NCAP) in Guwahati,Selection of a Technical Support Unit (TSU) for Swachh Bharat Mission (Urban) 2.0 and National Clean Air Program (NCAP) in Guwahati,Please refe Bid Document ,NA ,,Consultancy,NA ,Tender,180.0,NA ,Guwahati,781006.0,Guwahati ,"Office of the Commissioner, GMC, Dispur, Ganeshguri , Guwahati-6 ",31-Jan-2024 02:00 PM ,"Guwahati ,Office of the Commissioner",No ,No,20-Feb-2024,INR 0,365.0,Chandan Talukdar,20-Feb-2024 12:06 AM,Re.pdf (825.00 KB),1.0,224267.0,ERNST AND YOUNG LLP,INR,0.0,1.0,224171.0,Egis India Consulting Engineers Pvt Ltd,08-Feb-2024 01:22 PM,Rejected-Technical,Technically not qualified,19-Feb-2024 02:26 PM,Finance,Bid has been opened and admitted for further evaluation,Chandan Talukdar,08-Feb-2024 05:13 PM,None,"Addl.Commissioner,GMC",Internal,,Chandan Talukdar,19-Feb-2024 11:58 PM,finsummary_58341.pdf (824.96 KB),1.0,223630.0,Grant Thornton India LLP,0.0,R5,"Addl. Commissioner,GMC",Internal,,Chandan Talukdar,19-Feb-2024 02:26 PM,techsummary_58341.pdf (824.96 KB),,,
,,,,,,,,,,,,,,,,.pdf,EOI Downloaded from the Portal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EOI Downloaded from the Portal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,224243.0,WAPCOS LIMITED,INR,0.0,2.0,224267.0,ERNST AND YOUNG LLP,08-Feb-2024 01:34 PM,Accepted-AOC,Awarded as Rank 1,20-Feb-2024 12:06 AM,,,,,,,,,,,,2.0,224082.0,TATA CONSULTING ENGINEERS LIMITED,0.0,R3,,,,,,,,,
,,,,,,,,,,,,,,,,.pdf,Proposal Part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proposal Part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,224236.0,RITES Limited,INR,0.0,3.0,224260.0,Fortrerss Infracon Limited,08-Feb-2024 01:12 PM,Rejected-Technical,Technically not qualified,19-Feb-2024 02:26 PM,,,,,,,,,,,,3.0,224236.0,RITES Limited,0.0,R2,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,224082.0,TATA CONSULTING ENGINEERS LIMITED,INR,0.0,4.0,223630.0,Grant Thornton India LLP,08-Feb-2024 12:08 PM,Accepted-AOC,Awarded as Rank 5,20-Feb-2024 12:06 AM,,,,,,,,,,,,4.0,224243.0,WAPCOS LIMITED,0.0,R4,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,223630.0,Grant Thornton India LLP,INR,0.0,5.0,224098.0,NANGIA & CO LLP,07-Feb-2024 10:54 AM,Rejected-Technical,Technically not Qualified,19-Feb-2024 02:26 PM,,,,,,,,,,,,5.0,224267.0,ERNST AND YOUNG LLP,0.0,R1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,224236.0,RITES Limited,08-Feb-2024 12:25 PM,Accepted-AOC,Awarded as Rank 2,20-Feb-2024 12:06 AM,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,224082.0,TATA CONSULTING ENGINEERS LIMITED,08-Feb-2024 10:31 AM,Accepted-AOC,Awarded as Rank 3,20-Feb-2024 12:06 AM,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,224028.0,Voyants Solutions Private Limited,08-Feb-2024 12:23 PM,Rejected-Technical,Technically not qualified,19-Feb-2024 02:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,224243.0,WAPCOS LIMITED,08-Feb-2024 12:46 PM,Accepted-AOC,Awarded as Rank 4,20-Feb-2024 12:06 AM,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024_GMC_35684_1,GMC/SBM/55/2023/93 Dated_22/01/2024,Selection of a Technical Support Unit (TSU) for Swachh Bharat Mission (Urban) 2.0 and National Clean Air Program (NCAP) in Guwahati
