Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.3,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.4,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
Welfare of Plain Tribes and Backward Classes||Director - WPT and BC||Thengal Kachari Autonomous Council,TKAC 73/2018,2019_WPTBC_11286_1,Yes,Open Tender,Supply,Goods,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Scan Copy Tender Cost and EMD,22-Jan-2019 01:00 PM,28-Jan-2019 04:00 PM,22-Jan-2019 01:00 PM,28-Jan-2019 01:00 PM,NA ,NA ,22-Jan-2019 05:00 PM,28-Jan-2019 01:00 PM,11-Feb-2019 11:00 AM,"1,00,000",Yes,fixed,,Principal Secretary TKAC Titabar,Jorhat,1.0,Corrigendum For 2019_WPTBC_11286_1,Other,,1.0,DD - Demand Draft,"2,000",Principal Secretary TKAC Titabar,Jorhat,No,Principal Secretary TKAC,Principal Secretary Thengal Kachari Autonomous Council Assam Titabar,SUPPLY OF ITEMS For the Year 2018-19 Re,SUPPLY OF ITEMS For the Year 2018-19 Re,Please refer Tender documents. ,NA ,0.0,Miscellaneous Goods,NA ,Tender,90.0,365.0,Jorhat,785001.0,O/o Principal Secretary TKAC ,O/o Principal Secretary TKAC ,24-Jan-2019 03:00 PM ,O/o Principal Secretary TKAC,No ,No,Welfare of Plain Tribes and Backward Classes||Director - WPT and BC||Thengal Kachari Autonomous Council,TKAC 73/2018,2019_WPTBC_11286_1,Yes,Open Tender,Supply,Goods,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Scan Copy Tender Cost and EMD,22-Jan-2019 01:00 PM,28-Jan-2019 04:00 PM,22-Jan-2019 01:00 PM,28-Jan-2019 01:00 PM,NA ,NA ,22-Jan-2019 05:00 PM,28-Jan-2019 01:00 PM,11-Feb-2019 11:00 AM,"1,00,000",Yes,fixed,,Principal Secretary TKAC Titabar,Jorhat,1.0,Corrigendum For 2019_WPTBC_11286_1,Other,,1.0,DD - Demand Draft,"2,000",Principal Secretary TKAC Titabar,Jorhat,No,Principal Secretary TKAC,Principal Secretary Thengal Kachari Autonomous Council Assam Titabar,SUPPLY OF ITEMS For the Year 2018-19 Re,SUPPLY OF ITEMS For the Year 2018-19 Re,Please refer Tender documents. ,NA ,0.0,Miscellaneous Goods,NA ,Tender,90.0,365.0,Jorhat,785001.0,O/o Principal Secretary TKAC ,O/o Principal Secretary TKAC ,24-Jan-2019 03:00 PM ,O/o Principal Secretary TKAC,No ,No,20-Mar-2024,"INR 22,471",365.0,Chayanika Das,20-Mar-2024 12:26 PM,OrderTrinayan.pdf (1348.00 KB),1.0,53037.0,Trinayan and Co.,INR,"22,471",1.0,53046.0,Gouri Distributors,27-Jan-2019 06:10 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,11-Feb-2019 10:38 AM,Finance,Online Verified and Accepted for Financial Evaluation,Chayanika Das,12-Feb-2019 01:35 PM,None,BOQ Comparative Chart,PS TKAC,Internal,,Chayanika Das,20-Mar-2024 12:24 PM,finsummary_17945.pdf (1348.14 KB),1.0,53000.0,KAMAKHYA ENTERPRISES,"49,752.00",L2,Technical,Online Verified,Diganta Saikia,11-Feb-2019 10:38 AM,None,Gopinath Saikia,Internal,Gopinath Saikia,Diganta Saikia,11-Feb-2019 10:46 AM,11-Feb-2019 11:00 AM,techsummary_17945.pdf (246.98 KB),,,
,,,,,,,,,,,,,,,,.pdf,Scan Copy of All Technical Qualification Documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scan Copy of All Technical Qualification Documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,53000.0,KAMAKHYA ENTERPRISES,28-Jan-2019 08:50 AM,Rejected-Finance,Rejected,20-Mar-2024 12:24 PM,,,,,,,,,,,,,2.0,53037.0,Trinayan and Co.,"22,471.00",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,.pdf,Tender Documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Tender Documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,53030.0,MODI ENTERPRISE,28-Jan-2019 12:11 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,11-Feb-2019 10:38 AM,,,,,,,,,,,,,3.0,53065.0,S K AGENCY,"54,887.00",L3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,52939.0,P.B.TENT & TRADERS,28-Jan-2019 10:30 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,11-Feb-2019 10:38 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,52930.0,RISHI AND CO,28-Jan-2019 10:49 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,11-Feb-2019 10:38 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,53062.0,S.H.AGENCIES,27-Jan-2019 09:00 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,11-Feb-2019 10:38 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,53065.0,S K AGENCY,27-Jan-2019 09:16 PM,Rejected-Finance,Rejected,20-Mar-2024 12:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,52958.0,STATIONERY HOME,27-Jan-2019 08:47 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,11-Feb-2019 10:38 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,53103.0,TECH SAVVY,28-Jan-2019 09:50 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,11-Feb-2019 10:38 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,53037.0,Trinayan and Co.,27-Jan-2019 05:17 PM,Accepted-AOC,Awarded,20-Mar-2024 12:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
