Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.3,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
Department of Water Resources||Chief Engineer - DoWR,TEMULPUR/2023-24/RIDF/II,2023_DoWR_33355_1,Yes,Open Tender,Works,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,TECHNICAL DOCUMENTS,30-Oct-2023 06:30 PM,20-Nov-2023 03:00 PM,30-Oct-2023 06:35 PM,20-Nov-2023 02:00 PM,NA ,NA ,10-Nov-2023 10:00 AM,20-Nov-2023 02:00 PM,02-Jan-2024 05:55 PM,"8,90,266",Yes,percentage,2.0%,Nil,Nil,1.0,SBI Bank,"9,000",Nil,Nil,No,Chief Engineer Water Resources Department,"O/O Chief Engineer Water Resources Department, Basistha, Guwahati 29","Construction of Puthimari R/B embankment from Dhekipota to Dakhin Gandhibari, Package 1","Construction of Puthimari R/B embankment from Dhekipota to Dakhin Gandhibari, Package 1",Please refer Tender documents. ,NA ,"4,45,13,299",Civil Works,NA ,Tender,180.0,365.0,TAMULPUR,781367.0,NA ,NA ,NA ,GUWAHATI,No ,No,Department of Water Resources||Chief Engineer - DoWR,TEMULPUR/2023-24/RIDF/II,2023_DoWR_33355_1,Yes,Open Tender,Works,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,TECHNICAL DOCUMENTS,30-Oct-2023 06:30 PM,20-Nov-2023 03:00 PM,30-Oct-2023 06:35 PM,20-Nov-2023 02:00 PM,NA ,NA ,10-Nov-2023 10:00 AM,20-Nov-2023 02:00 PM,02-Jan-2024 05:55 PM,"8,90,266",Yes,percentage,2.0%,Nil,Nil,1.0,SBI Bank,"9,000",Nil,Nil,No,Chief Engineer Water Resources Department,"O/O Chief Engineer Water Resources Department, Basistha, Guwahati 29","Construction of Puthimari R/B embankment from Dhekipota to Dakhin Gandhibari, Package 1","Construction of Puthimari R/B embankment from Dhekipota to Dakhin Gandhibari, Package 1",Please refer Tender documents. ,NA ,"4,45,13,299",Civil Works,NA ,Tender,180.0,365.0,TAMULPUR,781367.0,NA ,NA ,NA ,GUWAHATI,No ,No,24-Feb-2024,"INR 40,061,970",365.0,Jayanta Kumar Barman,24-Feb-2024 04:41 PM,tamulpur_dakhin_gandhibari_1.pdf (1217.00 KB),"Construction of Puthimari R/B embankment from Dhekipota to Dakhin Gandhibari, Package 1",1.0,210497.0,ROYAL TRADING,INR,"40,061,970",1.0,211186.0,Akhil Kumar Jain,20-Nov-2023 11:09 AM,Rejected-AOC,NOT QUALIFIED FOR AOC,24-Feb-2024 04:41 PM,Finance,Updated CS may be prepared,Jayanta Kumar Barman,27-Jan-2024 05:21 PM,None,BOQ Comparative Chart,Director Design,Internal,,Jayanta Kumar Barman,24-Feb-2024 04:37 PM,finsummary_53858.pdf (615.30 KB),1.0,210231.0,PULIN BORGOHAIN,"4,00,61,970.00",L1,Technical,All Bids are opened for Technical Evaluation,Jayanta Kumar Barman,02-Jan-2024 05:27 PM,None,Director Design,Internal,,Jayanta Kumar Barman,02-Jan-2024 05:52 PM,02-Jan-2024 05:55 PM,techsummary_53858.pdf (393.23 KB),,,
,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIAL BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIAL BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,210665.0,ARIF HUSSAIN,20-Nov-2023 11:09 AM,Rejected-AOC,NOT QUALIFIED FOR AOC,24-Feb-2024 04:41 PM,,,,,,,,,,,,,2.0,210354.0,Sri Bhaba Dev Mahanta,"4,00,61,970.00",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,211056.0,D KUMAR AND COMPANY,20-Nov-2023 10:11 AM,Rejected-Technical,Technically Non Responsive,02-Jan-2024 05:52 PM,,,,,,,,,,,,,3.0,210455.0,M/S SUPREME ENETRPRISE,"4,00,61,970.00",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,210650.0,Gorantla Geosynthetics Pvt Ltd,18-Nov-2023 06:48 PM,Rejected-Technical,Technically Non Responsive,02-Jan-2024 05:52 PM,,,,,,,,,,,,,4.0,210497.0,ROYAL TRADING,"4,00,61,970.00",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,210446.0,K C INFRA PROJECTS PRIVATE LTD,15-Nov-2023 05:36 PM,Not Admitted-Finance,Others-Rate quoted beyond two decimal places.,27-Jan-2024 05:21 PM,,,,,,,,,,,,,5.0,210665.0,ARIF HUSSAIN,"4,00,61,970.00",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,210455.0,M/S SUPREME ENETRPRISE,20-Nov-2023 10:43 AM,Rejected-AOC,NOT QUALIFIED FOR AOC,24-Feb-2024 04:41 PM,,,,,,,,,,,,,6.0,211132.0,SRI KAMINI KANTA BASUMATARY,"4,00,61,970.00",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,210349.0,MWIKHWM OWARY,18-Nov-2023 11:37 AM,Rejected-Technical,Technically Non Responsive,02-Jan-2024 05:52 PM,,,,,,,,,,,,,7.0,211186.0,Akhil Kumar Jain,"4,00,61,970.00",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,210231.0,PULIN BORGOHAIN,20-Nov-2023 12:01 PM,Rejected-AOC,NOT QUALIFIED FOR AOC,24-Feb-2024 04:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,210497.0,ROYAL TRADING,16-Nov-2023 07:13 PM,Accepted-AOC,PROPER,24-Feb-2024 04:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,210354.0,Sri Bhaba Dev Mahanta,20-Nov-2023 09:42 AM,Rejected-AOC,NOT QUALIFIED FOR AOC,24-Feb-2024 04:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
