Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No.1,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.3,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
Public Works Roads Department,CE/STBR/MMPNA/08/2022-23/1 Dated 28/09/2023,2023_PWD_33321_17,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,BID COST_BID SECURITY,28-Oct-2023 04:00 PM,10-Nov-2023 11:00 AM,28-Oct-2023 04:00 PM,09-Nov-2023 02:00 PM,NA ,NA ,28-Oct-2023 04:00 PM,09-Nov-2023 02:00 PM,12-Dec-2023 06:50 PM,"71,100",Yes,fixed,,Nil,Nil,1.0,SBI Bank,700.0,Nil,Nil,No,"CE, PWD(Roads), Assam, Chandmari, Guwahati-3","O/O The CE, PWD(Roads), Assam, Chandmari, Ghy-3",Package No.Dhubri/MMPNA/BUG/04 Repair/Rehabilitation of (1) Br. No 2/1 at Ch 1600.00m (2) Br. No. 4/1 at Ch 3600.00m at NH31 Halakura Boterhat Bazar to Chagolia Road under Mukhya Mantrir Path Nabikaran Achani for the year 2023-24,Package No.Dhubri/MMPNA/BUG/04 Repair/Rehabilitation of (1) Br. No 2/1 at Ch 1600.00m (2) Br. No. 4/1 at Ch 3600.00m at NH31 Halakura Boterhat Bazar to Chagolia Road under Mukhya Mantrir Path Nabikaran Achani for the year 2023-24,Please refer Tender documents. ,NA ,"35,55,000",Civil Works – Roads,NA ,Tender,180.0,180.0,Dhubri,783301.0,NA ,NA ,NA ,"O/O The CE, PWD(Roads), Assam, Chandmari, Ghy-3",No ,No,Public Works Roads Department,CE/STBR/MMPNA/08/2022-23/1 Dated 28/09/2023,2023_PWD_33321_17,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,BID COST_BID SECURITY,28-Oct-2023 04:00 PM,10-Nov-2023 11:00 AM,28-Oct-2023 04:00 PM,09-Nov-2023 02:00 PM,NA ,NA ,28-Oct-2023 04:00 PM,09-Nov-2023 02:00 PM,12-Dec-2023 06:50 PM,"71,100",Yes,fixed,,Nil,Nil,1.0,SBI Bank,700.0,Nil,Nil,No,"CE, PWD(Roads), Assam, Chandmari, Guwahati-3","O/O The CE, PWD(Roads), Assam, Chandmari, Ghy-3",Package No.Dhubri/MMPNA/BUG/04 Repair/Rehabilitation of (1) Br. No 2/1 at Ch 1600.00m (2) Br. No. 4/1 at Ch 3600.00m at NH31 Halakura Boterhat Bazar to Chagolia Road under Mukhya Mantrir Path Nabikaran Achani for the year 2023-24,Package No.Dhubri/MMPNA/BUG/04 Repair/Rehabilitation of (1) Br. No 2/1 at Ch 1600.00m (2) Br. No. 4/1 at Ch 3600.00m at NH31 Halakura Boterhat Bazar to Chagolia Road under Mukhya Mantrir Path Nabikaran Achani for the year 2023-24,Please refer Tender documents. ,NA ,"35,55,000",Civil Works – Roads,NA ,Tender,180.0,180.0,Dhubri,783301.0,NA ,NA ,NA ,"O/O The CE, PWD(Roads), Assam, Chandmari, Ghy-3",No ,No,01-Apr-2024,"INR 3,555,000",180.0,CHANDAN KUMAR DAS,01-Apr-2024 02:41 PM,WO_Dhubri_BUG-04.pdf (605.00 KB),1.0,208138.0,DIPANKAR BOSE,INR,"3,199,500",1.0,209803.0,ABUL FAZAL ABDULLAH,09-Nov-2023 01:09 PM,Rejected-AOC,L1,01-Apr-2024 02:41 PM,Finance,Summary,AMITAVA PAUL,13-Dec-2023 01:35 PM,finance_53766.pdf,BOQ Comparative Chart,CE PWD(Roads),Internal,,CHANDAN KUMAR DAS,01-Apr-2024 02:36 PM,finsummary_53766.pdf (604.79 KB),1.0,208138.0,DIPANKAR BOSE,"31,99,500.00",L2,Technical,Summary,CHANDAN KUMAR DAS,17-Nov-2023 10:58 PM,technical_53766.pdf,CE PWD (Roads),Internal,,CHANDAN KUMAR DAS,12-Dec-2023 06:43 PM,12-Dec-2023 06:50 PM,techsummary_53766.pdf (268.94 KB),,,
,,,,,,,,,,,,,,,,.pdf,BIDDING DOCUMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,BIDDING DOCUMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,209822.0,AFTABUDDIN AHMED,09-Nov-2023 12:54 PM,Rejected-AOC,L2,01-Apr-2024 02:41 PM,,,,,,,,,,,,,2.0,208153.0,Samsul Haque,"31,99,500.00",L2,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,.pdf,TECHNICAL QUALIFICATIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,TECHNICAL QUALIFICATIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,208138.0,DIPANKAR BOSE,08-Nov-2023 05:55 PM,Accepted-AOC,Work Order Issued,01-Apr-2024 02:41 PM,,,,,,,,,,,,,3.0,208271.0,SAMIN PATHAK,"31,99,500.00",L2,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,209724.0,MATIUR RAHMAN,09-Nov-2023 12:56 PM,Rejected-AOC,L2,01-Apr-2024 02:41 PM,,,,,,,,,,,,,4.0,208807.0,SAMSUL HOQUE,"31,99,500.00",L2,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,.pdf,FORM OF BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,FORM OF BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,209851.0,MOZAHIDUL ISLAM SARKAR,09-Nov-2023 01:49 PM,Rejected-AOC,L2,01-Apr-2024 02:41 PM,,,,,,,,,,,,,5.0,208823.0,Sri Jayanta Das,"31,99,500.00",L2,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,208271.0,SAMIN PATHAK,09-Nov-2023 03:04 AM,Rejected-AOC,L2,01-Apr-2024 02:41 PM,,,,,,,,,,,,,6.0,209724.0,MATIUR RAHMAN,"31,99,500.00",L2,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,208153.0,Samsul Haque,08-Nov-2023 07:33 PM,Rejected-AOC,L2,01-Apr-2024 02:41 PM,,,,,,,,,,,,,7.0,209803.0,ABUL FAZAL ABDULLAH,"31,99,499.97",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,208807.0,SAMSUL HOQUE,09-Nov-2023 01:00 PM,Rejected-AOC,L2,01-Apr-2024 02:41 PM,,,,,,,,,,,,,8.0,209822.0,AFTABUDDIN AHMED,"31,99,500.00",L2,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,208823.0,Sri Jayanta Das,09-Nov-2023 03:54 AM,Rejected-AOC,L2,01-Apr-2024 02:41 PM,,,,,,,,,,,,,9.0,209851.0,MOZAHIDUL ISLAM SARKAR,"31,99,500.00",L2,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023_PWD_33321_17,CE/STBR/MMPNA/08/2022-23/1 Dated 28/09/2023,Package No.Dhubri/MMPNA/BUG/04 Repair/Rehabilitation of (1) Br. No 2/1 at Ch 1600.00m (2) Br. No. 4/1 at Ch 3600.00m at NH31 Halakura Boterhat Bazar to Chagolia Road under Mukhya Mantrir Path Nabikaran Achani for the year 2023-24
