Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.3,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.4,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.5,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Tender ID :,Tender Ref No :,Tender Title :
Health and Family Welfare Department||Assam Medical Services Corporation Limited,REAGENTS DIAGNOSTIC EQUIP 23.6.23,2023_HFWD_31348_1,Yes,Open Tender,Fixed-rate,Goods,2.0,No,Yes,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"Court Fee/IPO, Tender processing fee, Copies of EMD, Technical Bid",23-Jun-2023 02:00 PM,04-Aug-2023 04:00 PM,23-Jun-2023 02:30 PM,04-Aug-2023 02:00 PM,24-Jun-2023 10:00 AM ,28-Jun-2023 12:00 PM ,12-Jul-2023 02:00 PM,04-Aug-2023 02:00 PM,23-Nov-2023 02:00 PM,"5,00,000",Yes,fixed,,Nil,Nil,1.0,Corrigendum no 3,BOQ,,1.0,SBI Bank,"2,000",Nil,Nil,No,"MD, AMSCL","O/o MD, AMSCL",Reagents for various Diagnostic equipment,Reagents for various Diagnostic equipment under NHM,Please refer Tender documents. ,NA ,"21,00,00,000",Medicines,NA ,Rate Contract,180.0,75.0,Guwahati,781026.0,"O/o MD, AMSCL ","O/o MD, AMSCL ",30-Jun-2023 04:00 PM ,"O/o MD, AMSCL",No ,No,Health and Family Welfare Department||Assam Medical Services Corporation Limited,REAGENTS DIAGNOSTIC EQUIP 23.6.23,2023_HFWD_31348_1,Yes,Open Tender,Fixed-rate,Goods,2.0,No,Yes,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"Court Fee/IPO, Tender processing fee, Copies of EMD, Technical Bid",23-Jun-2023 02:00 PM,04-Aug-2023 04:00 PM,23-Jun-2023 02:30 PM,04-Aug-2023 02:00 PM,24-Jun-2023 10:00 AM ,28-Jun-2023 12:00 PM ,12-Jul-2023 02:00 PM,04-Aug-2023 02:00 PM,23-Nov-2023 02:00 PM,"5,00,000",Yes,fixed,,Nil,Nil,1.0,Corrigendum no 3,BOQ,,1.0,SBI Bank,"2,000",Nil,Nil,No,"MD, AMSCL","O/o MD, AMSCL",Reagents for various Diagnostic equipment,Reagents for various Diagnostic equipment under NHM,Please refer Tender documents. ,NA ,"21,00,00,000",Medicines,NA ,Rate Contract,180.0,75.0,Guwahati,781026.0,"O/o MD, AMSCL ","O/o MD, AMSCL ",30-Jun-2023 04:00 PM ,"O/o MD, AMSCL",No ,No,12-Sep-2024,INR 100,75.0,Biswajit Deka,12-Sep-2024 04:10 PM,LOIMerireagent.pdf (173.00 KB),LOI,1.0,191757.0,Meril Diagnostic Pvt. Ltd.,INR,100.0,1.0,193039.0,AFFIGENIX BIOSOLUTIONS PRIVATE LIMITED,31-Jul-2023 06:44 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,21-Nov-2023 11:45 AM,Finance,opened,Anirban Talukdar,01-Dec-2023 04:19 PM,None,BOQ Comparative Chart,As per minutes,Internal,As per minutes,Biswajit Deka,12-Sep-2024 04:09 PM,finsummary_50204.pdf (172.85 KB),1.0,191757.0,Meril Diagnostic Pvt. Ltd.,1.0,L1,Technical,Revised Minutes of Technical bids,Anirban Talukdar,21-Nov-2023 11:45 AM,technical_50204.pdf,AMD,Internal,As per minutes,Anirban Talukdar,21-Nov-2023 12:08 PM,23-Nov-2023 02:00 PM,techsummary_50204.pdf (3761.51 KB),1.0,Tender Revocation,Tender Revocation,21-Nov-2023 11:29 AM,MoTBrevised..pdf ,3749.04,Technical Opening,,,
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,2.0,Extension 6,Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,2.0,Extension 6,Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,194473.0,Agam Pharmaceuticals,04-Aug-2023 12:21 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,21-Nov-2023 11:45 AM,,,,,,,,,,,,,2.0,191810.0,Transasia Bio Medicals Ltd,2.0,N,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,Corrigendum no 5,Technical Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,Corrigendum no 5,Technical Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,192418.0,Agappe Diagnostics Ltd,04-Aug-2023 09:05 AM,Rejected-Finance,FNA,12-Sep-2024 04:09 PM,,,,,,,,,,,,,3.0,192418.0,Agappe Diagnostics Ltd,2.0,N,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,194222.0,BEACON DIAGNOSTICS PVT.LTD.,04-Aug-2023 12:59 PM,Rejected-Finance,FNA,12-Sep-2024 04:09 PM,,,,,,,,,,,,,4.0,192783.0,Biogenix Inc. Pvt. Ltd.,2.0,N,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,192783.0,Biogenix Inc. Pvt. Ltd.,02-Aug-2023 10:38 AM,Rejected-Finance,FNA,12-Sep-2024 04:09 PM,,,,,,,,,,,,,5.0,193615.0,Q-Line Biotech Private Limited,2.0,N,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,191572.0,KOPRAN LABORATORIES LIMITED,04-Aug-2023 11:58 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,21-Nov-2023 11:45 AM,,,,,,,,,,,,,6.0,194222.0,BEACON DIAGNOSTICS PVT.LTD.,2.0,N,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,191757.0,Meril Diagnostic Pvt. Ltd.,04-Aug-2023 12:12 PM,Accepted-AOC,FA,12-Sep-2024 04:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,191797.0,Pathozyme Diagnostics,31-Jul-2023 05:13 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,21-Nov-2023 11:45 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,193615.0,Q-Line Biotech Private Limited,04-Aug-2023 01:29 PM,Rejected-Finance,FNA,12-Sep-2024 04:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,191810.0,Transasia Bio Medicals Ltd,04-Aug-2023 09:27 AM,Rejected-Finance,FNA,12-Sep-2024 04:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
