Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.2,Bid Number.2,Bidder Name.2,Value,Rank,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender ID :,Tender Ref No :,Tender Title :
Transport Department- Externally Funded Projects||Assam Inland Water Transport Development Society- World Bank Tenders,IN-IWT-296731-NC-RFB,2022_TDEP_25894_1,Yes,Open Tender,Item Rate,Services,1.0,No,No,Not Applicable,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Technical Folder for Eligibility,09-Jun-2022 02:00 PM,12-Jul-2022 04:00 PM,10-Jun-2022 11:00 AM,12-Jul-2022 02:00 PM,10-Jun-2022 11:00 AM ,17-Jun-2022 04:00 PM ,06-Jul-2022 10:00 AM,12-Jul-2022 02:00 PM,0.0,No,fixed,,Nil,Nil,0.0,Nil,Nil,No,"State Project Director, AIWTDS","Assam IWTD Society, 3rd Floor, IWT Directorate, Ulubari, Guwahati-7",Appointment of Agency for Baseline and User Satisfaction Survey under AIWT Project,RFB for selection of Agency for Baseline and User Satisfaction Survey,As per RFB ,NA ,,Miscellaneous Services,NA ,Tender,120.0,880.0,"Guwahati, Assam",781007.0,"Assam IWTD Society office at Ulubari, Guwahati. ","Assam IWTD Society, 3rd Floor, IWT Directorate, Ulubari, Guwahati-7 ",17-Jun-2022 11:30 AM ,"AIWTD Society office, Guwahati-7",No ,No,Transport Department- Externally Funded Projects||Assam Inland Water Transport Development Society- World Bank Tenders,IN-IWT-296731-NC-RFB,2022_TDEP_25894_1,Yes,Open Tender,Item Rate,Services,1.0,No,No,Not Applicable,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Technical Folder for Eligibility,09-Jun-2022 02:00 PM,12-Jul-2022 04:00 PM,10-Jun-2022 11:00 AM,12-Jul-2022 02:00 PM,10-Jun-2022 11:00 AM ,17-Jun-2022 04:00 PM ,06-Jul-2022 10:00 AM,12-Jul-2022 02:00 PM,0.0,No,fixed,,Nil,Nil,0.0,Nil,Nil,No,"State Project Director, AIWTDS","Assam IWTD Society, 3rd Floor, IWT Directorate, Ulubari, Guwahati-7",Appointment of Agency for Baseline and User Satisfaction Survey under AIWT Project,RFB for selection of Agency for Baseline and User Satisfaction Survey,As per RFB ,NA ,,Miscellaneous Services,NA ,Tender,120.0,880.0,"Guwahati, Assam",781007.0,"Assam IWTD Society office at Ulubari, Guwahati. ","Assam IWTD Society, 3rd Floor, IWT Directorate, Ulubari, Guwahati-7 ",17-Jun-2022 11:30 AM ,"AIWTD Society office, Guwahati-7",No ,No,12-Oct-2022,"INR 5,313,989",880.0,Bonny Handique,03-Feb-2024 12:32 PM,ContractAgreement.pdf (30080.00 KB),1.0,153036.0,Social Network india,INR,"5,313,989",1.0,153265.0,Academy of Management Studies (AMS),12-Jul-2022 01:36 PM,Rejected-Finance,Responsive bidder. However quoted price is not the lowest,18-Aug-2022 06:33 PM,Finance,All bids are opened and placed for further evaluation,DHRUBAJYOTI SARMA,18-Aug-2022 05:49 PM,finance_39971.pdf,BOQ Comparative Chart,Additional State Project Director,Internal,,DHRUBAJYOTI SARMA,18-Aug-2022 06:33 PM,finsummary_39971.pdf (3397.58 KB),1.0,152985.0,DMG Infra & Consulting Pvt Ltd,"76,71,180.00",L3,Additional State Project Director,Internal,,DHRUBAJYOTI SARMA,18-Aug-2022 06:00 PM,techsummary_39971.pdf (3397.58 KB),,,
,,,,,,,,,,,,,,,,.pdf,Additional Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Additional Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,153244.0,Atharva Planning and Research Centre Private Limited,11-Jul-2022 06:23 PM,Rejected-Finance,Responsive bidder. However quoted price is not the lowest,18-Aug-2022 06:33 PM,,,,,,,,,,,,,2.0,153036.0,Social Network india,"53,13,989.00",L1,,,,,,,,,
,,,,,,,,,,,,,,,,.pdf,Additional Technical Folder 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Additional Technical Folder 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,153294.0,Brand Mantra Pvt ltd,12-Jul-2022 01:18 PM,Rejected-Technical,"The bidder is non responsive due to the non submission of documents Under ITB 12.1(i), Under Section III, Under Section IV",18-Aug-2022 06:00 PM,,,,,,,,,,,,,3.0,153108.0,Social Marketing & Development Research Associates Private Limited,"1,17,98,502.00",L5,,,,,,,,,
,,,,,,,,,,,,,,,,.xls,Financial Folder for BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Financial Folder for BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,152985.0,DMG Infra & Consulting Pvt Ltd,07-Jul-2022 05:42 PM,Rejected-Finance,Responsive bidder. However quoted price is not the lowest,18-Aug-2022 06:33 PM,,,,,,,,,,,,,4.0,153152.0,Sutra Consulting Pvt. Ltd.,"1,30,57,161.00",L7,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,153288.0,Nielsen India Private Limited,12-Jul-2022 01:18 PM,Rejected-Finance,Responsive bidder. However quoted price is not the lowest,18-Aug-2022 06:33 PM,,,,,,,,,,,,,5.0,153232.0,OPERATION RESEARCH GUILD INDIA PVT. LTD,"1,22,29,935.00",L6,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,153232.0,OPERATION RESEARCH GUILD INDIA PVT. LTD,11-Jul-2022 04:16 PM,Rejected-Finance,Responsive bidder. However quoted price is not the lowest,18-Aug-2022 06:33 PM,,,,,,,,,,,,,6.0,153244.0,Atharva Planning and Research Centre Private Limited,"1,59,71,825.00",L8,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,153108.0,Social Marketing & Development Research Associates Private Limited,12-Jul-2022 01:13 PM,Rejected-Finance,Responsive bidder. However quoted price is not the lowest,18-Aug-2022 06:33 PM,,,,,,,,,,,,,7.0,153265.0,Academy of Management Studies (AMS),"58,66,606.00",L2,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,153036.0,Social Network india,12-Jul-2022 12:46 PM,Accepted-AOC,Being L1 vendor after Technical and Financial Evaluation,03-Feb-2024 04:01 PM,,,,,,,,,,,,,8.0,153275.0,SPECTRUM PLANNING INDIA LIMITED,"1,01,74,367.10",L4,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,153275.0,SPECTRUM PLANNING INDIA LIMITED,12-Jul-2022 01:42 PM,Rejected-Finance,Responsive bidder. However quoted price is not the lowest,18-Aug-2022 06:33 PM,,,,,,,,,,,,,9.0,153288.0,Nielsen India Private Limited,"1,73,81,638.00",L9,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,153152.0,Sutra Consulting Pvt. Ltd.,12-Jul-2022 01:21 PM,Rejected-Finance,Responsive bidder. However quoted price is not the lowest,18-Aug-2022 06:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,
