Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.3,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.4,Bid Number.2,Bidder Name.2,Value,Rank,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender ID :,Tender Ref No :,Tender Title :
Public Health Engineering Department||Chief Engineer PHE(P)-Assam-PHED||Lower Assam Zone-Guwahati-PHED||Guwahati Circle-Guwahati-PHED,PHE_23_JJM_PB_23_24_T_12586_92,2023_PHED_31969_1,Yes,Open Tender,EOI,Goods,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Technical qualification document as per Bid document,08-Aug-2023 10:00 AM,29-Aug-2023 03:00 PM,08-Aug-2023 10:00 AM,28-Aug-2023 04:00 PM,NA ,NA ,08-Aug-2023 12:00 PM,28-Aug-2023 04:00 PM,0.0,No,fixed,,Nil,Nil,1.0,Corrigendum-01,Technical Bid,,1.0,SBI Bank,"2,000",Nil,Nil,No,CHIEF ENGINEER (PHE) WATER ASSAM,"HENGRABARI, GUWAHATI-36",Empanelment of Manufacturers of ISI marked LDPE / LLDPE Tank of various capacities against different PWSS under JJM Assam,Empanelment of Manufacturers of ISI marked Low Density Polyethylene / Linear Low Density Polyethylene Tank of various capacities to be utilized as Individual Household Tanks against different PWSS at different locations of Assam under JJM Assam,Please refer Tender documents. ,NA ,0.0,Supply of Materials,NA ,Empanelment,180.0,365.0,Guwahati,781036.0,NA ,NA ,NA ,O O THE CHIEF ENGINEER (PHE) WATER ASSAM,No ,No,Public Health Engineering Department||Chief Engineer PHE(P)-Assam-PHED||Lower Assam Zone-Guwahati-PHED||Guwahati Circle-Guwahati-PHED,PHE_23_JJM_PB_23_24_T_12586_92,2023_PHED_31969_1,Yes,Open Tender,EOI,Goods,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Technical qualification document as per Bid document,08-Aug-2023 10:00 AM,29-Aug-2023 03:00 PM,08-Aug-2023 10:00 AM,28-Aug-2023 04:00 PM,NA ,NA ,08-Aug-2023 12:00 PM,28-Aug-2023 04:00 PM,0.0,No,fixed,,Nil,Nil,1.0,Corrigendum-01,Technical Bid,,1.0,SBI Bank,"2,000",Nil,Nil,No,CHIEF ENGINEER (PHE) WATER ASSAM,"HENGRABARI, GUWAHATI-36",Empanelment of Manufacturers of ISI marked LDPE / LLDPE Tank of various capacities against different PWSS under JJM Assam,Empanelment of Manufacturers of ISI marked Low Density Polyethylene / Linear Low Density Polyethylene Tank of various capacities to be utilized as Individual Household Tanks against different PWSS at different locations of Assam under JJM Assam,Please refer Tender documents. ,NA ,0.0,Supply of Materials,NA ,Empanelment,180.0,365.0,Guwahati,781036.0,NA ,NA ,NA ,O O THE CHIEF ENGINEER (PHE) WATER ASSAM,No ,No,29-Jan-2024,INR 1,365.0,Munmun Das,29-Jan-2024 06:28 PM,AOC_LDPE_Tank.pdf (1457.00 KB),AOC of Manufacturers of ISI marked LDPE / LLDPE Tank,1.0,196781.0,OP UDYOG,INR,1.0,1.0,196736.0,Ashirvad Pipes Private Limited,26-Aug-2023 12:16 PM,Rejected-Technical,Technically Non Responsive,29-Jan-2024 06:11 PM,Finance,Opening Summery,Munmun Das,29-Jan-2024 06:02 PM,finance_51224.pdf,N. Haque,Internal,,Munmun Das,29-Jan-2024 06:22 PM,finsummary_51224.pdf (1263.68 KB),1.0,194950.0,SHREE MAHABIR INDUSTRIES,1.0,L1,N. Haque,Internal,,Munmun Das,29-Jan-2024 06:11 PM,techsummary_51224.pdf (1263.68 KB),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,196747.0,INDO SPANISH INDSUTRIES,INR,1.0,2.0,196698.0,CHARU INNOVATION DEPARTMENT AND INDUSTRIES,25-Aug-2023 09:16 PM,Accepted-AOC,Awarded,02-Feb-2024 04:57 PM,,,,,,,,,,,,2.0,194983.0,SINTEX BAPL LIMITED,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,196698.0,CHARU INNOVATION DEPARTMENT AND INDUSTRIES,INR,1.0,3.0,196747.0,INDO SPANISH INDSUTRIES,26-Aug-2023 07:02 PM,Accepted-AOC,Awarded,02-Feb-2024 04:57 PM,,,,,,,,,,,,3.0,195973.0,P. P. Plastic,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,196493.0,Maasree Industries,INR,1.0,4.0,196493.0,Maasree Industries,23-Aug-2023 07:34 PM,Accepted-AOC,Awarded,02-Feb-2024 04:57 PM,,,,,,,,,,,,4.0,196493.0,Maasree Industries,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,195973.0,P. P. Plastic,INR,1.0,5.0,196781.0,OP UDYOG,26-Aug-2023 05:17 PM,Accepted-AOC,Awarded,02-Feb-2024 04:57 PM,,,,,,,,,,,,5.0,196698.0,CHARU INNOVATION DEPARTMENT AND INDUSTRIES,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,194950.0,SHREE MAHABIR INDUSTRIES,INR,1.0,6.0,196918.0,POLYMAT INDUSTRIES,27-Aug-2023 03:04 PM,Rejected-Technical,Technically Non Responsive,29-Jan-2024 06:11 PM,,,,,,,,,,,,6.0,196747.0,INDO SPANISH INDSUTRIES,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,195973.0,P. P. Plastic,28-Aug-2023 12:14 PM,Accepted-AOC,Awarded,02-Feb-2024 04:57 PM,,,,,,,,,,,,7.0,196781.0,OP UDYOG,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,194950.0,SHREE MAHABIR INDUSTRIES,25-Aug-2023 04:08 PM,Accepted-AOC,Awarded,02-Feb-2024 04:57 PM,,,,,,,,,,,,8.0,196787.0,VECTUS INDUSTRIES LIMITED,1.0,L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,196896.0,SHREE SHYAM POLYPLAST INDUSTRIES,28-Aug-2023 11:31 AM,Rejected-Technical,Technically Non Responsive,29-Jan-2024 06:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,194983.0,SINTEX BAPL LIMITED,28-Aug-2023 03:18 PM,Rejected-AOC,Not Awarded,02-Feb-2024 04:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,
