Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No.1,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.3,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
Industries and Commerce Department||Assam Industrial Development Corporation Ltd - ICD,439178/4,2024_ICD_36008_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"EMD, E-Tender Processing fee and Cost of Tender Document",07-Feb-2024 11:45 AM,22-Feb-2024 11:00 AM,07-Feb-2024 05:00 PM,21-Feb-2024 02:00 PM,NA ,NA ,08-Feb-2024 05:00 PM,21-Feb-2024 02:00 PM,16-Mar-2024 12:00 PM,"93,132",Yes,fixed,,Nil,Nil,1.0,SBI Bank,931.0,Nil,Nil,No,Managing Director,"Assam Industrial Development Corporation Ltd. (AIDC), R.G.Baruah Road, Guwahati-24","Clearing Jungle, Cleaning of Internal Road and Drain and Providing of Precast Drain Cover on Internal Drain at IE, Nathkuchi","Clearing Jungle, Cleaning of Internal Road and Drain and Providing of Precast Drain Cover on Internal Drain at IE, Nathkuchi",Please refer Tender documents. ,NA ,"46,56,583",Civil Works,NA ,Tender,180.0,60.0,IE Nathkuchi,781355.0,NA ,NA ,NA ,Guwahati,No ,No,Industries and Commerce Department||Assam Industrial Development Corporation Ltd - ICD,439178/4,2024_ICD_36008_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"EMD, E-Tender Processing fee and Cost of Tender Document",07-Feb-2024 11:45 AM,22-Feb-2024 11:00 AM,07-Feb-2024 05:00 PM,21-Feb-2024 02:00 PM,NA ,NA ,08-Feb-2024 05:00 PM,21-Feb-2024 02:00 PM,16-Mar-2024 12:00 PM,"93,132",Yes,fixed,,Nil,Nil,1.0,SBI Bank,931.0,Nil,Nil,No,Managing Director,"Assam Industrial Development Corporation Ltd. (AIDC), R.G.Baruah Road, Guwahati-24","Clearing Jungle, Cleaning of Internal Road and Drain and Providing of Precast Drain Cover on Internal Drain at IE, Nathkuchi","Clearing Jungle, Cleaning of Internal Road and Drain and Providing of Precast Drain Cover on Internal Drain at IE, Nathkuchi",Please refer Tender documents. ,NA ,"46,56,583",Civil Works,NA ,Tender,180.0,60.0,IE Nathkuchi,781355.0,NA ,NA ,NA ,Guwahati,No ,No,03-Jul-2024,"INR 4,188,143.6",60.0,Riya Hazarika,03-Jul-2024 05:00 PM,WO.pdf (287.00 KB),1.0,226676.0,MAYUR TALUKDAR,INR,"4,188,143.6",1.0,226874.0,Banjit Das,21-Feb-2024 10:00 AM,Rejected-AOC,Rejected,03-Jul-2024 05:00 PM,Finance,Bid Opening Summary,Riya Hazarika,03-Jul-2024 04:48 PM,finance_58945.pdf,BOQ Comparative Chart,B.C.Deori,Internal,,Riya Hazarika,03-Jul-2024 04:57 PM,finsummary_58945.pdf (585.91 KB),1.0,224763.0,HABI INFRASTRUCTURE,"41,90,924.70",L4,Technical,Bid Opening Summary,Riya Hazarika,16-Mar-2024 11:00 AM,technical_58945.pdf,M.K.Borah,Internal,,Riya Hazarika,16-Mar-2024 11:03 AM,16-Mar-2024 12:00 PM,techsummary_58945.pdf (581.80 KB),,,
,,,,,,,,,,,,,,,,.pdf,Technical Bid along with signed bid document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical Bid along with signed bid document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,226953.0,BIPUL DAS,21-Feb-2024 01:58 PM,Not Admitted-Fee/PreQual/Technical,Others-Cost of tender document not submitted,16-Mar-2024 11:00 AM,,,,,,,,,,,,,2.0,226192.0,Sri Dhrubajyoti Kakati,"41,90,924.70",L4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2.0,Finance,.xls,Financial Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,226904.0,DHANJIT DEKA,21-Feb-2024 11:35 AM,Not Admitted-Fee/PreQual/Technical,Others-Cost of tender document not submitted,16-Mar-2024 11:00 AM,,,,,,,,,,,,,3.0,226329.0,Ranjit Pathak,"41,90,924.35",L3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,226854.0,Dochania and Company Private Limited,21-Feb-2024 12:31 PM,Rejected-AOC,Rejected,03-Jul-2024 05:00 PM,,,,,,,,,,,,,4.0,226676.0,MAYUR TALUKDAR,"41,88,143.60",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,224763.0,HABI INFRASTRUCTURE,21-Feb-2024 12:27 PM,Rejected-AOC,Rejected,03-Jul-2024 05:00 PM,,,,,,,,,,,,,5.0,226778.0,Sadguru Engineers & Allied Services Pvt. Ltd.,"41,88,656.50",L2,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,226843.0,Jayanta Kumar Choudhury,20-Feb-2024 06:58 PM,Rejected-AOC,Rejected,03-Jul-2024 05:00 PM,,,,,,,,,,,,,6.0,226843.0,Jayanta Kumar Choudhury,"41,90,924.77",L5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,226676.0,MAYUR TALUKDAR,19-Feb-2024 06:37 PM,Accepted-AOC,Accepted,03-Jul-2024 05:00 PM,,,,,,,,,,,,,7.0,226854.0,Dochania and Company Private Limited,"41,90,924.70",L4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,226329.0,Ranjit Pathak,20-Feb-2024 07:57 PM,Rejected-AOC,Rejected,03-Jul-2024 05:00 PM,,,,,,,,,,,,,8.0,226874.0,Banjit Das,"41,90,924.70",L4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,226778.0,Sadguru Engineers & Allied Services Pvt. Ltd.,21-Feb-2024 12:04 PM,Rejected-AOC,Rejected,03-Jul-2024 05:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,226192.0,Sri Dhrubajyoti Kakati,21-Feb-2024 12:11 PM,Rejected-AOC,Rejected,03-Jul-2024 05:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024_ICD_36008_1,439178/4,"Clearing Jungle, Cleaning of Internal Road and Drain and Providing of Precast Drain Cover on Internal Drain at IE, Nathkuchi"
