Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.3,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
Information and Public Relations Department||Directorate of Information and Public Relation,E.320678/308,2023_DIPR_32692_1,Yes,Open Tender,Item Wise,Services,2.0,No,Yes,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical document,27-Sep-2023 05:15 PM,12-Oct-2023 01:00 PM,27-Sep-2023 05:15 PM,12-Oct-2023 11:00 AM,NA ,NA ,04-Oct-2023 02:00 PM,12-Oct-2023 11:00 AM,04-Mar-2024 04:25 PM,"1,00,000",No,percentage,2.0%,Nil,Nil,1.0,SBI Bank,"1,000",Nil,Nil,No,Director,"DIRECTORATE OF INFORMATION and PUBLIC RELATIONS ASSAM, DISPUR, GUWAHATI-781006",SELECTION and EMPANELMENT OF ADVERTISING AGENCIES FOR INSTALLATION OF TEMPORARY HOARDINGS,SELECTION and EMPANELMENT OF ADVERTISING AGENCIES FOR INSTALLATION OF TEMPORARY HOARDINGS,Please refer Tender documents. ,NA ,"50,00,000",Miscellaneous Services,NA ,Tender,90.0,365.0,Guwahati,781006.0,"DIPR, Assam ","DIRECTORATE OF INFORMATION and PUBLIC RELATIONS ASSAM, DISPUR, GUWAHATI-781006 ",30-Sep-2023 01:00 PM ,"DIPR, Assam",No ,No,Information and Public Relations Department||Directorate of Information and Public Relation,E.320678/308,2023_DIPR_32692_1,Yes,Open Tender,Item Wise,Services,2.0,No,Yes,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical document,27-Sep-2023 05:15 PM,12-Oct-2023 01:00 PM,27-Sep-2023 05:15 PM,12-Oct-2023 11:00 AM,NA ,NA ,04-Oct-2023 02:00 PM,12-Oct-2023 11:00 AM,04-Mar-2024 04:25 PM,"1,00,000",No,percentage,2.0%,Nil,Nil,1.0,SBI Bank,"1,000",Nil,Nil,No,Director,"DIRECTORATE OF INFORMATION and PUBLIC RELATIONS ASSAM, DISPUR, GUWAHATI-781006",SELECTION and EMPANELMENT OF ADVERTISING AGENCIES FOR INSTALLATION OF TEMPORARY HOARDINGS,SELECTION and EMPANELMENT OF ADVERTISING AGENCIES FOR INSTALLATION OF TEMPORARY HOARDINGS,Please refer Tender documents. ,NA ,"50,00,000",Miscellaneous Services,NA ,Tender,90.0,365.0,Guwahati,781006.0,"DIPR, Assam ","DIRECTORATE OF INFORMATION and PUBLIC RELATIONS ASSAM, DISPUR, GUWAHATI-781006 ",30-Sep-2023 01:00 PM ,"DIPR, Assam",No ,No,13-Sep-2024,"INR 800,000",365.0,Pranjit Kumar Hazarika,13-Sep-2024 02:26 PM,AOC.pdf (160.00 KB),AoC has been enclosed herewith,1.0,203232.0,Sarma Art Cottage,INR,40.12,1.0,203684.0,A.R.T. ENTERTAINMENT & SERVICES PRIVATE LIMITED,12-Oct-2023 09:54 AM,Rejected-Finance,Rejected,13-Sep-2024 01:39 PM,Finance,Financial bid has been opened,Haren Sarma,04-Mar-2024 04:35 PM,None,BOQ Comparative Chart,"Director, DIPR",Internal,,Pranjit Kumar Hazarika,13-Sep-2024 01:39 PM,finsummary_52443.pdf (895.89 KB),1.0,203232.0,Sarma Art Cottage,40.12,L1,Technical,Technical bid has been opened,Zahid Tapadar,12-Oct-2023 03:35 PM,None,Director,Internal,,Haren Sarma,04-Mar-2024 04:20 PM,04-Mar-2024 04:25 PM,techsummary_52443.pdf (742.82 KB),,,
,,,,,,,,,,,,,,,,.pdf,Bid document downloaded from the portal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bid document downloaded from the portal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,203323.0,GSL ENTERPRISE,11-Oct-2023 08:41 PM,Rejected-AOC,Not Awarded,13-Sep-2024 02:26 PM,,,,,,,,,,,,,2.0,203272.0,Jiya Communication,104.43,L5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2.0,Finance,.xls,Price bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Price bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,203676.0,Insight Brandcom Pvt Ltd,12-Oct-2023 10:07 AM,Rejected-Finance,Rejected,13-Sep-2024 01:39 PM,,,,,,,,,,,,,3.0,203323.0,GSL ENTERPRISE,31.86,L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,203272.0,Jiya Communication,12-Oct-2023 03:27 AM,Rejected-Finance,Rejected,13-Sep-2024 01:39 PM,,,,,,,,,,,,,4.0,203338.0,marcom media,156.94,L9,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,203396.0,Maa Kamakhya art,11-Oct-2023 08:41 PM,Rejected-Finance,Rejected,13-Sep-2024 01:39 PM,,,,,,,,,,,,,5.0,203396.0,Maa Kamakhya art,77.88,L3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,203338.0,marcom media,11-Oct-2023 04:55 PM,Rejected-Finance,Rejected,13-Sep-2024 01:39 PM,,,,,,,,,,,,,6.0,203461.0,OUTREACH ADVERTISING PRIVATE LIMITED,129.8,L7,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,203461.0,OUTREACH ADVERTISING PRIVATE LIMITED,12-Oct-2023 09:47 AM,Rejected-Finance,Rejected,13-Sep-2024 01:39 PM,,,,,,,,,,,,,7.0,203466.0,Prodigy Communications And Marketing Pvt. Ltd.,156.94,L9,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,203481.0,PRADIP ADVERTISING & CO.,12-Oct-2023 05:04 AM,Rejected-Finance,Rejected,13-Sep-2024 01:39 PM,,,,,,,,,,,,,8.0,203481.0,PRADIP ADVERTISING & CO.,101.48,L4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,203709.0,Priya Communication,11-Oct-2023 11:18 PM,Rejected-Finance,Rejected,13-Sep-2024 01:39 PM,,,,,,,,,,,,,9.0,203676.0,Insight Brandcom Pvt Ltd,244.26,L10,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,203466.0,Prodigy Communications And Marketing Pvt. Ltd.,11-Oct-2023 06:35 PM,Rejected-Finance,Rejected,13-Sep-2024 01:39 PM,,,,,,,,,,,,,10.0,203684.0,A.R.T. ENTERTAINMENT & SERVICES PRIVATE LIMITED,106.2,L6,,,,,,,,,,,,,,,
