Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.3,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.4,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
Pr. Chief Conservator of Forest and Head of Forest Force||Research Education and Working Plans||Research and Education Circle||Genetic Cell Division,Tender/2023-24/736-39,2024_PCCF_35770_1,Yes,Open Tender,Supply,Goods,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,FEE AND TECHNICAL DOCUMENTS,30-Jan-2024 12:55 PM,28-Feb-2024 11:00 AM,31-Jan-2024 01:00 PM,26-Feb-2024 03:00 PM,NA ,NA ,03-Feb-2024 02:00 PM,26-Feb-2024 03:00 PM,08-Mar-2024 11:00 AM,"57,545",Yes,percentage,2.0%,Nil,Nil,1.0,Correction of Tender Documents,Other,,1.0,SBI Bank,"1,500",Nil,Nil,No,GAUNADEEP DAS,BONGAIGAON S.F. DIVISION BONGAIGAON,Tender/2023-24/736-39,SUPPLY OF MATERIALS,Please refer Tender documents. ,GAUNADEEP DAS DFO BONGAIGAON S.F. DIVISION BONGAIGAON ,"28,77,250",Supply of Materials,NA ,Tender,90.0,20.0,BONGAIGAON S.F. DIVISION BONGAIGAON,783380.0,NA ,NA ,NA ,BONGAIGAON S.F. DIVISION BONGAIGAON,No ,No,Pr. Chief Conservator of Forest and Head of Forest Force||Research Education and Working Plans||Research and Education Circle||Genetic Cell Division,Tender/2023-24/736-39,2024_PCCF_35770_1,Yes,Open Tender,Supply,Goods,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,FEE AND TECHNICAL DOCUMENTS,30-Jan-2024 12:55 PM,28-Feb-2024 11:00 AM,31-Jan-2024 01:00 PM,26-Feb-2024 03:00 PM,NA ,NA ,03-Feb-2024 02:00 PM,26-Feb-2024 03:00 PM,08-Mar-2024 11:00 AM,"57,545",Yes,percentage,2.0%,Nil,Nil,1.0,Correction of Tender Documents,Other,,1.0,SBI Bank,"1,500",Nil,Nil,No,GAUNADEEP DAS,BONGAIGAON S.F. DIVISION BONGAIGAON,Tender/2023-24/736-39,SUPPLY OF MATERIALS,Please refer Tender documents. ,GAUNADEEP DAS DFO BONGAIGAON S.F. DIVISION BONGAIGAON ,"28,77,250",Supply of Materials,NA ,Tender,90.0,20.0,BONGAIGAON S.F. DIVISION BONGAIGAON,783380.0,NA ,NA ,NA ,BONGAIGAON S.F. DIVISION BONGAIGAON,No ,No,22-Mar-2024,"INR 2,589,525",20.0,GAUNADIP DAS,22-Mar-2024 05:59 PM,AOC.pdf (388.00 KB),AWARDED TO M/S MACROCOSM BUILDERS,1.0,227547.0,M/s Macrocosm Builders,INR,"2,589,525",1.0,227394.0,Altaf Ahmed,25-Feb-2024 05:42 PM,Rejected-Technical,Rejected due to not valid liquid asset and work experince certificate,07-Mar-2024 03:24 PM,Finance,Finance bid opening,GAUNADIP DAS,08-Mar-2024 03:11 PM,finance_58491.pdf,BOQ Comparative Chart,DR. C MUTHUKUMARAVEL IFS,Internal,"GAUNADEEP DAS DFO, SANKAR RAY Dy R, KHIMI MUDOI Fr1",GAUNADIP DAS,22-Mar-2024 05:45 PM,finsummary_58491.pdf (1125.54 KB),1.0,226206.0,NORTH EAST ORGANISED FLORITECH PVT. LTD.,"25,89,525.00",L1/4TH,Technical,TECHNICAL BID OPENING,SANKAR RAY,28-Feb-2024 01:41 PM,technical_58491.pdf,DR. C MUTHUKUMARAVEL IFS,Internal,"GAUNADEEP DAS DFO, SANKAR RAY Dy RANGER, KHIMI MUDOI Fr I",GAUNADIP DAS,07-Mar-2024 03:24 PM,08-Mar-2024 11:00 AM,techsummary_58491.pdf (534.90 KB),,,
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,225848.0,BHABEN DAS,17-Feb-2024 08:47 PM,Rejected-Technical,Rejected due to not submitted tender documents,07-Mar-2024 03:24 PM,,,,,,,,,,,,,2.0,227311.0,KUMUD KALITA,"25,89,525.00",L1/5TH,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,227343.0,JYOTI CONSTRO COMMERCIALS,24-Feb-2024 06:14 PM,Rejected-Finance,"SECOND POSOTION IN LIQUID ASSETS,TURNOVER, GFS ETC",22-Mar-2024 05:45 PM,,,,,,,,,,,,,3.0,227343.0,JYOTI CONSTRO COMMERCIALS,"25,89,525.00",L1/2ND,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,227311.0,KUMUD KALITA,25-Feb-2024 03:27 PM,Rejected-Finance,"FIFTH POSOTION IN LIQUID ASSETS,TURNOVER, GFS ETC",22-Mar-2024 05:45 PM,,,,,,,,,,,,,4.0,227409.0,M/S BHOWMIK ENTERPRISE,"25,89,525.00",L1/3RD,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,227409.0,M/S BHOWMIK ENTERPRISE,25-Feb-2024 06:48 PM,Rejected-Finance,"THIRD POSOTION IN LIQUID ASSETS,TURNOVER, GFS ETC",22-Mar-2024 05:45 PM,,,,,,,,,,,,,5.0,227547.0,M/s Macrocosm Builders,"25,89,525.00",L1/1ST,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,227547.0,M/s Macrocosm Builders,26-Feb-2024 02:58 PM,Accepted-AOC,BID AWARDED TO M/s Macrocosm Builders,22-Mar-2024 05:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,227437.0,NABAJIT DEKA,25-Feb-2024 09:28 PM,Rejected-Technical,rejected due to not valid liquid asset and 3B of GST STATEMENT,07-Mar-2024 03:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,226206.0,NORTH EAST ORGANISED FLORITECH PVT. LTD.,26-Feb-2024 02:24 PM,Rejected-Finance,"FOURTH POSOTION IN LIQUID ASSETS,TURNOVER, GFS ETC",22-Mar-2024 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,227443.0,Sri Beekey Agarwala,25-Feb-2024 09:38 PM,Rejected-Technical,Rejected due to not submitted tender documents,07-Mar-2024 03:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,227503.0,UPRISING CONSTRUCTION,26-Feb-2024 02:06 PM,Rejected-Technical,Rejected for not valid work experince certificate,07-Mar-2024 03:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
