Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.3,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.4,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
Excise Department||Commissioner of Excise - ED||O/o SE-Kamrup- Guwahati - ED,KXL-36/2023-24,2023_ED_34687_20,Yes,Open Tender,Item Wise,Services,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical Qualification Documents,15-Dec-2023 09:30 AM,20-Jan-2024 02:00 PM,15-Dec-2023 09:30 AM,19-Jan-2024 05:00 PM,15-Dec-2023 09:30 AM ,22-Dec-2023 05:00 PM ,29-Dec-2023 03:00 PM,19-Jan-2024 05:00 PM,13-Feb-2024 04:45 PM,"7,00,000",Yes,fixed,,Nil,Nil,1.0,EXTENSION OF BID SUBMISSION DATE,Date,,1.0,SBI Bank,0.0,Nil,Nil,No,District Collector,"O/o The DC, Kamrup Metro",IMFL Retail OFF Shop License at NOONMATI MADGHARIA Shop No. KAMM20-Urban,IMFL Retail OFF Shop License at NOONMATI MADGHARIA Shop No. KAMM20-Urban,Please refer Tender documents. ,NA ,,Miscellaneous Services,NA ,Tender,180.0,NA ,Guwahati,781036.0,"O/o The SE, Kamrup Metro ","O/o The SE, Kamrup Metro ",28-Dec-2023 03:00 PM ,"O/o The SE, Kamrup Metro",No ,No,Excise Department||Commissioner of Excise - ED||O/o SE-Kamrup- Guwahati - ED,KXL-36/2023-24,2023_ED_34687_20,Yes,Open Tender,Item Wise,Services,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical Qualification Documents,15-Dec-2023 09:30 AM,20-Jan-2024 02:00 PM,15-Dec-2023 09:30 AM,19-Jan-2024 05:00 PM,15-Dec-2023 09:30 AM ,22-Dec-2023 05:00 PM ,29-Dec-2023 03:00 PM,19-Jan-2024 05:00 PM,13-Feb-2024 04:45 PM,"7,00,000",Yes,fixed,,Nil,Nil,1.0,EXTENSION OF BID SUBMISSION DATE,Date,,1.0,SBI Bank,0.0,Nil,Nil,No,District Collector,"O/o The DC, Kamrup Metro",IMFL Retail OFF Shop License at NOONMATI MADGHARIA Shop No. KAMM20-Urban,IMFL Retail OFF Shop License at NOONMATI MADGHARIA Shop No. KAMM20-Urban,Please refer Tender documents. ,NA ,,Miscellaneous Services,NA ,Tender,180.0,NA ,Guwahati,781036.0,"O/o The SE, Kamrup Metro ","O/o The SE, Kamrup Metro ",28-Dec-2023 03:00 PM ,"O/o The SE, Kamrup Metro",No ,No,01-Mar-2024,"INR 7,695,225",365.0,Manabi Das,01-Mar-2024 06:31 PM,loakamm20.pdf (260.00 KB),1.0,221350.0,NILAMONI KALITA,INR,"7,695,225",1.0,221185.0,AYUSH SHARMA,17-Jan-2024 07:48 PM,Rejected-Technical,TECHNICALLY NOT QUALIFIED,13-Feb-2024 02:03 PM,Finance,FINANCIAL BID HAS BEEN OPENED,Manabi Das,13-Feb-2024 06:35 PM,None,BOQ Comparative Chart,SUMIT SATTAWAN,Internal,,Manabi Das,29-Feb-2024 07:32 PM,finsummary_56199.pdf (383.81 KB),1.0,220604.0,Nishant Pathak,"51,13,000.00",H2,Technical,TECHNICAL BID HAS BEEN OPENED,Manabi Das,22-Jan-2024 03:59 PM,None,SUMIT SATTAWAN,Internal,,Manabi Das,13-Feb-2024 02:03 PM,13-Feb-2024 04:45 PM,techsummary_56199.pdf (694.27 KB),,,
,,,,,,,,,,,,,,,,.pdf,Bid Documents Downloaded from the portal,,,,,,,,,,,,,,,,2.0,PRE-BID MEETING LINK,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bid Documents Downloaded from the portal,,,,,,,,,,,,,,,,2.0,PRE-BID MEETING LINK,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,220880.0,BISWAJIT SARKAR,19-Jan-2024 04:31 PM,Rejected-Technical,TECHNICALLY NOT QUALIFIED,13-Feb-2024 02:03 PM,,,,,,,,,,,,,2.0,221350.0,NILAMONI KALITA,"76,95,225.00",H1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,3.0,CORRIGENDUM ON IMFL OFF SHOP BID DOCUMENT,Technical Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,3.0,CORRIGENDUM ON IMFL OFF SHOP BID DOCUMENT,Technical Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,220742.0,Jatin Sarma,12-Jan-2024 02:18 PM,Rejected-Technical,TECHNICALLY NOT QUALIFIED,13-Feb-2024 02:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,221450.0,KRISHAIL SAANSE PRIVATE LIMITED,19-Jan-2024 03:23 PM,Rejected-Technical,TECHNICALLY NOT QUALIFIED,13-Feb-2024 02:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,221350.0,NILAMONI KALITA,19-Jan-2024 02:28 PM,Accepted-AOC,AWARDED,01-Mar-2024 06:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,220604.0,Nishant Pathak,13-Jan-2024 02:24 PM,Rejected-Finance,REJECTED,29-Feb-2024 07:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,220910.0,RADISH WINES,18-Jan-2024 09:52 PM,Rejected-Technical,TECHNICALLY NOT QUALIFIED,13-Feb-2024 02:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,221335.0,Rishant Baruah,19-Jan-2024 03:59 PM,Rejected-Technical,TECHNICALLY NOT QUALIFIED,13-Feb-2024 02:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,220472.0,STAR ENTERPRISE,18-Jan-2024 05:01 PM,Rejected-Technical,TECHNICALLY NOT QUALIFIED,13-Feb-2024 02:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,221344.0,TANVI BORAH,18-Jan-2024 08:48 PM,Rejected-Technical,TECHNICALLY NOT QUALIFIED,13-Feb-2024 02:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
