Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.3,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.4,Bid Number.2,Bidder Name.2,Value,Rank,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender ID :,Tender Ref No :,Tender Title :
Skill Employment and Entrepreneurship Department- Externally Aided Project||Assam Skill University Project- ADB Funded Tenders,ASU/PBM/2023/29,2024_SEEDE_36652_1,Yes,Open Tender,Item Rate,Services,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Technical documents,27-Feb-2024 09:00 AM,19-Mar-2024 02:30 PM,27-Feb-2024 09:00 AM,19-Mar-2024 02:00 PM,27-Feb-2024 10:00 AM ,09-Mar-2024 05:00 PM ,16-Mar-2024 02:00 PM,19-Mar-2024 02:00 PM,"25,000",No,fixed,,Nil,Nil,1.0,BoQ Corrigendum,BOQ,,1.0,SBI Bank,"2,000",Nil,Nil,No,Registrar,"3rd Floor, DECT Complex, Rehabari, Guwahati-781008",Branding Activities and Publicity Plan,Empanelment of Agency for Branding Activities and Publicity Plan on Rate Contract Basis,Please refer Tender documents. ,NA ,,Miscellaneous Services,NA ,Tender,180.0,365.0,Guwahati,781008.0,NA ,NA ,NA ,Online,No ,No,Skill Employment and Entrepreneurship Department- Externally Aided Project||Assam Skill University Project- ADB Funded Tenders,ASU/PBM/2023/29,2024_SEEDE_36652_1,Yes,Open Tender,Item Rate,Services,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Technical documents,27-Feb-2024 09:00 AM,19-Mar-2024 02:30 PM,27-Feb-2024 09:00 AM,19-Mar-2024 02:00 PM,27-Feb-2024 10:00 AM ,09-Mar-2024 05:00 PM ,16-Mar-2024 02:00 PM,19-Mar-2024 02:00 PM,"25,000",No,fixed,,Nil,Nil,1.0,BoQ Corrigendum,BOQ,,1.0,SBI Bank,"2,000",Nil,Nil,No,Registrar,"3rd Floor, DECT Complex, Rehabari, Guwahati-781008",Branding Activities and Publicity Plan,Empanelment of Agency for Branding Activities and Publicity Plan on Rate Contract Basis,Please refer Tender documents. ,NA ,,Miscellaneous Services,NA ,Tender,180.0,365.0,Guwahati,781008.0,NA ,NA ,NA ,Online,No ,No,17-Jul-2024,INR 0,365.0,Paran Gogoi,24-Jul-2024 12:03 PM,signed_contracts.pdf (5987.00 KB),1.0,230320.0,B P Enterprise,INR,0.0,1.0,230320.0,B P Enterprise,19-Mar-2024 12:46 PM,Accepted-AOC,PBG received. Rate contract awarded.,24-Jul-2024 12:03 PM,Finance,Proposals opened,Mintu Sinha,19-Mar-2024 02:37 PM,None,BOQ Comparative Chart,Prof. Dept of IT,Internal,,Paran Gogoi,11-Jun-2024 01:26 PM,finsummary_59921.pdf (138.19 KB),1.0,230140.0,Insight Brandcom Pvt Ltd,"24,98,806.05",,Registrar,Internal,,Paran Gogoi,11-Jun-2024 12:40 PM,techsummary_59921.pdf (76.25 KB),,,
,,,,,,,,,,,,,,,,.pdf,Technical forms,,,,,,,,,,,,,,,2.0,Response to query,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical forms,,,,,,,,,,,,,,,2.0,Response to query,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,230238.0,Exclusive Advertising Private Limited,INR,0.0,2.0,230304.0,DIBANG SOLUTION INDIA PRIVATE,19-Mar-2024 01:31 PM,Rejected-Technical,Technically non responsive,11-Jun-2024 12:40 PM,,,,,,,,,,,,,2.0,230149.0,PRADIP ADVERTISING & CO.,"8,61,531.45",,,,,,,,,,
,,,,,,,,,,,,,,,,.pdf,Price bid form,,,,,,,,,,,,,,,3.0,Technical Corrigendum,Technical Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Price bid form,,,,,,,,,,,,,,,3.0,Technical Corrigendum,Technical Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,230233.0,Expression 360 Services India Pvt. Ltd.,INR,0.0,3.0,230243.0,EDU PRINTERS,19-Mar-2024 01:31 PM,Rejected-Technical,Technically non responsive,11-Jun-2024 12:40 PM,,,,,,,,,,,,,3.0,230233.0,Expression 360 Services India Pvt. Ltd.,"15,32,458.92",,,,,,,,,,
,,,,,,,,,,,,,,,,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,230238.0,Exclusive Advertising Private Limited,18-Mar-2024 08:11 PM,Accepted-AOC,PBG received.Rate contract awarded.,24-Jul-2024 12:03 PM,,,,,,,,,,,,,4.0,230238.0,Exclusive Advertising Private Limited,"26,63,893.72",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,230233.0,Expression 360 Services India Pvt. Ltd.,19-Mar-2024 12:21 PM,Accepted-AOC,PBG received. Rate contract awarded.,24-Jul-2024 12:03 PM,,,,,,,,,,,,,5.0,230259.0,Tattva Creations Pvt Ltd,"10,14,012.89",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,230140.0,Insight Brandcom Pvt Ltd,16-Mar-2024 04:57 PM,Rejected-Finance,Ref financial evaluation document,11-Jun-2024 01:26 PM,,,,,,,,,,,,,6.0,230279.0,OUTREACH ADVERTISING PRIVATE LIMITED,"12,60,944.46",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,230337.0,NOVO COMPUTING,19-Mar-2024 01:45 PM,Rejected-Technical,Technically non responsive,11-Jun-2024 12:40 PM,,,,,,,,,,,,,7.0,230320.0,B P Enterprise,"27,32,823.36",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,230279.0,OUTREACH ADVERTISING PRIVATE LIMITED,19-Mar-2024 11:51 AM,Rejected-Finance,Ref financial evaluation document,11-Jun-2024 01:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,230149.0,PRADIP ADVERTISING & CO.,19-Mar-2024 12:15 PM,Rejected-Finance,Ref financial evaluation document,11-Jun-2024 01:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,230284.0,Street Smart Advertising,19-Mar-2024 12:34 PM,Rejected-Technical,Technically non responsive,11-Jun-2024 12:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,
