Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.3,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.4,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
Public Works Building and NH Department||Chief Engineer-Building - PWBNH,"Tech-II/46/2024/ 2 Dated Guwahati the 14th March, 2024",2024_PWBNH_37450_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,BID COST_BID SECURITY,23-Mar-2024 09:00 AM,12-Apr-2024 02:30 PM,23-Mar-2024 09:00 AM,12-Apr-2024 02:00 PM,NA ,NA ,23-Mar-2024 09:00 AM,12-Apr-2024 02:00 PM,23-Jul-2024 12:10 PM,"5,32,502",Yes,percentage,2.0%,Nil,Nil,1.0,Corrigendum,Technical Bid,,1.0,SBI Bank,"5,400",Nil,Nil,No,"Spl. CE, PWD(Bldg) (H AND E), Assam, Chandmari-3","O/O The CE, PWD(Bldg), Assam, Chandmari, Ghy-3","Construction of RCC Single Storey New Boys Hostel No.1 at Assam Engineering College,Jalukbari, Guwahati-13 (Provision G Plus 2)under SOPD-ODS during the year 2023-24","Construction of RCC Single Storey New Boys Hostel No.1 at Assam Engineering College,Jalukbari, Guwahati-13 (Provision G Plus 2)under SOPD-ODS during the year 2023-24",Please refer Tender documents. ,NA ,"2,66,25,100",Civil Works - Building,NA ,Tender,180.0,545.0,Jalukbari,781013.0,NA ,NA ,NA ,"O/O The CE, PWD(Bldg), Assam, Chandmari, Ghy-3",No ,No,Public Works Building and NH Department||Chief Engineer-Building - PWBNH,"Tech-II/46/2024/ 2 Dated Guwahati the 14th March, 2024",2024_PWBNH_37450_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,BID COST_BID SECURITY,23-Mar-2024 09:00 AM,12-Apr-2024 02:30 PM,23-Mar-2024 09:00 AM,12-Apr-2024 02:00 PM,NA ,NA ,23-Mar-2024 09:00 AM,12-Apr-2024 02:00 PM,23-Jul-2024 12:10 PM,"5,32,502",Yes,percentage,2.0%,Nil,Nil,1.0,Corrigendum,Technical Bid,,1.0,SBI Bank,"5,400",Nil,Nil,No,"Spl. CE, PWD(Bldg) (H AND E), Assam, Chandmari-3","O/O The CE, PWD(Bldg), Assam, Chandmari, Ghy-3","Construction of RCC Single Storey New Boys Hostel No.1 at Assam Engineering College,Jalukbari, Guwahati-13 (Provision G Plus 2)under SOPD-ODS during the year 2023-24","Construction of RCC Single Storey New Boys Hostel No.1 at Assam Engineering College,Jalukbari, Guwahati-13 (Provision G Plus 2)under SOPD-ODS during the year 2023-24",Please refer Tender documents. ,NA ,"2,66,25,100",Civil Works - Building,NA ,Tender,180.0,545.0,Jalukbari,781013.0,NA ,NA ,NA ,"O/O The CE, PWD(Bldg), Assam, Chandmari, Ghy-3",No ,No,27-Sep-2024,"INR 22,751,100",545.0,Nayan Jyoti Barman,27-Sep-2024 05:06 PM,WO_AssamEngineering.pdf (584.00 KB),1.0,232390.0,DIPANKAR BORA,INR,"22,751,100",1.0,232390.0,DIPANKAR BORA,12-Apr-2024 12:45 PM,Accepted-AOC,Work Order Issued,27-Sep-2024 05:06 PM,Finance,Summary,Nayan Jyoti Barman,23-Jul-2024 12:22 PM,finance_60957.pdf,BOQ Comparative Chart,CE PWD(Bldg),Internal,,Nayan Jyoti Barman,27-Sep-2024 05:04 PM,finsummary_60957.pdf (584.09 KB),1.0,231864.0,Nortech Power Projects Private Limited,"2,51,60,187.63",L2,Technical,Summary,Chandana Basumatary,12-Apr-2024 03:42 PM,technical_60957.pdf,CE PWD(Bldg),Internal,,Chandana Basumatary,23-Jul-2024 12:08 PM,23-Jul-2024 12:10 PM,techsummary_60957.pdf (852.00 KB),,,
,,,,,,,,,,,,,,,,.pdf,BIDDING DOCUMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,BIDDING DOCUMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,232242.0,M/s Assam Electricals,12-Apr-2024 01:02 PM,Rejected-Technical,Non-Responsive,23-Jul-2024 12:08 PM,,,,,,,,,,,,,2.0,232390.0,DIPANKAR BORA,"2,27,51,100.00",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,.pdf,TECHNICAL QUALIFICATIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,TECHNICAL QUALIFICATIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,232425.0,M/S RAHUL JAIN,12-Apr-2024 12:40 PM,Rejected-Technical,Non-Responsive,23-Jul-2024 12:08 PM,,,,,,,,,,,,,3.0,232419.0,Shankab Phukan,"2,81,69,355.00",L3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,231864.0,Nortech Power Projects Private Limited,12-Apr-2024 11:13 AM,Rejected-AOC,L2,27-Sep-2024 05:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,.pdf,FORM OF BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,FORM OF BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,232384.0,PEEYUSH BAHETI,12-Apr-2024 11:02 AM,Rejected-Technical,Non-Responsive,23-Jul-2024 12:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,232430.0,RAJIB KUMAR RAY,12-Apr-2024 12:51 PM,Rejected-Technical,Non-Responsive,23-Jul-2024 12:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,232419.0,Shankab Phukan,12-Apr-2024 11:29 AM,Rejected-AOC,L3,27-Sep-2024 05:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,232431.0,Sri Bhaben Bora,12-Apr-2024 01:57 PM,Rejected-Technical,Non-Responsive,23-Jul-2024 12:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,232231.0,VERSHA TECHNOTRADE PVT LTD,11-Apr-2024 08:30 PM,Rejected-Technical,Non-Responsive,23-Jul-2024 12:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024_PWBNH_37450_1,"Tech-II/46/2024/ 2 Dated Guwahati the 14th March, 2024","Construction of RCC Single Storey New Boys Hostel No.1 at Assam Engineering College,Jalukbari, Guwahati-13 (Provision G Plus 2)under SOPD-ODS during the year 2023-24"
