Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.3,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.4,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
Assam Power Distribution Company Ltd||CGM(PP and D) - APDCL,NO_ERP/RDSS/SD_WAN/23/5/84,2023_APDCL_31524_1,Yes,Open Tender,Turn-key,Services,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.rar,Bid Document,10-Jul-2023 03:00 PM,28-Sep-2023 03:00 PM,10-Jul-2023 03:00 PM,26-Sep-2023 03:00 PM,NA ,NA ,07-Aug-2023 03:00 PM,26-Sep-2023 03:00 PM,12-Dec-2023 03:30 PM,"25,00,000",Yes,fixed,,Nil,Nil,1.0,Tender Extension Notice,Date,,1.0,SBI Bank,"20,000",Nil,Nil,Yes,CGM(PPD),"O/o the CGM (PPD), APDCL,6th Floor Bijulee Bhawan, 781001, Guwahati, Assam",Appointment of System Implementer (SI) for SD-WAN in APDCL.,Appointment of System Implementer (SI) for SD-WAN in APDCL.,Please refer Tender documents. ,NA ,,Miscellaneous Services,NA ,Tender,180.0,1460.0,Guwahati,781001.0,Will be held online ,Please refer bid document for the link. ,20-Jul-2023 03:00 PM ,"O/o the CGM (PPD), APDCL,6th Floor Bijulee Bhawan",No ,No,Assam Power Distribution Company Ltd||CGM(PP and D) - APDCL,NO_ERP/RDSS/SD_WAN/23/5/84,2023_APDCL_31524_1,Yes,Open Tender,Turn-key,Services,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.rar,Bid Document,10-Jul-2023 03:00 PM,28-Sep-2023 03:00 PM,10-Jul-2023 03:00 PM,26-Sep-2023 03:00 PM,NA ,NA ,07-Aug-2023 03:00 PM,26-Sep-2023 03:00 PM,12-Dec-2023 03:30 PM,"25,00,000",Yes,fixed,,Nil,Nil,1.0,Tender Extension Notice,Date,,1.0,SBI Bank,"20,000",Nil,Nil,Yes,CGM(PPD),"O/o the CGM (PPD), APDCL,6th Floor Bijulee Bhawan, 781001, Guwahati, Assam",Appointment of System Implementer (SI) for SD-WAN in APDCL.,Appointment of System Implementer (SI) for SD-WAN in APDCL.,Please refer Tender documents. ,NA ,,Miscellaneous Services,NA ,Tender,180.0,1460.0,Guwahati,781001.0,Will be held online ,Please refer bid document for the link. ,20-Jul-2023 03:00 PM ,"O/o the CGM (PPD), APDCL,6th Floor Bijulee Bhawan",No ,No,09-Feb-2024,"INR 73,251,209",1460.0,Abhinab Saikia,09-Feb-2024 12:43 PM,LoaSDWAN.pdf (1237.00 KB),The total Contract value including GST as mentioned above is for four years.,1.0,196323.0,Trans Virtual Pvt Ltd,INR,"73,251,209",1.0,196334.0,Brij Systems Limited,11-Sep-2023 02:47 PM,Rejected-Technical,Rejected,07-Dec-2023 04:28 PM,Finance,Financial Bid Opening Summary,Abhinab Saikia,09-Feb-2024 12:22 PM,finance_50415.pdf,BOQ Comparative Chart,MD APDCL,Internal,,Abhinab Saikia,09-Feb-2024 12:35 PM,finsummary_50415.pdf (1361.92 KB),1.0,196053.0,Ishan Infotech Limited,"10,94,40,334.28",L6,Technical,Bid Opened on 28 sep 2023 .,Abhinab Saikia,04-Oct-2023 03:38 PM,technical_50415.pdf,MD APDCL,Internal,,Chayanika Gogoi,07-Dec-2023 04:28 PM,12-Dec-2023 03:30 PM,techsummary_50415.pdf (270.78 KB),,,
,,,,,,,,,,,,,,2.0,Finance,.xls,Price Bid Schedule,,,,,,,,,,,,,,,,2.0,Pre Bid Queries reply,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Price Bid Schedule,,,,,,,,,,,,,,,,2.0,Pre Bid Queries reply,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,196333.0,Converge Systems and Services Private Limited,11-Sep-2023 12:00 PM,Rejected-Technical,Non Responsive,07-Dec-2023 04:28 PM,,,,,,,,,,,,,2.0,196312.0,Sify Technologies Ltd,"2,67,47,150.68",L3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,Addenndum,Technical Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,Addenndum,Technical Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,202206.0,Future Netwings Solutions Pvt. Ltd.,26-Sep-2023 02:48 PM,Rejected-Finance,L5,09-Feb-2024 12:35 PM,,,,,,,,,,,,,3.0,196323.0,Trans Virtual Pvt Ltd,"1,83,12,802.32",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,196053.0,Ishan Infotech Limited,26-Sep-2023 11:41 AM,Rejected-Finance,L6,09-Feb-2024 12:35 PM,,,,,,,,,,,,,4.0,198397.0,Netcon Technologies India Private Limited,"2,23,75,750.00",L2,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,196327.0,M/s Takyon Networks Pvt. Ltd,11-Sep-2023 01:49 PM,Rejected-Technical,Rejected,07-Dec-2023 04:28 PM,,,,,,,,,,,,,5.0,202206.0,Future Netwings Solutions Pvt. Ltd.,"8,09,09,999.00",L5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,198397.0,Netcon Technologies India Private Limited,26-Sep-2023 01:26 PM,Rejected-Finance,L2,09-Feb-2024 12:35 PM,,,,,,,,,,,,,6.0,202350.0,Parity Infotech Solutions Private Limited,"3,48,27,659.36",L4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,202350.0,Parity Infotech Solutions Private Limited,26-Sep-2023 02:53 PM,Rejected-Finance,L4,09-Feb-2024 12:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,196312.0,Sify Technologies Ltd,26-Sep-2023 01:44 PM,Rejected-Finance,L3,09-Feb-2024 12:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,196323.0,Trans Virtual Pvt Ltd,11-Sep-2023 10:38 AM,Accepted-AOC,L1 Bidder,12-Feb-2024 06:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023_APDCL_31524_1,NO_ERP/RDSS/SD_WAN/23/5/84,Appointment of System Implementer (SI) for SD-WAN in APDCL.
