Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.3,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
BODOLAND UNIVERSITY,BU/Engg/V.E.B.B.H/2023/143,2023_BODOU_34887_1,Yes,Open Tender,Works,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical qualification documents,26-Dec-2023 10:30 AM,12-Jan-2024 12:00 PM,26-Dec-2023 10:30 AM,11-Jan-2024 12:00 PM,26-Dec-2023 10:30 AM ,11-Jan-2024 10:00 AM ,26-Dec-2023 10:30 AM,11-Jan-2024 12:00 PM,13-Jan-2024 01:40 PM,"2,31,232",Yes,percentage,2.0%,Nil,Nil,1.0,SBI Bank,"4,200",Nil,Nil,Yes,REGISTRAR,Bodoland University Kokrajhar,Construction of Vertical Extension of Burlungbuthur hall of residence Boys hostel at Bodoland University Kokrajhar BTC Assam,Construction of Construction of Vertical Extension of Burlungbuthur hall of residence Boys hostel at Bodoland University Kokrajhar BTC Assam,Please refer Tender documents. ,NA ,"1,15,61,604",Civil Works - Building,NA ,Tender,180.0,545.0,BODOLAND UNIVERSITY KOKRAJHAR BTC,783370.0,NA ,NA ,NA ,BODOLAND UNIVERSITY,No ,No,BODOLAND UNIVERSITY,BU/Engg/V.E.B.B.H/2023/143,2023_BODOU_34887_1,Yes,Open Tender,Works,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical qualification documents,26-Dec-2023 10:30 AM,12-Jan-2024 12:00 PM,26-Dec-2023 10:30 AM,11-Jan-2024 12:00 PM,26-Dec-2023 10:30 AM ,11-Jan-2024 10:00 AM ,26-Dec-2023 10:30 AM,11-Jan-2024 12:00 PM,13-Jan-2024 01:40 PM,"2,31,232",Yes,percentage,2.0%,Nil,Nil,1.0,SBI Bank,"4,200",Nil,Nil,Yes,REGISTRAR,Bodoland University Kokrajhar,Construction of Vertical Extension of Burlungbuthur hall of residence Boys hostel at Bodoland University Kokrajhar BTC Assam,Construction of Construction of Vertical Extension of Burlungbuthur hall of residence Boys hostel at Bodoland University Kokrajhar BTC Assam,Please refer Tender documents. ,NA ,"1,15,61,604",Civil Works - Building,NA ,Tender,180.0,545.0,BODOLAND UNIVERSITY KOKRAJHAR BTC,783370.0,NA ,NA ,NA ,BODOLAND UNIVERSITY,No ,No,02-Feb-2024,"INR 9,827,363.4",545.0,DERHASAT MACHAHARY,02-Feb-2024 12:55 PM,AOCBoys.pdf (122.00 KB),Work Order,1.0,219666.0,ARJUN NARZARY,INR,"9,827,363.4",1.0,220306.0,Achinta Brahma,11-Jan-2024 11:04 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,13-Jan-2024 01:12 PM,Finance,Financial Bid Opened,DERHASAT MACHAHARY,02-Feb-2024 12:36 PM,finance_56574.pdf,BOQ Comparative Chart,Dr.Subung Basumatary,Internal,"Assistant Engineer, Finance Officer, Prog. H Bailung,",DERHASAT MACHAHARY,02-Feb-2024 12:46 PM,finsummary_56574.pdf (111.67 KB),1.0,219666.0,ARJUN NARZARY,"98,27,363.40",L1,Technical,Technical Bid Opened,PARTHAJIT ROY,13-Jan-2024 01:12 PM,technical_56574.pdf,Registrar,Internal,"Finance Officer, Prof.H.Bilung, Assistant Engineer",PARTHAJIT ROY,13-Jan-2024 01:21 PM,13-Jan-2024 01:40 PM,techsummary_56574.pdf (120.37 KB),,,
,,,,,,,,,,,,,,,,.pdf,Bidding Documents with seal and signature of the bidders in each page,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bidding Documents with seal and signature of the bidders in each page,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,219666.0,ARJUN NARZARY,11-Jan-2024 10:53 AM,Accepted-AOC,Lowest Bidder,02-Feb-2024 06:21 PM,,,,,,,,,,,,,2.0,219673.0,DHARAMSING NARZARY,"98,31,687.00",L2,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,219740.0,Ashok Boro,11-Jan-2024 06:47 AM,Rejected-AOC,fifth,02-Feb-2024 06:21 PM,,,,,,,,,,,,,3.0,219677.0,PINKU NARZARY,"98,38,499.96",L3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,.pdf,FOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,FOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,220209.0,BIRKHANG BORO,11-Jan-2024 11:53 AM,Rejected-AOC,sixth,02-Feb-2024 06:21 PM,,,,,,,,,,,,,4.0,219740.0,Ashok Boro,"1,09,83,523.80",L5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,219673.0,DHARAMSING NARZARY,10-Jan-2024 08:52 PM,Rejected-AOC,2nd,02-Feb-2024 06:21 PM,,,,,,,,,,,,,5.0,220093.0,Tirupati Construction Co,"10,98,352.80",L5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,219771.0,DIPAYAN NARZARY,11-Jan-2024 01:04 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,13-Jan-2024 01:12 PM,,,,,,,,,,,,,6.0,220209.0,BIRKHANG BORO,"1,15,61,604.00",L6,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,220361.0,Narayan Ch. Brahma,11-Jan-2024 06:06 AM,Rejected-AOC,fourth,02-Feb-2024 06:21 PM,,,,,,,,,,,,,7.0,220361.0,Narayan Ch. Brahma,"1,00,58,598.48",L4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,219677.0,PINKU NARZARY,10-Jan-2024 08:58 PM,Rejected-AOC,3rd,02-Feb-2024 06:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,220093.0,Tirupati Construction Co,11-Jan-2024 07:37 AM,Rejected-AOC,fifth,02-Feb-2024 06:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023_BODOU_34887_1,BU/Engg/V.E.B.B.H/2023/143,Construction of Vertical Extension of Burlungbuthur hall of residence Boys hostel at Bodoland University Kokrajhar BTC Assam
