Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.3,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
National Health Mission||State Programme Management Unit - NHM,NHM-32043/1/2024-CONS-NHM,2024_NHM_36513_6,Yes,Open Tender,Turn-key,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,SBD,23-Feb-2024 09:00 AM,05-Mar-2024 03:30 PM,23-Feb-2024 09:00 AM,04-Mar-2024 02:00 PM,NA ,NA ,23-Feb-2024 09:00 AM,04-Mar-2024 02:00 PM,11-Jun-2024 03:30 PM,"2,00,000",Yes,percentage,2.0%,Nil,Nil,1.0,SBI Bank,"2,000",Nil,Nil,No,"O/o MD, NHM, Assam","MD, NHM, Assam","Construction of BPHU at Jaleswar MH and Kuchdhowa SD in Goalpara District under PM ABHIM for the FY 2023-24 under NHM, Assam on Turnkey Basis Group no-7(2 nos. of Scheme in Goalpara District)","Construction of BPHU at Jaleswar MH and Kuchdhowa SD in Goalpara District under PM ABHIM for the FY 2023-24 under NHM, Assam on Turnkey Basis Group no-7(2 nos. of Scheme in Goalpara District)",Please refer Tender documents. ,NA ,"1,00,00,000",Civil Works - Building,NA ,Tender,180.0,270.0,Goalpara,781005.0,NA ,NA ,NA ,"O/o MD, NHM, Assam",No ,No,National Health Mission||State Programme Management Unit - NHM,NHM-32043/1/2024-CONS-NHM,2024_NHM_36513_6,Yes,Open Tender,Turn-key,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,SBD,23-Feb-2024 09:00 AM,05-Mar-2024 03:30 PM,23-Feb-2024 09:00 AM,04-Mar-2024 02:00 PM,NA ,NA ,23-Feb-2024 09:00 AM,04-Mar-2024 02:00 PM,11-Jun-2024 03:30 PM,"2,00,000",Yes,percentage,2.0%,Nil,Nil,1.0,SBI Bank,"2,000",Nil,Nil,No,"O/o MD, NHM, Assam","MD, NHM, Assam","Construction of BPHU at Jaleswar MH and Kuchdhowa SD in Goalpara District under PM ABHIM for the FY 2023-24 under NHM, Assam on Turnkey Basis Group no-7(2 nos. of Scheme in Goalpara District)","Construction of BPHU at Jaleswar MH and Kuchdhowa SD in Goalpara District under PM ABHIM for the FY 2023-24 under NHM, Assam on Turnkey Basis Group no-7(2 nos. of Scheme in Goalpara District)",Please refer Tender documents. ,NA ,"1,00,00,000",Civil Works - Building,NA ,Tender,180.0,270.0,Goalpara,781005.0,NA ,NA ,NA ,"O/o MD, NHM, Assam",No ,No,10-Sep-2024,"INR 8,500,000",270.0,Dipankar Barman,10-Sep-2024 04:45 PM,WOGoalparaBPHU.pdf (189.00 KB),work allotted,1.0,228025.0,Chanmahmud Ali,INR,"8,500,000",1.0,227592.0,Alokesh Bhuyan,04-Mar-2024 01:21 PM,Rejected-Technical,Not admitted,11-Jun-2024 03:20 PM,Finance,Financial bid opened,Dipankar Barman,10-Sep-2024 04:34 PM,None,BOQ Comparative Chart,osd,Internal,,Dipankar Barman,10-Sep-2024 04:40 PM,finsummary_59771.pdf (188.59 KB),1.0,228025.0,Chanmahmud Ali,"85,00,000.00",L1,Technical,technical evaluation,Dipankar Barman,11-Jun-2024 03:09 PM,None,OSD,Internal,,Dipankar Barman,11-Jun-2024 03:20 PM,11-Jun-2024 03:30 PM,techsummary_59771.pdf (2148.47 KB),,,
,,,,,,,,,,,,,,,,.pdf,EMD AND TENDER FEE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EMD AND TENDER FEE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,227940.0,AMIN MOIDUL ISLAM,03-Mar-2024 05:52 PM,Rejected-Technical,Not admitted,11-Jun-2024 03:20 PM,,,,,,,,,,,,,2.0,228141.0,Dhruba Talukdar,"94,95,400.00",L3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,.pdf,TECHNICAL QUALIFICATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,TECHNICAL QUALIFICATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,228773.0,ANISUR RAHMAN,04-Mar-2024 10:52 AM,Rejected-Finance,Not admitted,10-Sep-2024 04:40 PM,,,,,,,,,,,,,3.0,228773.0,ANISUR RAHMAN,"86,90,000.00",L2,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,228779.0,BUILD ANGLE,04-Mar-2024 01:39 PM,Rejected-Finance,Not admitted,10-Sep-2024 04:40 PM,,,,,,,,,,,,,4.0,228779.0,BUILD ANGLE,"97,50,000.00",L4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,.pdf,FOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,FOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,228025.0,Chanmahmud Ali,04-Mar-2024 01:08 PM,Accepted-AOC,work allotted,10-Sep-2024 04:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,228141.0,Dhruba Talukdar,04-Mar-2024 12:23 PM,Rejected-Finance,Not admitted,10-Sep-2024 04:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,228533.0,Dream Enterprise,04-Mar-2024 12:45 PM,Rejected-Technical,Not admitted,11-Jun-2024 03:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,228579.0,Nozrul Islam,04-Mar-2024 11:01 AM,Rejected-Technical,Not admitted,11-Jun-2024 03:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,228839.0,RAJENDRA MALLA,04-Mar-2024 01:24 PM,Rejected-Technical,Not admitted,11-Jun-2024 03:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,228658.0,SALEH UDDIN,04-Mar-2024 11:28 AM,Rejected-Technical,Not admitted,11-Jun-2024 03:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
