Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No.1,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.3,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
"Pr. Chief Conservator of Forest and Head of Forest Force||Chief Conservator of Forests (Upper Assam Zone)||Northern Assam Circle, Tezpur||Nagaon South Division",FNST/B/CAMPA/Tender/04,2023_PCCF_33288_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical Qualification Document,27-Oct-2023 10:00 AM,28-Nov-2023 02:30 PM,28-Oct-2023 10:00 AM,27-Nov-2023 04:00 PM,NA ,NA ,28-Oct-2023 10:00 AM,27-Nov-2023 04:00 PM,20-Jan-2024 03:00 PM,"74,561",Yes,percentage,2.0%,Nil,Nil,1.0,SBI Bank,"1,000",Nil,Nil,Yes,DFO,"DFO, NSD Hojai",Construction of Forester - I Quarter,Construction of Forester - I Quarter,Please refer Tender documents. ,NA ,"37,28,055",Civil Works - Building,NA ,Tender,120.0,120.0,"Kumurakata under K.V. Range, Hojai",782435.0,"O/o DFO, NSD, Hojai ","O/o DFO, NSD, Hojai ",06-Nov-2023 02:00 PM ,"O/o DFO, NSD, Hojai",No ,No,"Pr. Chief Conservator of Forest and Head of Forest Force||Chief Conservator of Forests (Upper Assam Zone)||Northern Assam Circle, Tezpur||Nagaon South Division",FNST/B/CAMPA/Tender/04,2023_PCCF_33288_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical Qualification Document,27-Oct-2023 10:00 AM,28-Nov-2023 02:30 PM,28-Oct-2023 10:00 AM,27-Nov-2023 04:00 PM,NA ,NA ,28-Oct-2023 10:00 AM,27-Nov-2023 04:00 PM,20-Jan-2024 03:00 PM,"74,561",Yes,percentage,2.0%,Nil,Nil,1.0,SBI Bank,"1,000",Nil,Nil,Yes,DFO,"DFO, NSD Hojai",Construction of Forester - I Quarter,Construction of Forester - I Quarter,Please refer Tender documents. ,NA ,"37,28,055",Civil Works - Building,NA ,Tender,120.0,120.0,"Kumurakata under K.V. Range, Hojai",782435.0,"O/o DFO, NSD, Hojai ","O/o DFO, NSD, Hojai ",06-Nov-2023 02:00 PM ,"O/o DFO, NSD, Hojai",No ,No,24-Feb-2024,"INR 3,355,249.5",120.0,Salim Ahmed,24-Feb-2024 12:31 PM,AOC.pdf (441.00 KB),1.0,212508.0,M/S BHOWMIK ENTERPRISE,INR,"3,355,249.5",1.0,212742.0,J D ASSOCIATES,27-Nov-2023 03:46 PM,Rejected-Finance,Annual turnover less then the others,31-Jan-2024 01:02 PM,Finance,Financial bid has been opened,Salim Ahmed,20-Jan-2024 04:20 PM,None,BOQ Comparative Chart,Kanak Baishya,Internal,Champak Deka ACF Salim Ahmed ACF Dulal Borah RO Protection Range,Salim Ahmed,31-Jan-2024 01:02 PM,finsummary_53700.pdf (320.41 KB),1.0,212324.0,RITUPON BARUAH,"33,55,249.50",3.0,Technical,Technical bid has been opened,Kanak Baishya,29-Nov-2023 01:06 PM,None,Kanak Baishya,Internal,,Kanak Baishya,18-Jan-2024 04:30 PM,20-Jan-2024 03:00 PM,techsummary_53700.pdf (1197.74 KB),,,
,,,,,,,,,,,,,,,,.pdf,Bid document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bid document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,212421.0,M/S A K Traders,25-Nov-2023 09:00 PM,Rejected-Technical,IT return not submitted individual PAN card provided instead of Firm,18-Jan-2024 04:30 PM,,,,,,,,,,,,,2.0,212508.0,M/S BHOWMIK ENTERPRISE,"33,55,249.50",1.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,212508.0,M/S BHOWMIK ENTERPRISE,27-Nov-2023 02:01 AM,Accepted-AOC,AOC,24-Feb-2024 12:32 PM,,,,,,,,,,,,,3.0,212742.0,J D ASSOCIATES,"33,55,249.50",2.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,212275.0,M/S MAHAABALA CONSTRUCTION PVT. LTD.,24-Nov-2023 06:00 PM,Rejected-Technical,Signed bid documents and certificate for tools and equipments not submitted,18-Jan-2024 04:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,212503.0,Nayanjyoti Talukdar,26-Nov-2023 05:10 PM,Rejected-Technical,Financial soundness Liquid asset certificate is old and Certificate of Technical person is incomplete,18-Jan-2024 04:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,212324.0,RITUPON BARUAH,25-Nov-2023 02:21 PM,Rejected-Finance,Annual turnover less then the others,31-Jan-2024 01:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,210742.0,Sri Krishna Barman,24-Nov-2023 12:19 PM,Rejected-Technical,Signed bid documents and certificate for tools and equipments not submitted,18-Jan-2024 04:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,212522.0,Sri Pulin Gogoi,26-Nov-2023 07:27 PM,Rejected-Technical,In the letter of Bid the bidder name is Unique System and EMD paid on the name of Pulin Gogoi Also certificate for tools equipments not submitted,18-Jan-2024 04:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,212375.0,S S ENTERPRISE,25-Nov-2023 08:43 PM,Rejected-Technical,individual PAN Card provided instead of Firm EMD paid in exempted rate signed bid documents not uploaded technical person certificate is incomplete,18-Jan-2024 04:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023_PCCF_33288_1,FNST/B/CAMPA/Tender/04,Construction of Forester - I Quarter
