Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.3,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
"Pr. Chief Conservator of Forest and Head of Forest Force||Chief Conservator of Forests (Upper Assam Zone)||Northern Assam Circle, Tezpur||Lakhimpur Division",FLKT/B/CAMPA/Tender/2023/255,2023_PCCF_32957_1,Yes,Open Tender,Works,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Bid Documents,19-Oct-2023 03:00 PM,20-Nov-2023 02:30 PM,20-Oct-2023 10:00 AM,18-Nov-2023 04:00 PM,NA ,NA ,20-Oct-2023 10:00 AM,18-Nov-2023 04:00 PM,07-Dec-2023 11:00 AM,"95,536",Yes,percentage,2.0%,Nil,Nil,1.0,SBI Bank,"1,000",Nil,Nil,Yes,DFO Lakhimpur Division,DFO Office Lakhimpur Division Japisajia,Installation of Chain link Goat poof fencing with RCC post,Installation of chain linked goat poof fencing 4 ht with 10 gauge 3 dia link with 3 stand barbed wire to be fitted on pre cast RCC pillars including transportation fitting and fixing for 2800 RM,Please refer Tender documents. ,NA ,"47,76,800",Agricultural or Forestry,NA ,Tender,120.0,120.0,Pabha RF,787001.0,DFO Office ,DFO Office Japisajia North Lakhimpur ,27-Oct-2023 02:00 PM ,DFO Office Lakhimpur Division,No ,No,"Pr. Chief Conservator of Forest and Head of Forest Force||Chief Conservator of Forests (Upper Assam Zone)||Northern Assam Circle, Tezpur||Lakhimpur Division",FLKT/B/CAMPA/Tender/2023/255,2023_PCCF_32957_1,Yes,Open Tender,Works,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Bid Documents,19-Oct-2023 03:00 PM,20-Nov-2023 02:30 PM,20-Oct-2023 10:00 AM,18-Nov-2023 04:00 PM,NA ,NA ,20-Oct-2023 10:00 AM,18-Nov-2023 04:00 PM,07-Dec-2023 11:00 AM,"95,536",Yes,percentage,2.0%,Nil,Nil,1.0,SBI Bank,"1,000",Nil,Nil,Yes,DFO Lakhimpur Division,DFO Office Lakhimpur Division Japisajia,Installation of Chain link Goat poof fencing with RCC post,Installation of chain linked goat poof fencing 4 ht with 10 gauge 3 dia link with 3 stand barbed wire to be fitted on pre cast RCC pillars including transportation fitting and fixing for 2800 RM,Please refer Tender documents. ,NA ,"47,76,800",Agricultural or Forestry,NA ,Tender,120.0,120.0,Pabha RF,787001.0,DFO Office ,DFO Office Japisajia North Lakhimpur ,27-Oct-2023 02:00 PM ,DFO Office Lakhimpur Division,No ,No,05-Jan-2024,"INR 4,299,120",90.0,ASHOK KUMAR DEV CHOUDHURY,05-Jan-2024 02:38 PM,AwardofContract.pdf (268.00 KB),Award of Contract,1.0,210684.0,Anurag Baishya,INR,"4,299,120",1.0,210684.0,Anurag Baishya,16-Nov-2023 04:36 PM,Accepted-AOC,successfully completed two project of CAMPA,05-Jan-2024 04:42 PM,Finance,Financial bid opened and five nos. bids admitted,ASHOK KUMAR DEV CHOUDHURY,07-Dec-2023 11:34 AM,finance_53008.pdf,BOQ Comparative Chart,Ashok Kumar Das ACF,Internal,Gunajit Talukdar Forest Ranger and Harish Ch. Nath Forest Ranger,ASHOK KUMAR DEV CHOUDHURY,05-Jan-2024 01:45 PM,finsummary_53008.pdf (318.72 KB),1.0,210640.0,Purna kanta Hazarika,"44,90,192.00",L2,Technical,Technical Bid opened and found 11 nos. bids,Ashok Kumar Das,20-Nov-2023 04:22 PM,technical_53008.pdf,"Ashok Kumar Das, ACF",Internal,"Harish Ch Nath, FR and Gunajeet Talukdar, FR",ASHOK KUMAR DEV CHOUDHURY,06-Dec-2023 04:52 PM,07-Dec-2023 11:00 AM,techsummary_53008.pdf (231.50 KB),,,
,,,,,,,,,,,,,,,,.pdf,Additional Documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Additional Documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,210468.0,DIMBESWAR BORAH,16-Nov-2023 05:45 PM,Rejected-Technical,Due to invalied labour license,06-Dec-2023 04:52 PM,,,,,,,,,,,,,2.0,210684.0,Anurag Baishya,"42,99,120.00",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2.0,Finance,.xls,Price Bid (BOQ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Price Bid (BOQ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,210927.0,DUL SAIKIA,18-Nov-2023 11:05 AM,Rejected-Finance,Bidder is found L3,05-Jan-2024 01:45 PM,,,,,,,,,,,,,3.0,210849.0,Siddique Ahmed,"42,99,120.00",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,210914.0,JAGADISH SONOWAL,18-Nov-2023 10:08 AM,Rejected-AOC,Lowest Annual Turnover and works experience,05-Jan-2024 04:42 PM,,,,,,,,,,,,,4.0,210914.0,JAGADISH SONOWAL,"42,99,120.00",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,210560.0,J D ASSOCIATES,17-Nov-2023 06:05 PM,Rejected-Technical,Affidavit on ITB para 5.4 and Qual-6 is absent,06-Dec-2023 04:52 PM,,,,,,,,,,,,,5.0,210927.0,DUL SAIKIA,"45,37,960.00",L3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,210652.0,MARCANTILE SYSTEM,16-Nov-2023 02:59 PM,Rejected-Technical,"Due to invalied labour license, not presenting affidavit on ITB para 5.4",06-Dec-2023 04:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,210866.0,Nayanjyoti Talukdar,17-Nov-2023 05:58 PM,Rejected-Technical,Due to invalied labour license,06-Dec-2023 04:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,210640.0,Purna kanta Hazarika,17-Nov-2023 12:37 PM,Rejected-Finance,Bidder is found L2,05-Jan-2024 01:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,210849.0,Siddique Ahmed,18-Nov-2023 02:57 PM,Rejected-AOC,Settle another works,05-Jan-2024 04:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,210471.0,S S ENTERPRISE,16-Nov-2023 10:52 AM,Rejected-Technical,Due to not presenting ITB para 5.4 and Form 1.1,06-Dec-2023 04:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
