Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Value,Rank,Financial Bid Opening Date:
Urban Development Department||Directorate of Municipality Administration - UDD||Jorhat Municipal Board,JMB/6714-28,2024_UDD_35785_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical Documents,30-Jan-2024 10:00 AM,14-Feb-2024 01:00 PM,30-Jan-2024 10:00 AM,13-Feb-2024 03:00 PM,NA ,NA ,30-Jan-2024 10:00 AM,13-Feb-2024 03:00 PM,06-Mar-2024 11:35 AM,"43,940",Yes,percentage,2.0%,Nil,Nil,1.0,SBI Bank,"2,000",Nil,Nil,No,Chairparson/EO Jorhat Municipal Board,"O/O Jorhat Municipal Board, Jorhat",Construction of Fancy Ali AT Road Mohoram Field in ward no.2 (Phase-I),Construction of Fancy Ali AT Road Mohoram Field in ward no.2 (Phase-I),Please refer Tender documents. ,NA ,"21,97,000",Civil Works – Roads,NA ,Tender,180.0,90.0,JORHAT,785001.0,NA ,NA ,NA ,"O/O Jorhat Municipal Board, Jorhat",No ,No,27-Mar-2024,"INR 2,087,150",90.0,Rajib Hatibaruah,28-Mar-2024 11:26 AM,Hemen.pdf (126.00 KB),Formal work order,225059.0,Hemen Das,INR,"2,087,150",13-Feb-2024 12:10 PM,Rejected-Technical,Rejected,06-Mar-2024 11:31 AM,Finance,Financial Summary,23-Mar-2024 07:49 PM,finance_58510.pdf,BOQ Comparative Chart,Lakhimi Khargharia Chairperson JMB,Internal,,"20,87,150.00",L-I,06-Mar-2024 11:35 AM
,,,,,,,,,,,,,,,,.pdf,SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13-Feb-2024 11:10 AM,Rejected-Technical,Rejected,06-Mar-2024 11:31 AM,,,,,,,,,"20,87,152.44",L-II,
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13-Feb-2024 01:01 AM,Rejected-AOC,Rejected,28-Mar-2024 11:26 AM,,,,,,,,,"20,87,150.00",L-I,
,,,,,,,,,,,,,,,,.pdf,FOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13-Feb-2024 11:13 AM,Accepted-AOC,Accepted,28-Mar-2024 11:26 AM,,,,,,,,,"20,87,150.00",L-I,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12-Feb-2024 10:41 PM,Rejected-Technical,Rejected,06-Mar-2024 11:31 AM,,,,,,,,,"20,87,150.00",L-I,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13-Feb-2024 12:43 PM,Rejected-AOC,Rejected,28-Mar-2024 11:26 AM,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13-Feb-2024 02:45 PM,Rejected-AOC,Rejected,28-Mar-2024 11:26 AM,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13-Feb-2024 01:40 PM,Rejected-Technical,Rejected,06-Mar-2024 11:31 AM,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10-Feb-2024 03:26 PM,Rejected-Technical,Rejected,06-Mar-2024 11:31 AM,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13-Feb-2024 01:50 PM,Rejected-AOC,Rejected,28-Mar-2024 11:26 AM,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13-Feb-2024 11:04 AM,Rejected-Technical,Rejected,06-Mar-2024 11:31 AM,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
