Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Value,Rank,Financial Bid Opening Date:
Public Works Roads Department,SE(GSSC)TB-01/NIT/2021/62 dated 19.06.2024,2024_PWD_37665_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Online Payment Receipt,20-Jun-2024 02:00 PM,12-Jul-2024 10:00 AM,20-Jun-2024 02:00 PM,11-Jul-2024 02:00 PM,NA ,NA ,20-Jun-2024 02:00 PM,11-Jul-2024 02:00 PM,25-Jul-2024 12:05 PM,"39,600",Yes,fixed,,Nil,Nil,1.0,SBI Bank,600.0,Nil,Nil,No,Superintending Engineer,"O/O The Superintending Engineer, PWD, Goalpara and South Salmara Roads Circle, Goalpara","Rd Safety Measures (Sign Boards, Road Markings, Speed Breakers) for various locations at SH-46 and Abandoned NH under PWRD, Glp East and Jaleswar TR Division, Glp for the year 2023-24 under Assam Road Safety Fund. Package No. Rd.safety_GSSRC_02","Rd Safety Measures (Sign Boards, Road Markings, Speed Breakers) for various locations at SH-46 and Abandoned NH under PWRD, Glp East and Jaleswar TR Division, Glp for the year 2023-24 under Assam Road Safety Fund. Package No. Rd.safety_GSSRC_02",Please refer Tender documents. ,NA ,"19,77,996",Civil Works – Roads,NA ,Tender,90.0,90.0,Goalpara,783121.0,NA ,NA ,NA ,"O/O The S.E.PWD, Glp and SS Road Circle, Glp",No ,No,03-Sep-2024,"INR 1,977,996",90.0,Kulendra Boro,03-Sep-2024 03:42 PM,AOC_02.pdf (114.00 KB),234620.0,DSK CONSTRUCTION,INR,"1,879,096.2",10-Jul-2024 10:15 AM,Rejected-AOC,L1,03-Sep-2024 03:44 PM,Finance,13 Nos Bid admitted,03-Sep-2024 03:05 PM,finance_61282.pdf,BOQ Comparative Chart,SE,Internal,"SE, AEE, JE","18,79,096.20",L1,25-Jul-2024 12:05 PM
,,,,,,,,,,,,,,,,.pdf,Technical Qualification Details,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06-Jul-2024 11:06 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,25-Jul-2024 11:51 AM,,,,,,,,,"18,79,096.20",L1,
,,,,,,,,,,,,,,,,.pdf,Standard Bidding Documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11-Jul-2024 01:05 PM,Accepted-AOC,L1,03-Sep-2024 03:44 PM,,,,,,,,,"18,79,096.20",L1,
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09-Jul-2024 05:35 PM,Rejected-AOC,L2,03-Sep-2024 03:44 PM,,,,,,,,,"18,79,096.20",L1,
,,,,,,,,,,,,,,,,.pdf,FOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10-Jul-2024 03:36 PM,Rejected-AOC,L2,03-Sep-2024 03:44 PM,,,,,,,,,"18,79,096.24",L2,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10-Jul-2024 10:42 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,25-Jul-2024 11:51 AM,,,,,,,,,"18,79,096.20",L1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09-Jul-2024 05:30 PM,Rejected-AOC,L1,03-Sep-2024 03:44 PM,,,,,,,,,"18,79,096.20",L1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11-Jul-2024 10:54 AM,Rejected-AOC,L1,03-Sep-2024 03:44 PM,,,,,,,,,"18,79,096.20",L1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09-Jul-2024 01:56 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,25-Jul-2024 11:51 AM,,,,,,,,,"18,79,096.20",L1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10-Jul-2024 07:54 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,25-Jul-2024 11:51 AM,,,,,,,,,"18,79,096.20",L1,
