Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Value,Rank,Financial Bid Opening Date:
Welfare of Plain Tribes and Backward Classes||Director - WPT and BC||Thengal Kachari Autonomous Council,TKAC 73/2018,2019_WPTBC_11286_1,Yes,Open Tender,Supply,Goods,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Scan Copy Tender Cost and EMD,22-Jan-2019 01:00 PM,28-Jan-2019 04:00 PM,22-Jan-2019 01:00 PM,28-Jan-2019 01:00 PM,NA ,NA ,22-Jan-2019 05:00 PM,28-Jan-2019 01:00 PM,11-Feb-2019 11:00 AM,"1,00,000",Yes,fixed,,Principal Secretary TKAC Titabar,Jorhat,1.0,Corrigendum For 2019_WPTBC_11286_1,Other,,DD - Demand Draft,"2,000",Principal Secretary TKAC Titabar,Jorhat,No,Principal Secretary TKAC,Principal Secretary Thengal Kachari Autonomous Council Assam Titabar,SUPPLY OF ITEMS For the Year 2018-19 Re,SUPPLY OF ITEMS For the Year 2018-19 Re,Please refer Tender documents. ,NA ,0.0,Miscellaneous Goods,NA ,Tender,90.0,365.0,Jorhat,785001.0,O/o Principal Secretary TKAC ,O/o Principal Secretary TKAC ,24-Jan-2019 03:00 PM ,O/o Principal Secretary TKAC,No ,No,1.0,20-Mar-2024,"INR 22,471",365.0,Chayanika Das,20-Mar-2024 12:26 PM,OrderTrinayan.pdf (1348.00 KB),53037.0,Trinayan and Co.,INR,"22,471",27-Jan-2019 06:10 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,11-Feb-2019 10:38 AM,Finance,Online Verified and Accepted for Financial Evaluation,12-Feb-2019 01:35 PM,,BOQ Comparative Chart,PS TKAC,Internal,,"49,752.00",L2,11-Feb-2019 11:00 AM
,,,,,,,,,,,,,,,,.pdf,Scan Copy of All Technical Qualification Documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-Jan-2019 08:50 AM,Rejected-Finance,Rejected,20-Mar-2024 12:24 PM,,,,,,,,,"22,471.00",L1,
,,,,,,,,,,,,,,,,.pdf,Tender Documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-Jan-2019 12:11 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,11-Feb-2019 10:38 AM,,,,,,,,,"54,887.00",L3,
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-Jan-2019 10:30 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,11-Feb-2019 10:38 AM,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-Jan-2019 10:49 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,11-Feb-2019 10:38 AM,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27-Jan-2019 09:00 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,11-Feb-2019 10:38 AM,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27-Jan-2019 09:16 PM,Rejected-Finance,Rejected,20-Mar-2024 12:24 PM,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27-Jan-2019 08:47 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,11-Feb-2019 10:38 AM,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-Jan-2019 09:50 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,11-Feb-2019 10:38 AM,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27-Jan-2019 05:17 PM,Accepted-AOC,Awarded,20-Mar-2024 12:26 PM,,,,,,,,,,,
