Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Value,Rank,Financial Bid Opening Date:
Public Works Roads Department,CE/CW/20/2023-24-Nagariya(GMC),2023_PWD_33242_18,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical qualification details,25-Oct-2023 12:00 PM,14-Nov-2023 02:30 PM,25-Oct-2023 12:00 PM,14-Nov-2023 02:00 PM,25-Oct-2023 12:00 PM ,14-Nov-2023 09:00 AM ,25-Oct-2023 04:00 PM,14-Nov-2023 02:00 PM,19-Dec-2023 09:00 AM,"4,64,000",Yes,fixed,,Nil,Nil,1.0,SBI Bank,"4,600",Nil,Nil,No,"Chief Engineer, PWD(Roads), Assam","O/o the Chief Engineer, PWD(Roads), Assam",Gr. No. MMNPPNA/GMC/11/18,Re-construction of road from Ghakhirchouk to Gosaigaon via Francis D Assisi Senior Sec. School (Ch. 0.00m to Ch. 950.00m) (Ward No. 11 ) under Mukhya Mantrir Nagoriya Paki Path Nirman Aachoni (MMNPPNA) for the year 2023-24,Please refer Tender documents. ,NA ,"2,31,93,000",Civil Works – Roads,NA ,Tender,180.0,180.0,Guwahati,781014.0,NA ,NA ,NA ,"O/o the Chief Engineer, PWD(Roads), Assam",No ,No,16-Mar-2024,"INR 20,873,700",180.0,Munindra Barman,16-Mar-2024 02:45 PM,AOC_MMNPPNA_18.pdf (688.00 KB),210338.0,Partha Thakuria,INR,"20,873,700",14-Nov-2023 01:24 PM,Rejected-AOC,Not awarded,16-Mar-2024 02:45 PM,Finance,Fin_op,19-Dec-2023 12:01 PM,,BOQ Comparative Chart,S. Shyam,Internal,,"2,08,73,700.00",L1,19-Dec-2023 09:00 AM
,,,,,,,,,,,,,,,,.pdf,SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14-Nov-2023 12:21 PM,Rejected-AOC,Not awarded,16-Mar-2024 02:45 PM,,,,,,,,,"2,08,73,700.00",L1,
,,,,,,,,,,,,,,2.0,Finance,.pdf,Form of Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10-Nov-2023 01:21 PM,Rejected-AOC,Not awarded,16-Mar-2024 02:45 PM,,,,,,,,,"2,08,72,700.00",L2,
,,,,,,,,,,,,,,,,.xls,Bill of Quantities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12-Nov-2023 11:12 AM,Rejected-AOC,Not awarded,16-Mar-2024 02:45 PM,,,,,,,,,"2,08,73,700.00",L1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13-Nov-2023 11:15 PM,Accepted-AOC,Awarded,16-Mar-2024 02:45 PM,,,,,,,,,"2,08,73,700.00",L1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13-Nov-2023 08:35 PM,Rejected-AOC,Not awarded,16-Mar-2024 02:45 PM,,,,,,,,,"2,08,73,700.00",L1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13-Nov-2023 08:18 PM,Rejected-AOC,Not awarded,16-Mar-2024 02:45 PM,,,,,,,,,"2,08,73,700.00",L1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14-Nov-2023 01:23 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,18-Dec-2023 05:17 PM,,,,,,,,,"2,08,73,700.00",L1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14-Nov-2023 01:11 PM,Rejected-Finance,Not admissible,16-Mar-2024 02:39 PM,,,,,,,,,"2,08,73,700.00",L1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14-Nov-2023 11:50 AM,Rejected-AOC,Not awarded,16-Mar-2024 02:45 PM,,,,,,,,,"2,08,73,700.00",L1,
