Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Value,Rank,Financial Bid Opening Date:
Axom Sarba Siksha Abhijan Mission,E-499218/3,2024_SSA_37556_3,Yes,Open Tender,Works,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Pre-qualification documents,25-Jun-2024 11:00 AM,02-Jul-2024 03:00 PM,25-Jun-2024 11:00 AM,02-Jul-2024 02:00 PM,25-Jun-2024 11:00 AM ,26-Jun-2024 03:00 PM ,25-Jun-2024 11:00 AM,02-Jul-2024 02:00 PM,21-Aug-2024 03:00 PM,"5,31,280",Yes,percentage,2.0%,Nil,Nil,1.0,SBI Bank,"5,313",Nil,Nil,Yes,"MISSION DIRECTOR, SAMAGRA SHIKSHA, ASSAM","Kahilipara, Guwahati-19",Group-4,Strengthening of existing schools at 1 Construction of 2 two additional classroom at Kawaimari Anchalik Hs. 18050600509 in Barpeta district 2 Construction of 3 three additional classroom at N K Girls High School 18050600611 in Barpeta district...,Please refer Tender documents. ,NA ,"2,65,64,000",Civil Works - Building,NA ,Tender,180.0,300.0,Barpeta,781019.0,"O/O THE MD, SS, ASSAM ","Kahilipara, Guwahati-19 ",26-Jun-2024 03:00 PM ,"O/O THE MD, SS, ASSAM",No ,No,12-Sep-2024,"INR 23,907,600",300.0,Kamal Das,12-Sep-2024 04:52 PM,GROUP_4.pdf (458.00 KB),233852.0,Mahirul Islam,INR,"23,907,600",02-Jul-2024 11:31 AM,Rejected-Technical,TECHNICALLY NON-RESPONSIVE,21-Aug-2024 08:52 AM,Finance,Admitted for financial evaluation,12-Sep-2024 04:28 PM,,BOQ Comparative Chart,Executive Director,Internal,,"2,39,07,600.00",L1,21-Aug-2024 03:00 PM
,,,,,,,,,,,,,,,,.pdf,Tender fee and Bid security,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02-Jul-2024 12:10 PM,Rejected-Technical,TECHNICALLY NON-RESPONSIVE,21-Aug-2024 08:52 AM,,,,,,,,,"2,39,07,600.00",L1,
,,,,,,,,,,,,,,,,.pdf,Signed bid document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02-Jul-2024 12:39 PM,Rejected-AOC,Non-responsive,12-Sep-2024 04:52 PM,,,,,,,,,"2,39,07,600.00",L1,
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01-Jul-2024 08:32 PM,Rejected-AOC,Non-responsive,12-Sep-2024 04:52 PM,,,,,,,,,"2,39,07,600.00",L1,
,,,,,,,,,,,,,,,,.pdf,Form of Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02-Jul-2024 01:17 PM,Rejected-Technical,TECHNICALLY NON-RESPONSIVE,21-Aug-2024 08:52 AM,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01-Jul-2024 07:58 PM,Accepted-AOC,Lowest responsive bidder as per clause 29.7 and 30 of ITB(E) and clause 31 of ITB (F),12-Sep-2024 04:52 PM,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02-Jul-2024 08:06 AM,Rejected-Technical,TECHNICALLY NON-RESPONSIVE,21-Aug-2024 08:52 AM,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30-Jun-2024 06:34 PM,Rejected-AOC,Non-responsive,12-Sep-2024 04:52 PM,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02-Jul-2024 11:34 AM,Rejected-Technical,TECHNICALLY NON-RESPONSIVE,21-Aug-2024 08:52 AM,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30-Jun-2024 09:58 PM,Rejected-Technical,TECHNICALLY NON-RESPONSIVE,21-Aug-2024 08:52 AM,,,,,,,,,,,
