Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Value,Rank,Financial Bid Opening Date:
Public Works Roads Department,CE/STBR/MMPNA/08/2022-23/1 Dated 28/09/2023,2023_PWD_33321_14,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,BID COST_BID SECURITY,28-Oct-2023 04:00 PM,10-Nov-2023 11:00 AM,28-Oct-2023 04:00 PM,09-Nov-2023 02:00 PM,NA ,NA ,28-Oct-2023 04:00 PM,09-Nov-2023 02:00 PM,30-Dec-2023 02:35 PM,"1,12,540",Yes,fixed,,Nil,Nil,1.0,SBI Bank,"1,100",Nil,Nil,No,"CE, PWD(Roads), Assam, Chandmari, Guwahati-3","O/O The CE, PWD(Roads), Assam, Chandmari, Ghy-3","Package No.Dhubri/MMPNA/BUG/01 Repairing/rehabilitation of BUG Bridge No. 1/2 on road from 4th km of Krishnanagar Kazaikata Hudurchar Road to Kathaldi Pt-II under Mukhya Mantrir Path Nabikaran Achani (MMPNA) for the year 2023-24, under Bilasipara Civ","Package No.Dhubri/MMPNA/BUG/01 Repairing/rehabilitation of BUG Bridge No. 1/2 on road from 4th km of Krishnanagar Kazaikata Hudurchar Road to Kathaldi Pt-II under Mukhya Mantrir Path Nabikaran Achani (MMPNA) for the year 2023-24, under Bilasipara Civ",Please refer Tender documents. ,NA ,"56,27,000",Civil Works - Building,NA ,Tender,180.0,180.0,Dhubri,783301.0,NA ,NA ,NA ,"O/O The CE, PWD(Roads), Assam, Chandmari, Ghy-3",No ,No,08-Feb-2024,"INR 5,627,000",180.0,CHANDAN KUMAR DAS,08-Feb-2024 03:02 PM,WO_Krishnanagar.pdf (602.00 KB),208321.0,ABBASUZ ZAMAN,INR,"5,064,300",08-Nov-2023 06:45 PM,Rejected-AOC,L2,08-Feb-2024 05:03 PM,Finance,Summary,30-Dec-2023 02:54 PM,finance_53763.pdf,BOQ Comparative Chart,CE PWD (Roads),Internal,,"50,64,300.00",L2,30-Dec-2023 02:35 PM
,,,,,,,,,,,,,,,,.pdf,BIDDING DOCUMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09-Nov-2023 12:07 PM,Accepted-AOC,Work Order Issued,08-Feb-2024 05:03 PM,,,,,,,,,"50,64,299.99",L1,
,,,,,,,,,,,,,,,,.pdf,TECHNICAL QUALIFICATIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09-Nov-2023 12:42 PM,Rejected-AOC,L2,08-Feb-2024 05:03 PM,,,,,,,,,"50,64,300.00",L2,
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09-Nov-2023 11:54 AM,Rejected-AOC,L2,08-Feb-2024 05:03 PM,,,,,,,,,"50,64,300.00",L2,
,,,,,,,,,,,,,,,,.pdf,FORM OF BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09-Nov-2023 12:25 PM,Rejected-AOC,L2,08-Feb-2024 05:03 PM,,,,,,,,,"50,64,300.00",L2,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08-Nov-2023 01:09 AM,Rejected-AOC,L2,08-Feb-2024 05:03 PM,,,,,,,,,"50,64,300.00",L2,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09-Nov-2023 11:53 AM,Rejected-AOC,L2,08-Feb-2024 05:03 PM,,,,,,,,,"50,64,300.00",L2,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08-Nov-2023 07:18 PM,Rejected-AOC,L2,08-Feb-2024 05:03 PM,,,,,,,,,"50,64,300.00",L2,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09-Nov-2023 11:36 AM,Rejected-AOC,L2,08-Feb-2024 05:03 PM,,,,,,,,,"50,64,300.00",L2,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09-Nov-2023 03:35 AM,Rejected-Technical,Technically Non-Responsive,30-Dec-2023 02:32 PM,,,,,,,,,,,
