Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Value,Rank,Financial Bid Opening Date:,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To
Urban Development Department||Directorate of Town and Country Planning - UDD,eCF No. TP/MP/SS/2024/336790/287,2024_UDD_36489_1,Yes,Open Tender,Item Rate,Services,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Pre Qualification,23-Feb-2024 01:00 PM,15-Mar-2024 03:00 PM,23-Feb-2024 01:00 PM,14-Mar-2024 05:00 PM,23-Feb-2024 01:00 PM ,26-Feb-2024 06:00 PM ,01-Mar-2024 09:00 AM,14-Mar-2024 05:00 PM,21-Jun-2024 11:00 AM,"50,00,000",No,fixed,,Nil,Nil,1.0,Indicative Planning Area,Other,,SBI Bank,"20,000",Nil,Nil,No,DIRECTOR TOWN AND COUNTRY PLANNING,OFFICE OF THE DIRECTOR TOWN AND COUNTRY PLANNING ASSAM DISPUR GUWAHATI 6,FORMULATION OF GIS BASED MASTER PLANS UNDER MISSION AMRUT 2.0,AS PER RFP FOR FORMULATION OF GIS BASED MASTER PLANS UNDER MISSION AMRUT 2.0,Please refer Tender documents. ,NA ,"25,90,00,000",Consultancy,NA ,Tender,120.0,400.0,WITHIN ASSAM,781006.0,NA ,NA ,NA ,GUWAHATI,No ,No,1.0,16-Sep-2024,"INR 172,200,000",400.0,Kumar Purkayastha,16-Sep-2024 02:03 PM,compressedworkorder.pdf (53.00 KB),AOC,229220.0,Stesalit Systems Limited,INR,"172,200,000",14-Mar-2024 04:29 PM,Rejected-Finance,H6 bidder,07-Aug-2024 01:10 PM,Finance,All bids are admi0tted for evaluation,07-Aug-2024 01:05 PM,,BOQ Comparative Chart,"Secretary, DoHUA, GoA",Mixed,,"32,83,79,995.00",H 6,21-Jun-2024 11:00 AM,Corrigendum for Tender Revocation,Corrigendum for Tender Revocation for correction in Financial bid evaluation,07-Aug-2024 12:57 PM,corrigendum.pdf ,2565.14,Financial Opening
,,,,,,,,,,,,,,,,.pdf,Technical Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14-Mar-2024 03:51 PM,Rejected-Finance,H5 bidder,07-Aug-2024 01:10 PM,,,,,,,,,"17,46,00,000.00",H 1,,,,,,,
,,,,,,,,,,,,,,,,.pdf,Signed bid document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14-Mar-2024 03:47 PM,Rejected-Finance,H3 bidder,07-Aug-2024 01:10 PM,,,,,,,,,"22,99,69,800.00",H 4,,,,,,,
,,,,,,,,,,,,,,2.0,Finance,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14-Mar-2024 11:20 AM,Rejected-Technical,"As per RFP clause No. 9.6.6, Minium Qualifying Technical score did not achieve.",20-Jun-2024 12:49 PM,,,,,,,,,"22,07,97,499.60",H 2,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14-Mar-2024 02:32 PM,Rejected-Finance,H2 bidder,07-Aug-2024 01:10 PM,,,,,,,,,"25,05,58,820.00",H 8,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14-Mar-2024 02:14 PM,Rejected-Finance,H4 bidder,07-Aug-2024 01:10 PM,,,,,,,,,"19,28,41,426.00",H 3,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14-Mar-2024 03:42 PM,Rejected-Finance,H8 bidder,07-Aug-2024 01:10 PM,,,,,,,,,"18,40,64,500.00",H 7,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14-Mar-2024 03:37 PM,Accepted-AOC,H 1 bidder,16-Sep-2024 02:04 PM,,,,,,,,,"24,45,90,220.00",H 5,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14-Mar-2024 03:57 PM,Rejected-Finance,H7 bidder,07-Aug-2024 01:10 PM,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
