Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Value,Rank,Financial Bid Opening Date:
Soil Conservation Department||Director - SCD,Tender/NIT/Pt/2023-24/6166,2023_SCD_32631_5,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical documents,22-Sep-2023 05:00 PM,13-Oct-2023 02:00 PM,22-Sep-2023 05:00 PM,12-Oct-2023 05:00 PM,NA ,NA ,29-Sep-2023 10:00 AM,12-Oct-2023 05:00 PM,09-Nov-2023 12:15 PM,"1,97,000",Yes,fixed,,Nil,Nil,1.0,Other Corrigendum,Other,,SBI Bank,"1,970",Nil,Nil,No,Director,"OFFICE OF THE DIRECTOR OF SOIL CONSERVATION, ASSAM BHUMI SHANGRAKHAN BHAWAN, R.G.B. ROAD, GUWAHATI-781005",Water Harvesting and Water Distribution Project at Kharkhowa village under RIDF-XXVIII during 2022-23,Water Harvesting and Water Distribution Project at Kharkhowa village under RIDF-XXVIII during 2022-23,Please refer Tender documents. ,NA ,"98,50,058",Civil Works,NA ,Tender,180.0,90.0,Bongaigaon,784148.0,NA ,NA ,NA ,"O/o The DIRECTOR OF SOIL CONSERVATION, Assam",No ,No,1.0,06-Jan-2024,"INR 9,357,555",90.0,Jyoti Medhi,06-Jan-2024 03:38 PM,KharkhowaFormalWorkOrder.pdf (190.00 KB),203018.0,KULEN HAZARIKA,INR,"9,357,555",11-Oct-2023 09:13 PM,Rejected-Finance,Financially Disqualified,06-Jan-2024 03:31 PM,Finance,Financial bid has been opened,09-Nov-2023 12:39 PM,,BOQ Comparative Chart,Director,Internal,,"93,57,555.00",L1,09-Nov-2023 12:15 PM
,,,,,,,,,,,,,,,,.pdf,Bid document downloaded from the portal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09-Oct-2023 11:45 PM,Rejected-Technical,Technically disqualified. Refer to technical minutes,09-Nov-2023 12:12 PM,,,,,,,,,"93,57,555.00",L1,
,,,,,,,,,,,,,,2.0,Finance,.xls,Price bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12-Oct-2023 02:34 PM,Accepted-AOC,Awarded,02-Feb-2024 04:57 PM,,,,,,,,,"93,57,555.00",L1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11-Oct-2023 04:31 PM,Rejected-Technical,Technically disqualified. Refer to technical minutes,09-Nov-2023 12:12 PM,,,,,,,,,"93,57,555.00",L1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10-Oct-2023 05:00 PM,Rejected-Finance,Financially Disqualified,06-Jan-2024 03:31 PM,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11-Oct-2023 08:10 PM,Rejected-Technical,Technically disqualified. Refer to technical minutes,09-Nov-2023 12:12 PM,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12-Oct-2023 02:04 PM,Rejected-Technical,Technically disqualified. Refer to technical minutes,09-Nov-2023 12:12 PM,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12-Oct-2023 01:29 AM,Rejected-Finance,Financially Disqualified,06-Jan-2024 03:31 PM,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12-Oct-2023 04:07 PM,Rejected-Technical,Technically disqualified. Refer to technical minutes,09-Nov-2023 12:12 PM,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09-Oct-2023 04:49 PM,Rejected-Technical,Technically disqualified. Refer to technical minutes,09-Nov-2023 12:12 PM,,,,,,,,,,,
