Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Value,Rank,Financial Bid Opening Date:
Public Works Building and NH Department||Chief Engineer-Building - PWBNH||SE-Tezpur Circle - PWBNH,SE/TB/TEN/27/2023-24/4589 Dated 02.01.2024,2024_PWBNH_35303_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,BID COST_BID SECURITY,08-Jan-2024 02:00 PM,30-Jan-2024 01:00 PM,08-Jan-2024 02:00 PM,29-Jan-2024 02:00 PM,NA ,NA ,08-Jan-2024 02:00 PM,29-Jan-2024 02:00 PM,12-Feb-2024 01:00 PM,"1,88,982",Yes,fixed,,Nil,Nil,1.0,SBI Bank,"1,890",Nil,Nil,No,"SE, PWD Tezpur Building Circle, Tezpur","O/O The SE, PWD Tezpur Building Circle, Tezpur","Repair/Renovation of Model School at Moinajuli in Sonitpur District under RMSA, Assam","Repair/Renovation of Model School at Moinajuli in Sonitpur District under RMSA, Assam",Please refer Tender documents. ,NA ,"94,49,105",Civil Works - Building,NA ,Tender,180.0,180.0,Sonitpur,784001.0,NA ,NA ,NA ,"O/O The SE, PWD Tezpur Building Circle, Tezpur",No ,No,13-Mar-2024,"INR 9,449,105",180.0,Shane Alam,13-Mar-2024 06:43 PM,WO_Moinajuli.pdf (887.00 KB),222478.0,RAJDIP CHOUDHURY,INR,"7,652,830",25-Jan-2024 04:26 PM,Rejected-AOC,L2,13-Mar-2024 06:43 PM,Finance,Summary,12-Feb-2024 01:33 PM,finance_57578.pdf,BOQ Comparative Chart,CE PWD(Bldg),Internal,,"80,97,906.35",L2,12-Feb-2024 01:00 PM
,,,,,,,,,,,,,,,,.pdf,BIDDING DOCUMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29-Jan-2024 12:48 PM,Rejected-Technical,Technically Not Responsive,10-Feb-2024 02:17 PM,,,,,,,,,"76,52,830.08",L1,
,,,,,,,,,,,,,,,,.pdf,TECHNICAL QUALIFICATIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-Jan-2024 10:14 PM,Rejected-Technical,Technically Not Responsive,10-Feb-2024 02:17 PM,,,,,,,,,"85,04,194.50",L3,
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29-Jan-2024 11:28 AM,Rejected-AOC,L5,13-Mar-2024 06:43 PM,,,,,,,,,"94,49,105.00",L4,
,,,,,,,,,,,,,,,,.pdf,FORM OF BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27-Jan-2024 03:28 PM,Rejected-AOC,L4,13-Mar-2024 06:43 PM,,,,,,,,,"94,75,117.43",L5,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29-Jan-2024 01:40 PM,Accepted-AOC,Work Order Issued,13-Mar-2024 06:43 PM,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-Jan-2024 09:58 PM,Rejected-Technical,Technically Not Responsive,10-Feb-2024 02:17 PM,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29-Jan-2024 01:00 PM,Rejected-AOC,L3,13-Mar-2024 06:43 PM,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27-Jan-2024 07:29 PM,Rejected-Technical,Technically Non Responsive,10-Feb-2024 02:17 PM,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
