Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Value,Rank,Financial Bid Opening Date:
National Health Mission||State Programme Management Unit - NHM,32034/17/2023-Const-NHM/371,2023_NHM_31823_16,Yes,Open Tender,Turn-key,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical Qualification,31-Jul-2023 12:00 PM,22-Aug-2023 03:30 PM,31-Jul-2023 12:00 PM,21-Aug-2023 02:00 PM,NA ,NA ,31-Jul-2023 12:00 PM,21-Aug-2023 02:00 PM,04-Nov-2023 05:30 PM,"1,04,060",Yes,percentage,2.0%,Nil,Nil,1.0,SBI Bank,"1,500",Nil,Nil,No,"MD,NHM","Office of MD,NHM Christian Basti Ghy-05",Construction of Buildingless Sub-Health Centres at various places of Assam under PM-ABHIM for FY 2022-23 48 nos.of Buildingless Sub-health Centres under NHM on Turnkey Basis. At CHOWDANGPATHAR SC in Golaghat District,Construction of Buildingless Sub-Health Centres at various places of Assam under PM-ABHIM for FY 2022-23 48 nos.of Buildingless Sub-health Centres under NHM on Turnkey Basis. At CHOWDANGPATHAR SC in Golaghat District,Please refer Tender documents. ,NA ,"52,03,000",Civil Works - Building,NA ,Tender,180.0,180.0,Golaghat,785621.0,NA ,NA ,NA ,"Office of MD,NHM",No ,No,30-May-2024,"INR 5,192,594",180.0,Himangshu Kalita,30-May-2024 06:34 PM,WOCHOWDANGPATHER.pdf (235.00 KB),AOC,195986.0,S.B. ENTERPRISE,INR,"5,192,594",20-Aug-2023 12:00 AM,Rejected-Finance,L3 bidder is not accepted,30-May-2024 06:29 PM,Finance,Financial bid is opened,30-May-2024 06:02 PM,,BOQ Comparative Chart,OSD,Internal,,"52,03,000.00",L4,04-Nov-2023 05:30 PM
,,,,,,,,,,,,,,,,.pdf,SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21-Aug-2023 10:40 AM,Rejected-Finance,L4 bidder is not accepted,30-May-2024 06:29 PM,,,,,,,,,"51,92,594.00",L1,
,,,,,,,,,,,,,,,,.pdf,Cost of tender and bid security,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20-Aug-2023 05:01 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,04-Nov-2023 05:10 PM,,,,,,,,,"52,04,064.00",L5,
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20-Aug-2023 05:16 AM,Rejected-Finance,L5 bidder is not accepted,30-May-2024 06:29 PM,,,,,,,,,"52,02,700.00",L3,
,,,,,,,,,,,,,,,,.pdf,FOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21-Aug-2023 11:35 AM,Rejected-Finance,L2 bidder is not accpeted,30-May-2024 06:29 PM,,,,,,,,,"53,07,000.00",L6,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21-Aug-2023 07:46 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,04-Nov-2023 05:10 PM,,,,,,,,,"52,03,000.00",L4,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21-Aug-2023 10:50 AM,Rejected-Finance,L6 bidder is not accepted,30-May-2024 06:29 PM,,,,,,,,,"52,00,000.00",L2,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21-Aug-2023 08:37 AM,Accepted-AOC,L1 bidder is awarded,30-May-2024 06:34 PM,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21-Aug-2023 08:34 AM,Rejected-Finance,L4 bidder is not accepted,30-May-2024 06:29 PM,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
