Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Value,Rank,Financial Bid Opening Date:
Animal Husbandry and Veterinary Department||Directorate of A.H. and Veterinary,E-350002/2023-24/DFA/342061,2023_AHVD_32743_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical documents,03-Oct-2023 03:00 PM,27-Oct-2023 02:30 PM,03-Oct-2023 03:00 PM,26-Oct-2023 02:00 PM,NA ,NA ,11-Oct-2023 02:00 PM,26-Oct-2023 02:00 PM,16-Dec-2023 05:05 PM,"67,420",Yes,fixed,,Nil,Nil,1.0,SBI Bank,"1,200",Nil,Nil,No,Director,"OFFICE OF THE DIRECTOR, ANIMAL HUSBANDRY and VETERINARY DEPARTMENT, ASSAM CHENIKUTHI, GUWAHATI -3","CONSTRUCTION OF ASSAM TYPE SUB-CENTRE BUILDING WITH ELECTRIFICATION, WATER SUPPLY AND SANITARY WORKS ETC. AT RAITKUCHI IN NALBARI DISTRICT","CONSTRUCTION OF ASSAM TYPE SUB-CENTRE BUILDING WITH ELECTRIFICATION, WATER SUPPLY AND SANITARY WORKS ETC. AT RAITKUCHI IN NALBARI DISTRICT",Please refer Tender documents. ,NA ,"33,71,000",Civil Works,NA ,Tender,180.0,180.0,RAITKUCHI,303877.0,"O/o THE DIRECTOR, AHVD,Assam ","OFFICE OF THE DIRECTOR, ANIMAL HUSBANDRY and VETERINARY DEPARTMENT, ASSAM CHENIKUTHI, GUWAHATI -3 ",06-Oct-2023 01:00 PM ,"O/o THE DIRECTOR, AHVD,Assam",No ,No,26-Feb-2024,"INR 2,427,120",180.0,ARIF AHMED,26-Feb-2024 03:48 PM,raitkuchi.pdf (316.00 KB),206344.0,SAFIKUL ISLAM,INR,"2,427,120",26-Oct-2023 08:28 AM,Rejected-AOC,L2,26-Feb-2024 03:49 PM,Finance,Financial Bid has opened,16-Dec-2023 05:11 PM,,BOQ Comparative Chart,Director,Internal,,"26,79,945.00",L3,16-Dec-2023 05:05 PM
,,,,,,,,,,,,,,,,.pdf,Bid document downloaded from the portal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26-Oct-2023 01:30 PM,Rejected-AOC,L8,26-Feb-2024 03:49 PM,,,,,,,,,"30,00,190.00",L7,
,,,,,,,,,,,,,,2.0,Finance,.xls,Price bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26-Oct-2023 01:54 PM,Rejected-AOC,L4,26-Feb-2024 03:49 PM,,,,,,,,,"32,33,979.11",L8,
,,,,,,,,,,,,,,,,.pdf,Form of bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26-Oct-2023 12:43 AM,Rejected-AOC,L3,26-Feb-2024 03:49 PM,,,,,,,,,"28,60,000.00",L5,
,,,,,,,,,,,,,,,,.pdf,Proper financial rate justification with analysis if applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26-Oct-2023 12:48 PM,Rejected-Technical,Technically Rejected,16-Dec-2023 05:04 PM,,,,,,,,,"24,27,120.00",L1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20-Oct-2023 10:31 PM,Rejected-AOC,L5,26-Feb-2024 03:49 PM,,,,,,,,,"28,65,350.00",L6,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26-Oct-2023 12:03 AM,Rejected-AOC,L6,26-Feb-2024 03:49 PM,,,,,,,,,"24,51,632.95",L2,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26-Oct-2023 11:37 AM,Accepted-AOC,L1,26-Feb-2024 03:49 PM,,,,,,,,,"27,26,534.00",L4,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26-Oct-2023 01:54 PM,Rejected-Technical,Technically Rejected,16-Dec-2023 05:04 PM,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26-Oct-2023 01:12 AM,Rejected-AOC,L7,26-Feb-2024 03:49 PM,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
