Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Value,Rank,Financial Bid Opening Date:
Principal Secretary- P and RD- Assam Secretariat||Commissioner- P and RD- PNRD||State Institute of Rural Development - SIRD - PNRD,SIPRD/Tech/CS/49/2023/24,2023_PNRD_32568_1,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Online Scanned Receipt copy of Tender fees,18-Sep-2023 05:00 PM,11-Oct-2023 02:00 PM,19-Sep-2023 05:00 PM,09-Oct-2023 05:00 PM,NA ,NA ,28-Sep-2023 03:00 PM,09-Oct-2023 05:00 PM,07-Nov-2023 03:00 PM,"49,924",Yes,percentage,2.0%,Nil,Nil,1.0,SBI Bank,500.0,Nil,Nil,No,The Director SIPRD Assam,"O/o The Director, SIPRD Assam, Khanapara, Ghy-22",Construction of Training Hall G Plus 2 Provision at EC SIPRD Biswanath Chariali Phase 1,Construction of Training Hall G Plus 2 Provision at EC SIPRD Biswanath Chariali Phase 1,Please refer Tender documents. ,NA ,"24,96,180",Civil Works - Building,NA ,Tender,180.0,270.0,"Biswanath Chariali, Assam",784176.0,"O/o The Director, SIPRD Assam, Khanapara, Ghy-22 ","O/o The Director, SIPRD Assam, Khanapara, Ghy-22 ",27-Sep-2023 12:00 PM ,"O/o The Director, SIPRD Assam, Khanapara, Ghy-22",No ,No,21-Jan-2024,"INR 2,496,180",270.0,Pabitra Kalita,20-Jan-2024 01:23 AM,trghallaoc.pdf (47.00 KB),203095.0,M/S V.N. Construction,INR,"2,059,343.56",09-Oct-2023 04:21 PM,Rejected-AOC,L5,02-Feb-2024 06:21 PM,Finance,Admitted for Financial Evaluation,08-Jan-2024 05:14 PM,,BOQ Comparative Chart,"The Director SIPRD, Assam",Internal,,"20,89,318.00",L3,07-Nov-2023 03:00 PM
,,,,,,,,,,,,,,,,.pdf,Online scanned copy of EMD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09-Oct-2023 04:50 PM,Rejected-AOC,L6,02-Feb-2024 06:21 PM,,,,,,,,,"20,59,343.56",L1,
,,,,,,,,,,,,,,,,.pdf,Scanned copies of all technical qualification documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09-Oct-2023 02:14 PM,Rejected-Technical,Non submission of site verification report as mentioned Sl No 4 as per DNIT,07-Nov-2023 11:56 AM,,,,,,,,,"20,80,696.15",L2,
,,,,,,,,,,,,,,,,.pdf,Other bidding documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09-Oct-2023 04:57 PM,Rejected-Technical,Non submission of site verification report as mentioned Sl No 4 as per DNIT,07-Nov-2023 11:56 AM,,,,,,,,,"2,95,86,326.98",L6,
,,,,,,,,,,,,,,2.0,Finance,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09-Oct-2023 12:32 PM,Accepted-AOC,L1,02-Feb-2024 06:21 PM,,,,,,,,,"21,02,000.00",L4,
,,,,,,,,,,,,,,,,.pdf,Form of Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09-Oct-2023 03:36 PM,Rejected-Technical,Non submission of site verification report as mentioned Sl No 4 as per DNIT,07-Nov-2023 11:56 AM,,,,,,,,,"21,09,272.01",L5,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09-Oct-2023 03:05 PM,Rejected-AOC,L3,02-Feb-2024 06:21 PM,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09-Oct-2023 02:01 PM,Rejected-AOC,L4,02-Feb-2024 06:21 PM,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08-Oct-2023 11:10 PM,Rejected-AOC,L2,02-Feb-2024 06:21 PM,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
