Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Value,Rank,Financial Bid Opening Date:
Bodoland Territorial Council-PWD||Director Cum CHD - PWD BTC,150/PWD/NIT/Goodwill/23-24/03,2023_BTC_33623_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Tender Documents,09-Nov-2023 10:30 AM,30-Nov-2023 12:00 PM,09-Nov-2023 10:30 AM,29-Nov-2023 02:00 PM,09-Nov-2023 10:30 AM ,29-Nov-2023 02:00 PM ,09-Nov-2023 12:00 PM,29-Nov-2023 02:00 PM,09-Jan-2024 04:00 PM,"6,79,215",Yes,percentage,2.0%,Nil,Nil,1.0,SBI Bank,"7,000",Nil,Nil,No,Sri Padmananda Choudhury,"O/o the Addl. Chief Engineer-cum-Director, PWD, BTC, Kokrajhar.",Construction of road from NH31 C to Hatigarh Jaleswary Link Road via Mandaria From Ch. 0.00m to Ch. 4500.00m by providing SDBC under CMs Goodwill Project for the year 2023-24. TN_26_12,Construction of road from NH31 C to Hatigarh Jaleswary Link Road via Mandaria From Ch. 0.00m to Ch. 4500.00m by providing SDBC under CMs Goodwill Project for the year 2023-24. TN_26_12,Refer to tender documents ,NA ,"3,39,60,760",Civil Works – Roads,NA ,Tender,180.0,545.0,Kokrajhar,783370.0,NA ,NA ,NA ,Kokrajhar,No ,No,01-Mar-2024,"INR 30,564,684",545.0,MILAN MAHILARY,01-Mar-2024 04:09 PM,AOC.pdf (641.00 KB),L1,212479.0,KAMALA KANTA KHAKLARY,INR,"30,564,684",29-Nov-2023 10:36 AM,Rejected-Technical,Failed,09-Jan-2024 03:53 PM,Finance,Financial Bid Opening,13-Feb-2024 02:16 PM,finance_54274.pdf,BOQ Comparative Chart,Sri Padmananda Choudhury,Internal,"Sri Padmananda Choudhury, Sri Santosh Brahma, Miss Khanthai Basumatary, Sri Arun Ch. Basumatary.","3,39,60,424.00",L5,09-Jan-2024 04:00 PM
,,,,,,,,,,,,,,,,.pdf,Technical Documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29-Nov-2023 05:06 AM,Rejected-AOC,L5,01-Mar-2024 04:09 PM,,,,,,,,,"3,39,60,204.00",L3,
,,,,,,,,,,,,,,2.0,Finance,.pdf,Form of Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29-Nov-2023 04:59 AM,Rejected-AOC,L3,01-Mar-2024 04:09 PM,,,,,,,,,"3,39,59,858.00",L2,
,,,,,,,,,,,,,,,,.xls,Bill of Quantities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29-Nov-2023 02:36 AM,Rejected-AOC,L1,01-Mar-2024 04:09 PM,,,,,,,,,"3,05,64,684.00",L1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29-Nov-2023 01:35 PM,Accepted-AOC,L1,01-Mar-2024 04:09 PM,,,,,,,,,"3,05,64,684.00",L1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29-Nov-2023 09:57 AM,Rejected-AOC,L2,01-Mar-2024 04:09 PM,,,,,,,,,"3,39,60,760.00",L6,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29-Nov-2023 11:04 AM,Rejected-AOC,L6,01-Mar-2024 04:09 PM,,,,,,,,,"3,39,60,310.00",L4,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29-Nov-2023 11:35 AM,Rejected-Technical,Failed,09-Jan-2024 03:53 PM,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29-Nov-2023 11:31 AM,Rejected-AOC,L4,01-Mar-2024 04:09 PM,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
