Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Value,Rank,Financial Bid Opening Date:
Irrigation Department||Chief Engineer(Major)-Irrigation Dept||Nalbari Circle||Tihu Division,TID/Tech-186/Pt.-V/2023-24/09 Date.29/01/2024.,2024_ID_35838_3,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,NIT,01-Feb-2024 06:00 PM,20-Feb-2024 03:00 PM,02-Feb-2024 09:00 AM,20-Feb-2024 01:00 PM,NA ,NA ,02-Feb-2024 10:00 AM,20-Feb-2024 01:00 PM,05-Mar-2024 04:45 PM,"93,580",Yes,percentage,2.0%,Nil,Nil,1.0,SBI Bank,950.0,Nil,Nil,Yes,"Executive Engineer,Tihu Division (Irri),Tihu","O/o Executive Engineer,Tihu Division (Irri),Tihu",Improvement of Kaldiya FIS under SOPD-G for the year 2023- 24 package 3,Improvement of Branch Canal-1 from Ch. 9200.00 M to Ch.10700.00 M of Kaldiya FIS and Renovation of 5 Nos. hume pipe Cross Drainage Double Row at different chainage of Main Canal and Branch Canal of Kaldiya FIS,Please refer Tender documents. ,NA ,"46,79,000",Civil Works,NA ,Tender,180.0,45.0,Tihu,781371.0,NA ,NA ,NA ,"O/o Executive Engineer,Tihu Division (Irri),Tihu",No ,No,12-Apr-2024,"INR 4,169,142",45.0,Nitumani Kalita,12-Apr-2024 12:06 PM,Pack3workorder.pdf (6655.00 KB),AOC,226754.0,SRI MUKUT KALITA,INR,"675,542",20-Feb-2024 09:56 AM,Accepted-AOC,Awarded,12-Apr-2024 12:07 PM,Finance,Financial evaluation has been done already,12-Apr-2024 11:40 AM,,BOQ Comparative Chart,"EE, Tihu Division(irri),Tihu",Internal,,"42,11,099.99",L3,05-Mar-2024 04:45 PM
,,,,,,,,,,,,,,,,.pdf,BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226742.0,KRISHANU CHOUDHURY,INR,"971,300",20-Feb-2024 12:14 PM,Accepted-AOC,Awarded,12-Apr-2024 12:07 PM,,,,,,,,,"41,69,031.40",L1,
,,,,,,,,,,,,,,,,.pdf,Cost of Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226718.0,M/s Maa Traders,INR,"242,900",20-Feb-2024 11:25 AM,Accepted-AOC,Awarded,12-Apr-2024 12:07 PM,,,,,,,,,"41,69,031.40",L1,
,,,,,,,,,,,,,,,,.pdf,EMD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226692.0,SUKUMAR BHUYAN,INR,"402,000",20-Feb-2024 12:29 PM,Accepted-AOC,Awarded,12-Apr-2024 12:07 PM,,,,,,,,,"41,69,031.40",L1,
,,,,,,,,,,,,,,,,.pdf,Bidders Qualification Documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226690.0,ASHOK KR DAS,INR,"320,100",19-Feb-2024 05:59 PM,Rejected-AOC,Not Awarded,12-Apr-2024 12:07 PM,,,,,,,,,"41,69,036.69",L2,
,,,,,,,,,,,,,,,,.pdf,Drawing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226673.0,SANTANU KUMAR DAS,INR,"676,200",19-Feb-2024 07:01 PM,Accepted-AOC,Awarded,12-Apr-2024 12:07 PM,,,,,,,,,"41,69,036.69",L2,
,,,,,,,,,,,,,,2.0,Finance,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226473.0,K S ENTERPRISE,INR,"881,100",19-Feb-2024 01:26 PM,Rejected-AOC,Not Awarded,12-Apr-2024 12:07 PM,,,,,,,,,"41,69,036.69",L2,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20-Feb-2024 12:06 PM,Accepted-AOC,Awarded,12-Apr-2024 12:07 PM,,,,,,,,,"42,11,100.00",L4,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19-Feb-2024 10:09 PM,Rejected-AOC,Not Awarded,12-Apr-2024 12:07 PM,,,,,,,,,"41,69,036.69",L2,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19-Feb-2024 08:59 PM,Accepted-AOC,Awarded,12-Apr-2024 12:07 PM,,,,,,,,,"41,69,036.69",L2,
