Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Value,Rank,Financial Bid Opening Date:
Bodoland Territorial Council-PWD||Director Cum CHD - PWD BTC,150/PWD/NIT/Goodwill/23-24/03,2023_BTC_33635_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Tender Documents,09-Nov-2023 10:30 AM,30-Nov-2023 12:00 PM,09-Nov-2023 10:30 AM,29-Nov-2023 02:00 PM,09-Nov-2023 10:30 AM ,29-Nov-2023 02:00 PM ,09-Nov-2023 12:00 PM,29-Nov-2023 02:00 PM,22-Dec-2023 02:00 PM,"4,75,274",Yes,percentage,2.0%,Nil,Nil,1.0,SBI Bank,"5,000",Nil,Nil,No,Sri Padmananda Choudhury,"O/o the Addl. Chief Engineer-cum-Director, PWD, BTC, Kokrajhar.",Construction of road from Chengnala to Simlaguri road by providing SDBC under CMs Goodwill Mission Project for the year 2023-24. TN_26_21,Construction of road from Chengnala to Simlaguri road by providing SDBC under CMs Goodwill Mission Project for the year 2023-24. TN_26_21,Refer to Tender Documents ,NA ,"2,37,63,703",Civil Works – Roads,NA ,Tender,180.0,365.0,Kokrajhar,783370.0,NA ,NA ,NA ,Kokrajhar,No ,No,05-Mar-2024,"INR 21,387,332.7",365.0,MILAN MAHILARY,05-Mar-2024 04:26 PM,AOC21.pdf (618.00 KB),L1,212998.0,TRINATH BASUMATARY,INR,"21,387,332.7",28-Nov-2023 02:28 AM,Rejected-AOC,L5,05-Mar-2024 04:26 PM,Finance,Minutes of Financial Bid,05-Mar-2024 04:17 PM,finance_54286.pdf,BOQ Comparative Chart,Sri Padmananda Choudhury,Internal,"Sri Padmananda Choudhury, Miss Khanthai Basumatary, Sri Arun Ch. Basumatary.","2,38,16,700.00",L5,22-Dec-2023 02:00 PM
,,,,,,,,,,,,,,,,.pdf,Technical Documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29-Nov-2023 02:33 AM,Rejected-AOC,L1,05-Mar-2024 04:26 PM,,,,,,,,,"2,13,87,332.70",L1,
,,,,,,,,,,,,,,2.0,Finance,.pdf,Form of Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-Nov-2023 06:06 PM,Rejected-AOC,L2,05-Mar-2024 04:26 PM,,,,,,,,,"2,13,87,332.70",L1,
,,,,,,,,,,,,,,,,.xls,Bill of Quantities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29-Nov-2023 04:20 AM,Rejected-AOC,L4,05-Mar-2024 04:26 PM,,,,,,,,,"2,25,75,517.85",L2,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-Nov-2023 07:36 PM,Rejected-AOC,L6,05-Mar-2024 04:26 PM,,,,,,,,,"2,37,62,000.00",L3,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-Nov-2023 03:53 PM,Rejected-AOC,L3,05-Mar-2024 04:26 PM,,,,,,,,,"2,37,62,000.00",L3,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-Nov-2023 07:21 PM,Rejected-AOC,L3,05-Mar-2024 04:26 PM,,,,,,,,,"2,38,45,269.63",L6,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29-Nov-2023 04:26 AM,Rejected-Technical,Failed,21-Dec-2023 07:22 PM,,,,,,,,,"2,37,62,986.53",L4,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29-Nov-2023 04:15 AM,Accepted-AOC,L1,05-Mar-2024 04:26 PM,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
