Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Value,Rank,Financial Bid Opening Date:,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To
Directorate of Horticulture Assam,HORT.FP/701/TENDER/2021-22/003,2023_DHA_31850_1,Yes,Open Tender,Item Wise,Goods,2.0,No,Yes,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical documents,29-Jul-2023 05:00 PM,26-Sep-2023 12:30 PM,29-Jul-2023 05:00 PM,20-Sep-2023 05:30 PM,05-Aug-2023 10:00 AM ,09-Aug-2023 05:00 PM ,17-Aug-2023 02:30 PM,20-Sep-2023 05:30 PM,20-Jan-2024 03:00 PM,"10,800",Yes,fixed,,Nil,Nil,1.0,DateCorrigendum,Date,,SBI Bank,"1,000",Nil,Nil,No,Director,"DIRECTORATE OF HORTICULTURE AND FOOD PROCESSING, ASSAM, KHANAPARA, GUWAHATI-781022",PARALLEL RATE CONTRACT OF AGROPLASTIC ITEMS,PARALLEL RATE CONTRACT OF AGROPLASTIC ITEMS,Please refer Tender documents. ,NA ,,Supply of Materials,NA ,Tender,90.0,30.0,Guwahati,781022.0,DIRECTORATE OF HORTICULTURE AND FOOD PROCESSING ,"DIRECTORATE OF HORTICULTURE AND FOOD PROCESSING, ASSAM, KHANAPARA, GUWAHATI-781022 ",10-Aug-2023 11:30 AM ,DIRECTORATE OF HORTICULTURE AND FOOD PROCESSING,No ,No,1.0,21-Jun-2024,"INR 112,430",730.0,Nripen Das,21-Jun-2024 04:02 PM,FINANCIAL_AGRO_PLASTIC.pdf (4046.00 KB),201132.0,Salasar Agro Service,INR,834,20-Sep-2023 02:57 PM,Rejected-Technical,Rejected,17-Jan-2024 02:39 PM,Finance,Financial Bid Opened,29-Jan-2024 02:40 PM,,BOQ Comparative Chart,"Director of Agriculture, Assam",Internal,,0.0,R2,20-Jan-2024 03:00 PM,Revocation of Bid,As per decision in the DBC meeting dtd. 18-11-2023 TER is revoked,17-Jan-2024 02:22 PM,Corrigendum_AgroPlastic_Revoked.pdf ,248.22,Technical Opening
,,,,,,,,,,,,,,,,.pdf,Bid document downloaded from the portal,,,,,,,,,,,,,,,,2.0,Corrigendum,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201087.0,J.K.COMMERCIAL,INR,69.62,22-Aug-2023 06:18 PM,Rejected-Technical,Rejected,17-Jan-2024 02:39 PM,,,,,,,,,0.0,R1,,,,,,,
,,,,,,,,,,,,,,2.0,Finance,.xls,Price bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200643.0,M/S Arunudai Suppliers,INR,"27,140",19-Sep-2023 12:30 PM,Accepted-AOC,Awarded,21-Jun-2024 04:02 PM,,,,,,,,,0.0,R1,,,,,,,
,,,,,,,,,,,,,,,,.pdf,Form of bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200564.0,Darjeeling Gardens Pvt Ltd,INR,"79,650",15-Sep-2023 02:30 PM,Rejected-Technical,Rejected,17-Jan-2024 02:39 PM,,,,,,,,,0.0,R1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200427.0,KRISHNA ENTERPRISE,INR,"2,033.14",15-Sep-2023 04:01 PM,Rejected-Technical,Rejected,17-Jan-2024 02:39 PM,,,,,,,,,0.0,R1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200376.0,SHREE KRISHNA ENTERPRISE,INR,399.43,13-Sep-2023 11:55 AM,Rejected-Finance,Rejected,06-Feb-2024 12:01 PM,,,,,,,,,0.0,R1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200368.0,M/s. Shakti Corporation,INR,"1,876.79",14-Sep-2023 07:09 PM,Rejected-Technical,Rejected,17-Jan-2024 02:39 PM,,,,,,,,,0.0,R1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199977.0,RAJDEEP AGRI PRODUCTS PVT. LTD.,INR,427.65,19-Sep-2023 11:35 AM,Accepted-AOC,Awarded,21-Jun-2024 04:02 PM,,,,,,,,,0.0,R2,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20-Sep-2023 02:04 PM,Rejected-Technical,Rejected,17-Jan-2024 02:39 PM,,,,,,,,,0.0,R1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19-Sep-2023 01:54 PM,Accepted-AOC,Awarded,21-Jun-2024 04:02 PM,,,,,,,,,0.0,R1,,,,,,,
