Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Value,Rank,Financial Bid Opening Date:
Assam Agricultural University||Directorate of Physical Plants,Financial/Normal/2023/8107,2024_AAU_36112_1,Yes,Open Tender,EOI,Services,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,EoI,09-Feb-2024 02:00 PM,01-Mar-2024 03:00 PM,09-Feb-2024 02:00 PM,01-Mar-2024 02:00 PM,NA ,NA ,09-Feb-2024 02:00 PM,01-Mar-2024 02:00 PM,06-Mar-2024 02:30 PM,0.0,No,fixed,,Nil,Nil,1.0,SBI Bank,"1,000",Nil,Nil,Yes,"Superintending Engineer, DPP, AAU","O/o DPP, AAU, Jorhat","Architectural Consultancy Services for Construction of Convention Centre at AAU, Jorhat",Providing architectural services,Please refer Tender documents. ,NA ,"14,00,00,000",Consultancy,NA ,Tender,180.0,1096.0,"At AAU, Jorhat",785013.0,"O/o DPP, AAU, Jorhat ","O/o DPP, AAU, Jorhat ",20-Feb-2024 11:30 AM ,"O/o DPP, AAU, Jorhat",No ,No,22-Mar-2024,"INR 1,722,000",1096.0,Ashish Bora,22-Mar-2024 11:41 AM,LoA_Arch.pdf (217.00 KB),Rupees Seventeen Lakhs Twenty Two Thousand only,227079.0,Ks Design Cell,INR,"1,722,000",29-Feb-2024 08:47 PM,Rejected-Technical,Technically disqualified,05-Mar-2024 02:24 PM,Finance,Financial Bid Opening,21-Mar-2024 04:49 PM,finance_59094.pdf,BOQ Comparative Chart,Anoj Borgohain,Internal,,"17,22,000.00",1.0,06-Mar-2024 02:30 PM
,,,,,,,,,,,,,,,,.pdf,SCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27-Feb-2024 06:42 PM,Rejected-AOC,Financially responsive third lowest evaluated bidder,22-Mar-2024 11:41 AM,,,,,,,,,"32,20,000.00",3.0,
,,,,,,,,,,,,,,,,.pdf,Bidder Qualification Documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29-Feb-2024 12:38 PM,Accepted-AOC,Financially responsive lowest evaluated bidder,22-Mar-2024 11:41 AM,,,,,,,,,"20,30,000.00",2.0,
,,,,,,,,,,,,,,2.0,Finance,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29-Feb-2024 03:01 PM,Not Admitted-Fee/PreQual/Technical,Others-Hard copy of documents not submitted,01-Mar-2024 04:35 PM,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01-Mar-2024 01:07 PM,Rejected-Technical,Technically disqualified,05-Mar-2024 02:24 PM,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01-Mar-2024 01:36 PM,Not Admitted-Fee/PreQual/Technical,Others-Hard copy of documents not submitted,01-Mar-2024 04:35 PM,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23-Feb-2024 06:04 PM,Not Admitted-Finance,Others-Design Concept Presentation not given.,21-Mar-2024 04:49 PM,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01-Mar-2024 11:01 AM,Rejected-Technical,Technically disqualified,05-Mar-2024 02:24 PM,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01-Mar-2024 11:43 AM,Rejected-AOC,Financially responsive second lowest evaluated bidder,22-Mar-2024 11:41 AM,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
