Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Value,Rank,Financial Bid Opening Date:
Guwahati Municipal Corporation,GER/CE/2378/2023/26 DATED 05/01/2024,2024_GMC_35280_11,Yes,Open Tender,Lump-sum,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,SBD,08-Jan-2024 09:00 AM,29-Jan-2024 03:00 PM,08-Jan-2024 09:00 AM,29-Jan-2024 02:00 PM,NA ,NA ,08-Jan-2024 09:00 AM,29-Jan-2024 02:00 PM,12-Feb-2024 09:00 AM,"1,33,000",Yes,fixed,,Nil,Nil,1.0,SBI Bank,"1,400",Nil,Nil,No,"THE COMMISSIONER, GMC","OFFICE OF THE COMMISSIONER, GMC, GANESHGURI, GHY-05",Package No. DSLT-11,Cleaning and Desilting of 143 nos of Major city drains under Mitigation of Urban Flood in Guwahati City to be executed by Guwahati Municipal Corporation in following packages for the year 2024,Please refer Tender documents. ,NA ,"66,46,952",Civil Works,NA ,Tender,180.0,90.0,GUWAHATI,781005.0,NA ,NA ,NA ,"OFFICE OF THE COMMISSIONER, GMC,GANESHGURI, GHY-05",No ,No,19-Feb-2024,"INR 4,320,518.8",90.0,Nabajyoti Bordoloi,20-Feb-2024 11:04 AM,DSLT11.pdf (347.00 KB),222887.0,SRI DEEPANKAR DAIMARY,INR,"4,320,518.8",28-Jan-2024 08:21 PM,Rejected-AOC,Work allotted to the Lowest L1 Bidder,20-Feb-2024 11:04 AM,Finance,Financial Bids submitted by the bidders have been considered for further Evaluation.,12-Feb-2024 10:28 AM,finance_57550.pdf,BOQ Comparative Chart,"Additional Commissioner, GMC",Internal,"Chief Engineer, Addl Chief Engineer, CAAO, Divisional Engineer, Procurement Officer, MIC Member PWD Works committee","49,70,813.17",L6,12-Feb-2024 09:00 AM
,,,,,,,,,,,,,,,,.pdf,Technical Documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29-Jan-2024 01:03 PM,Rejected-Technical,Details Mentioned in the Minutes,08-Feb-2024 07:18 PM,,,,,,,,,"48,32,334.10",L4,
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29-Jan-2024 11:58 AM,Rejected-AOC,Work allotted to the Lowest L1 Bidder,20-Feb-2024 11:04 AM,,,,,,,,,"46,46,219.45",L3,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29-Jan-2024 11:56 AM,Rejected-AOC,Work allotted to the Lowest L1 Bidder,20-Feb-2024 11:04 AM,,,,,,,,,"43,20,518.80",L1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29-Jan-2024 01:17 PM,Rejected-AOC,Work allotted to the Lowest L1 Bidder,20-Feb-2024 11:04 AM,,,,,,,,,"53,50,796.36",L7,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29-Jan-2024 01:42 PM,Rejected-Technical,Details Mentioned in the Minutes,08-Feb-2024 07:18 PM,,,,,,,,,"49,18,079.78",L5,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-Jan-2024 01:03 PM,Rejected-AOC,Work allotted to the Lowest L1 Bidder,20-Feb-2024 11:04 AM,,,,,,,,,"44,00,946.92",L2,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29-Jan-2024 12:36 AM,Rejected-AOC,Work allotted to the Lowest L1 Bidder,20-Feb-2024 11:04 AM,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-Jan-2024 09:07 PM,Accepted-AOC,Work allotted to the Lowest L1 Bidder,20-Feb-2024 11:04 AM,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
