Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Value,Rank,Financial Bid Opening Date:,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To
Department of Water Resources||Chief Engineer - DoWR,SILCHAR/2023-24/RIDF/I,2023_DoWR_33226_1,Yes,Open Tender,Works,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,TECHNICAL DOCUMENTS,20-Oct-2023 06:30 PM,10-Nov-2023 03:00 PM,20-Oct-2023 06:35 PM,10-Nov-2023 02:00 PM,NA ,NA ,01-Nov-2023 10:00 AM,10-Nov-2023 02:00 PM,25-Jan-2024 06:20 PM,"12,95,012",Yes,percentage,2.0%,Nil,Nil,1.0,SBI Bank,"10,000",Nil,Nil,No,Chief Engineer Water Resources Department,"O/O Chief Engineer Water Resources Department, Basistha, Guwahati 29",R/S to Gagra river Embankment on its R/B along with renovation of sluice gates.,R/S to Gagra river Embankment on its R/B along with renovation of sluice gates.,Please refer Tender documents. ,NA ,"6,47,50,622",Civil Works,NA ,Tender,180.0,365.0,SILCHAR,788001.0,NA ,NA ,NA ,GUWAHATI,No ,No,18-Apr-2024,"INR 58,275,561",365.0,Jayanta Kumar Barman,18-Apr-2024 11:32 AM,silchar_gagra.pdf (3008.00 KB),R/S to Gagra river Embankment on its R/B along with renovation of sluice gates.,208240.0,MS PG Construction,INR,"58,275,561",10-Nov-2023 10:27 AM,Rejected-AOC,Not Qualified for AOC,18-Apr-2024 11:32 AM,Finance,Updated CS may be prepared,27-Feb-2024 03:57 PM,,BOQ Comparative Chart,Director Design,Internal,,"5,82,75,561.00",L1,25-Jan-2024 06:20 PM,Tender Revocation,Tender Revocation,04-Jan-2024 05:52 PM,revoke.pdf ,120.73,Technical Opening
,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIAL BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10-Nov-2023 10:07 AM,Rejected-Technical,Technically Non-Responsive,25-Jan-2024 06:16 PM,,,,,,,,,"5,82,75,561.00",L1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09-Nov-2023 06:50 PM,Rejected-AOC,Not Qualified for AOC,18-Apr-2024 11:32 AM,,,,,,,,,"5,82,75,561.00",L1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08-Nov-2023 10:07 AM,Rejected-AOC,Not Qualified for AOC,18-Apr-2024 11:32 AM,,,,,,,,,"5,82,75,561.00",L1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10-Nov-2023 12:08 PM,Rejected-Technical,Technically Non-Responsive,25-Jan-2024 06:16 PM,,,,,,,,,"5,82,75,561.00",L1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05-Nov-2023 05:47 PM,Accepted-AOC,PROPER,18-Apr-2024 11:32 AM,,,,,,,,,"5,82,75,561.00",L1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10-Nov-2023 12:13 AM,Rejected-Technical,Technically Non-Responsive,25-Jan-2024 06:16 PM,,,,,,,,,"5,82,75,561.00",L1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08-Nov-2023 11:54 PM,Rejected-AOC,Not Qualified for AOC,18-Apr-2024 11:32 AM,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09-Nov-2023 09:53 PM,Rejected-AOC,Not Qualified for AOC,18-Apr-2024 11:32 AM,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09-Nov-2023 03:42 PM,Rejected-AOC,Not Qualified for AOC,18-Apr-2024 11:32 AM,,,,,,,,,,,,,,,,,
