Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Value,Rank,Financial Bid Opening Date:
Department of Water Resources||Chief Engineer - DoWR,TEMULPUR/2023-24/RIDF/II,2023_DoWR_33355_1,Yes,Open Tender,Works,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,TECHNICAL DOCUMENTS,30-Oct-2023 06:30 PM,20-Nov-2023 03:00 PM,30-Oct-2023 06:35 PM,20-Nov-2023 02:00 PM,NA ,NA ,10-Nov-2023 10:00 AM,20-Nov-2023 02:00 PM,02-Jan-2024 05:55 PM,"8,90,266",Yes,percentage,2.0%,Nil,Nil,1.0,SBI Bank,"9,000",Nil,Nil,No,Chief Engineer Water Resources Department,"O/O Chief Engineer Water Resources Department, Basistha, Guwahati 29","Construction of Puthimari R/B embankment from Dhekipota to Dakhin Gandhibari, Package 1","Construction of Puthimari R/B embankment from Dhekipota to Dakhin Gandhibari, Package 1",Please refer Tender documents. ,NA ,"4,45,13,299",Civil Works,NA ,Tender,180.0,365.0,TAMULPUR,781367.0,NA ,NA ,NA ,GUWAHATI,No ,No,24-Feb-2024,"INR 40,061,970",365.0,Jayanta Kumar Barman,24-Feb-2024 04:41 PM,tamulpur_dakhin_gandhibari_1.pdf (1217.00 KB),"Construction of Puthimari R/B embankment from Dhekipota to Dakhin Gandhibari, Package 1",210497.0,ROYAL TRADING,INR,"40,061,970",20-Nov-2023 11:09 AM,Rejected-AOC,NOT QUALIFIED FOR AOC,24-Feb-2024 04:41 PM,Finance,Updated CS may be prepared,27-Jan-2024 05:21 PM,,BOQ Comparative Chart,Director Design,Internal,,"4,00,61,970.00",L1,02-Jan-2024 05:55 PM
,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIAL BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20-Nov-2023 11:09 AM,Rejected-AOC,NOT QUALIFIED FOR AOC,24-Feb-2024 04:41 PM,,,,,,,,,"4,00,61,970.00",L1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20-Nov-2023 10:11 AM,Rejected-Technical,Technically Non Responsive,02-Jan-2024 05:52 PM,,,,,,,,,"4,00,61,970.00",L1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-Nov-2023 06:48 PM,Rejected-Technical,Technically Non Responsive,02-Jan-2024 05:52 PM,,,,,,,,,"4,00,61,970.00",L1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-Nov-2023 05:36 PM,Not Admitted-Finance,Others-Rate quoted beyond two decimal places.,27-Jan-2024 05:21 PM,,,,,,,,,"4,00,61,970.00",L1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20-Nov-2023 10:43 AM,Rejected-AOC,NOT QUALIFIED FOR AOC,24-Feb-2024 04:41 PM,,,,,,,,,"4,00,61,970.00",L1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-Nov-2023 11:37 AM,Rejected-Technical,Technically Non Responsive,02-Jan-2024 05:52 PM,,,,,,,,,"4,00,61,970.00",L1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20-Nov-2023 12:01 PM,Rejected-AOC,NOT QUALIFIED FOR AOC,24-Feb-2024 04:41 PM,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16-Nov-2023 07:13 PM,Accepted-AOC,PROPER,24-Feb-2024 04:41 PM,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20-Nov-2023 09:42 AM,Rejected-AOC,NOT QUALIFIED FOR AOC,24-Feb-2024 04:41 PM,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20-Nov-2023 09:45 AM,Rejected-AOC,NOT QUALIFIED FOR AOC,24-Feb-2024 04:41 PM,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
