Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Value,Rank,Financial Bid Opening Date:,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To
Health and Family Welfare Department||Assam Medical Services Corporation Limited,REAGENTS DIAGNOSTIC EQUIP 23.6.23,2023_HFWD_31348_1,Yes,Open Tender,Fixed-rate,Goods,2.0,No,Yes,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"Court Fee/IPO, Tender processing fee, Copies of EMD, Technical Bid",23-Jun-2023 02:00 PM,04-Aug-2023 04:00 PM,23-Jun-2023 02:30 PM,04-Aug-2023 02:00 PM,24-Jun-2023 10:00 AM ,28-Jun-2023 12:00 PM ,12-Jul-2023 02:00 PM,04-Aug-2023 02:00 PM,23-Nov-2023 02:00 PM,"5,00,000",Yes,fixed,,Nil,Nil,1.0,Corrigendum no 3,BOQ,,SBI Bank,"2,000",Nil,Nil,No,"MD, AMSCL","O/o MD, AMSCL",Reagents for various Diagnostic equipment,Reagents for various Diagnostic equipment under NHM,Please refer Tender documents. ,NA ,"21,00,00,000",Medicines,NA ,Rate Contract,180.0,75.0,Guwahati,781026.0,"O/o MD, AMSCL ","O/o MD, AMSCL ",30-Jun-2023 04:00 PM ,"O/o MD, AMSCL",No ,No,1.0,12-Sep-2024,INR 100,75.0,Biswajit Deka,12-Sep-2024 04:10 PM,LOIMerireagent.pdf (173.00 KB),LOI,191757.0,Meril Diagnostic Pvt. Ltd.,INR,100.0,31-Jul-2023 06:44 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,21-Nov-2023 11:45 AM,Finance,opened,01-Dec-2023 04:19 PM,,BOQ Comparative Chart,As per minutes,Internal,As per minutes,1.0,L1,23-Nov-2023 02:00 PM,Tender Revocation,Tender Revocation,21-Nov-2023 11:29 AM,MoTBrevised..pdf ,3749.04,Technical Opening
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,2.0,Extension 6,Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-Aug-2023 12:21 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,21-Nov-2023 11:45 AM,,,,,,,,,2.0,N,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,Corrigendum no 5,Technical Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-Aug-2023 09:05 AM,Rejected-Finance,FNA,12-Sep-2024 04:09 PM,,,,,,,,,2.0,N,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-Aug-2023 12:59 PM,Rejected-Finance,FNA,12-Sep-2024 04:09 PM,,,,,,,,,2.0,N,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02-Aug-2023 10:38 AM,Rejected-Finance,FNA,12-Sep-2024 04:09 PM,,,,,,,,,2.0,N,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-Aug-2023 11:58 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,21-Nov-2023 11:45 AM,,,,,,,,,2.0,N,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-Aug-2023 12:12 PM,Accepted-AOC,FA,12-Sep-2024 04:10 PM,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31-Jul-2023 05:13 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,21-Nov-2023 11:45 AM,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-Aug-2023 01:29 PM,Rejected-Finance,FNA,12-Sep-2024 04:09 PM,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-Aug-2023 09:27 AM,Rejected-Finance,FNA,12-Sep-2024 04:09 PM,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
