Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Value,Rank
Public Health Engineering Department||Chief Engineer PHE(P)-Assam-PHED||Lower Assam Zone-Guwahati-PHED||Guwahati Circle-Guwahati-PHED,JJMA_16_PROC_2022_22053_58,2022_PHED_28231_1,Yes,Open Tender,EOI,Services,1.0,No,No,Not Applicable,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Technical Qualification Document as per EOI document,16-Dec-2022 02:00 PM,31-Dec-2022 03:00 PM,16-Dec-2022 02:00 PM,30-Dec-2022 04:00 PM,NA ,NA ,16-Dec-2022 04:00 PM,30-Dec-2022 04:00 PM,0.0,No,fixed,,Nil,Nil,0.0,Nil,Nil,No,CE PHE Water Assam,"Hengrabari, Guwahati-36",Design and development of JJM information management system under JJM Assam,Design development deployment and maintenance of Jal Jeevan Mission information management system under JJM Assam,Please refer Tender documents. ,NA ,0.0,Consultancy,NA ,Tender,90.0,365.0,Guwahati,781036.0,NA ,NA ,NA ,O o CE PHE Water Assam,No ,No,15-May-2024,INR 1,365.0,Munmun Das,15-May-2024 03:02 PM,TechMinutes_EOI_18_2022_23.pdf (3992.00 KB),Minutes of Design and development of JJM information management system under JJM Assam,1.0,171098.0,ESDS Software Solution Ltd,INR,1.0,29-Dec-2022 08:23 PM,Rejected-Technical,Technically Non Responsive,07-Feb-2023 07:33 PM,Finance,Opening Summary,07-Feb-2023 07:27 PM,finance_45046.pdf,D K Baruah,Internal,,1.0,L1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,170810.0,Sumato Globaltech Pvt. Ltd.,INR,1.0,29-Dec-2022 05:45 PM,Rejected-Technical,Technically Non Responsive,07-Feb-2023 07:33 PM,,,,,,,,1.0,L1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,170307.0,DESIGNOMATION TECHNOVATE PRIVATE LIMITED,INR,1.0,29-Dec-2022 11:46 AM,Rejected-Technical,Technically Non Responsive,07-Feb-2023 07:33 PM,,,,,,,,1.0,L1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,168507.0,TOSHANI TECHNOLOGIES PVT. LTD.,INR,1.0,29-Dec-2022 12:36 PM,Accepted-AOC,Technically Responsive,15-May-2024 03:07 PM,,,,,,,,1.0,L1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29-Dec-2022 12:21 PM,Rejected-Technical,Technically Non Responsive,07-Feb-2023 07:33 PM,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30-Dec-2022 02:40 PM,Accepted-AOC,Technically Responsive,15-May-2024 03:07 PM,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29-Dec-2022 03:24 PM,Rejected-Technical,Technically Non Responsive,07-Feb-2023 07:33 PM,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30-Dec-2022 03:58 PM,Rejected-Technical,Technically Non Responsive,07-Feb-2023 07:33 PM,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30-Dec-2022 10:57 AM,Rejected-Technical,Technically Non Responsive,07-Feb-2023 07:33 PM,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30-Dec-2022 01:51 PM,Rejected-Technical,Technically Non Responsive,07-Feb-2023 07:33 PM,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27-Dec-2022 01:43 PM,Rejected-Technical,Technically Non Responsive,07-Feb-2023 07:33 PM,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30-Dec-2022 12:42 PM,Rejected-Technical,Technically Non Responsive,07-Feb-2023 07:33 PM,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30-Dec-2022 03:52 PM,Rejected-Technical,Technically Non Responsive,07-Feb-2023 07:33 PM,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30-Dec-2022 01:31 PM,Rejected-Technical,Technically Non Responsive,07-Feb-2023 07:33 PM,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30-Dec-2022 03:57 PM,Accepted-AOC,Technically Responsive,15-May-2024 03:07 PM,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29-Dec-2022 02:21 PM,Accepted-AOC,Technically Responsive,15-May-2024 03:07 PM,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
