Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Value,Rank,Financial Bid Opening Date:
Assam Power Generation Company Limited,LKHEP RFP for Traning,2023_APGCL_31997_1,Yes,Open Tender,Lump-sum,Services,2.0,No,No,Not Applicable,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical Bid,09-Aug-2023 10:00 AM,24-Aug-2023 04:00 PM,09-Aug-2023 10:00 AM,23-Aug-2023 03:30 PM,NA ,NA ,09-Aug-2023 10:00 AM,23-Aug-2023 03:30 PM,08-Mar-2024 11:00 AM,0.0,No,fixed,,Nil,Nil,1.0,Corrigendum 1,Financial Bid,,0.0,Nil,Nil,No,CGM PPI,"3rd Floor, Bijulee Bhawan, APGCL, Paltanbazar, Guwahati 781001",Empanelment of Training Service Provider,Empanelment of Training Service Provider To Conduct Skill Development Training Programme,Please refer Tender documents. ,NA ,,Consultancy,NA ,Tender,90.0,545.0,Dima Hasao and Karbi Anglong,788931.0,NA ,NA ,NA ,Office Of CGM PPI APGCL,No ,No,14-Mar-2024,"INR 20,178,000",545.0,Janardan Das,14-Mar-2024 04:16 PM,ArthyPOdated12032024.pdf (1008.00 KB),194817.0,Arthy Learning And Implementation Private Limited,INR,"20,178,000",23-Aug-2023 02:41 PM,Rejected-Technical,Technically Rejected,07-Mar-2024 04:30 PM,Finance,Financial bid has been opened,08-Mar-2024 12:12 PM,,BOQ Comparative Chart,"B. Bhuyan, MD APGCL",Internal,,"34,200.00",L1,08-Mar-2024 11:00 AM
,,,,,,,,,,,,,,,,.pdf,Additional Documents if any,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23-Aug-2023 12:30 PM,Rejected-AOC,L4 bidder based on QCBS Marking.,14-Mar-2024 04:17 PM,,,,,,,,,"15,530.65",L4,
,,,,,,,,,,,,,,2.0,Finance,.xls,Financial Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22-Aug-2023 07:15 PM,Rejected-Technical,Technically Rejected,07-Mar-2024 04:30 PM,,,,,,,,,"22,270.00",L2,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23-Aug-2023 02:49 PM,Accepted-AOC,L1 bidder selected based on QCBS Marking.,14-Mar-2024 04:17 PM,,,,,,,,,"46,000.00",L9,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22-Aug-2023 02:23 PM,Rejected-AOC,L5 bidder based on QCBS Marking.,14-Mar-2024 04:17 PM,,,,,,,,,"21,723.00",L5,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21-Aug-2023 02:21 PM,Rejected-AOC,L2 bidder based on QCBS Marking.,14-Mar-2024 04:17 PM,,,,,,,,,"2,57,183.00",L10,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23-Aug-2023 01:53 PM,Rejected-Technical,Technically Rejected,07-Mar-2024 04:30 PM,,,,,,,,,"21,670.00",L6,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23-Aug-2023 01:50 AM,Rejected-Technical,Technically Rejected,07-Mar-2024 04:30 PM,,,,,,,,,"24,847.00",L7,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23-Aug-2023 12:49 PM,Rejected-Technical,Technically Rejected,07-Mar-2024 04:30 PM,,,,,,,,,"27,945.00",L8,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23-Aug-2023 11:26 AM,Rejected-AOC,L7 bidder based on QCBS Marking.,14-Mar-2024 04:17 PM,,,,,,,,,"32,728.00",L3,
