Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Value,Rank,Financial Bid Opening Date:
Axom Sarba Siksha Abhijan Mission,SS/CW/RETENDER/60/2024/10214,2024_SSA_36172_6,Yes,Open Tender,Works,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,TENDER FEE AND EMD,12-Feb-2024 09:00 AM,26-Feb-2024 03:00 PM,12-Feb-2024 09:00 AM,26-Feb-2024 02:00 PM,12-Feb-2024 09:00 AM ,16-Feb-2024 03:00 PM ,12-Feb-2024 10:00 AM,26-Feb-2024 02:00 PM,15-Mar-2024 09:30 AM,"5,01,200",Yes,percentage,2.0%,Nil,Nil,1.0,SBI Bank,"5,012",Nil,Nil,Yes,"MISSION DIRECTOR, SAMAGRA SHIKSHA, ASSAM","KAHILIPARA, GUWAHATI-19",GROUP NO. 35,"Construction of additional classroom in the following schools J.N.Memorial HS School, P. R. Govt HS and MP School, M.K.N. Memorial High School, Kharmuza H.S.School under Balijana block in Goalpara district",AS PER SBD ,NA ,"2,50,60,000",Civil Works - Building,NA ,Tender,180.0,180.0,GOALPARA,781019.0,"O/O THE MD, SS, ASSAM ","KAHILIPARA, GUWAHATI-19 ",16-Feb-2024 03:00 PM ,"O/O THE MD, SS, ASSAM",No ,No,03-Sep-2024,"INR 22,554,000",180.0,Azim Hussain,03-Sep-2024 07:30 PM,ShahiMdKarim.pdf (1868.00 KB),227322.0,SHAHI MD. KARIM,INR,"22,554,000",26-Feb-2024 12:33 PM,Rejected-Technical,TECHNICALLY NON-RESPONSIVE,14-Mar-2024 10:54 PM,Finance,admitted for financial evaluation,15-Mar-2024 11:45 AM,,BOQ Comparative Chart,Executive Director,Internal,,"2,25,54,000.00",L1,15-Mar-2024 09:30 AM
,,,,,,,,,,,,,,,,.pdf,TENDER DOCUMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26-Feb-2024 11:48 AM,Rejected-AOC,Non-responsive,03-Sep-2024 07:30 PM,,,,,,,,,"2,25,54,000.00",L1,
,,,,,,,,,,,,,,,,.pdf,PRE-QUALIFICATION DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26-Feb-2024 01:44 PM,Rejected-AOC,Non-responsive,03-Sep-2024 07:30 PM,,,,,,,,,"2,25,54,000.00",L1,
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24-Feb-2024 06:05 PM,Rejected-Technical,TECHNICALLY NON-RESPONSIVE,14-Mar-2024 10:54 PM,,,,,,,,,"2,25,54,000.00",L1,
,,,,,,,,,,,,,,,,.pdf,FORM OF BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-Feb-2024 12:25 AM,Rejected-AOC,Non-responsive,03-Sep-2024 07:30 PM,,,,,,,,,"2,25,54,000.00",L1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24-Feb-2024 04:55 PM,Rejected-AOC,Non-responsive,03-Sep-2024 07:30 PM,,,,,,,,,"2,50,44,576.00",L2,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24-Feb-2024 06:12 PM,Accepted-AOC,Lowest evaluated technically responsive bidder as per clause 29.7 and 29.8 of ITB (E) and clause 30.1 of ITBG (F),03-Sep-2024 07:30 PM,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-Feb-2024 07:27 PM,Rejected-Technical,TECHNICALLY NON-RESPONSIVE,14-Mar-2024 10:54 PM,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24-Feb-2024 06:34 PM,Rejected-AOC,Non-responsive,03-Sep-2024 07:30 PM,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
