Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Value,Rank,Financial Bid Opening Date:
Industries and Commerce Department||DNP Limited,DNPL/PC/02/2023/55KM/GEOTECH TOPO/01/37,2023_ICD_30944_1,Yes,Open Tender,Works,Services,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Vol I of II Commercial,23-May-2023 02:30 PM,20-Jun-2023 02:00 PM,23-May-2023 02:30 PM,19-Jun-2023 02:00 PM,23-May-2023 03:00 PM ,02-Jun-2023 11:30 AM ,02-Jun-2023 11:30 AM,19-Jun-2023 02:00 PM,14-Jul-2023 04:40 PM,0.0,No,fixed,,Nil,Nil,1.0,Corrigendum2,Date,,SBI Bank,"3,000",Nil,Nil,Yes,"Director, DNP Ltd",1 No Borpather Madhuban Duliajan-786602,"PIPELINE ROUTE SURVEY, GEOTECHNICAL INVESTIGATION AND TOPOGRAPHIC SURVEY","PIPELINE ROUTE SURVEY, GEOTECHNICAL INVESTIGATION AND TOPOGRAPHIC SURVEY",Please refer Tender documents. ,NA ,,Miscellaneous Services,NA ,Tender,180.0,180.0,Duliajan,786602.0,Duliajan/Online ,1 No Borpather Madhuban Duliajan-786602 ,31-May-2023 11:30 AM ,"DNP Ltd, Duliajan",No ,No,1.0,22-May-2024,"INR 11,982,754",180.0,Birendra Nath Moran,22-May-2024 03:55 PM,AoC.pdf (6430.00 KB),Award of Contract,187871.0,SKP PROJECTS PVT LTD,INR,"11,982,754",19-Jun-2023 01:31 PM,Rejected-Finance,L3,22-May-2024 03:52 PM,Finance,Price Bid Summary,22-May-2024 03:41 PM,finance_49615.pdf,BOQ Comparative Chart,Kalpajit Das,Internal,"K. Das, BD Borpatragohain, D. Sarma, U. Kashyap, R. Rajkonwar","1,54,21,420.00",L2,14-Jul-2023 04:40 PM
,,,,,,,,,,,,,,,,.pdf,Vol II of II Technical,,,,,,,,,,,,,,,,2.0,RTBQ,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19-Jun-2023 01:01 PM,Rejected-Technical,Disqualified,14-Jul-2023 04:35 PM,,,,,,,,,"1,68,57,491.99",L3,
,,,,,,,,,,,,,,2.0,Finance,.xls,SOR,,,,,,,,,,,,,,,,3.0,Corrigendum1,Technical Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19-Jun-2023 01:05 PM,Rejected-Technical,Disqualified,14-Jul-2023 04:35 PM,,,,,,,,,"1,44,28,214.00",L1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17-Jun-2023 03:40 PM,Rejected-Technical,Disqualified,14-Jul-2023 04:35 PM,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19-Jun-2023 12:12 PM,Rejected-Technical,Disqualified,14-Jul-2023 04:35 PM,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17-Jun-2023 06:06 PM,Rejected-Technical,Disqualified,14-Jul-2023 04:35 PM,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19-Jun-2023 01:21 PM,Rejected-Finance,L2,22-May-2024 03:52 PM,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19-Jun-2023 01:08 PM,Accepted-AOC,Qualified,22-May-2024 03:56 PM,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19-Jun-2023 01:59 PM,Rejected-Technical,Disqualified,14-Jul-2023 04:35 PM,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
