Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Value,Rank,Financial Bid Opening Date:
Assam Power Generation Company Limited,APGCL CSO ESSTT 209 PART I 222,2023_APGCL_31107_1,Yes,Open Tender,Works,Services,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,bid document,06-Jun-2023 05:00 PM,04-Jul-2023 03:00 PM,06-Jun-2023 05:00 PM,03-Jul-2023 05:00 PM,NA ,NA ,06-Jun-2023 05:00 PM,03-Jul-2023 05:00 PM,12-Dec-2023 02:30 PM,"50,000",No,fixed,,Nil,Nil,1.0,SBI Bank,"1,000",Nil,Nil,No,General Manager HR APGCL,3rd Floor APGCL Bijulee Bhawan Paltan Bazar Guwahati 01,SUPPLY OF OUTSOURCED SECURITY GUARDS,SUPPLY OF OUTSOURCED SECURITY GUARDS TO VARIOUS INSTALLATIONS OF APGCL FROM GOVT. REGISTERED SECURITY AGENCIES,Please refer Tender documents. ,NA ,,Manpower Supply,Security Guards ,Tender,180.0,15.0,APGCL Headquater and Power Plants,781001.0,NA ,NA ,NA ,APGCL Conference Room 3rd Floor Bijulee Bhawan,No ,No,01-Apr-2024,"INR 3,123,263",365.0,Janardan Das,05-Mar-2024 03:34 PM,SecurityLoA.pdf (1195.00 KB),Work is allotted to L1 bidder as per QCBS standing.,188661.0,North Eastern Security Service (NESS) Pvt. Ltd.,INR,"3,123,263.24",01-Jul-2023 04:08 PM,Rejected-AOC,"Not Awarded, L4 as per QCBS marks obtained.",05-Mar-2024 03:35 PM,Finance,Financial Bids Opened,22-Dec-2023 12:18 PM,,BOQ Comparative Chart,B Bhuyan MD APGCL,Internal,,"35,22,753.12",L5,12-Dec-2023 02:30 PM
,,,,,,,,,,,,,,,,.pdf,additional document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20-Jun-2023 05:46 PM,Rejected-AOC,"Not Awarded, L5 as per QCBS marks obtained.",05-Mar-2024 03:35 PM,,,,,,,,,"29,92,527.74",L2,
,,,,,,,,,,,,,,2.0,Finance,.xls,financial bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01-Jul-2023 02:54 PM,Rejected-AOC,"Not Awarded, L6 as per QCBS marks obtained.",05-Mar-2024 03:35 PM,,,,,,,,,"31,23,263.24",L3,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03-Jul-2023 12:41 PM,Rejected-AOC,"Not Awarded, L2 as per QCBS marks obtained.",05-Mar-2024 03:35 PM,,,,,,,,,"35,39,505.71",L6,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03-Jul-2023 02:18 PM,Rejected-Technical,Technically Rejected,04-Dec-2023 12:25 PM,,,,,,,,,"32,55,807.38",L4,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01-Jul-2023 07:31 PM,Rejected-Technical,Technically Rejected,04-Dec-2023 12:25 PM,,,,,,,,,"28,74,589.81",L1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02-Jul-2023 08:08 PM,Rejected-Technical,Technically Rejected,04-Dec-2023 12:25 PM,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-Jun-2023 07:29 PM,Rejected-Technical,Technically Rejected,04-Dec-2023 12:25 PM,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03-Jul-2023 10:15 AM,Accepted-AOC,"Awarded, L1 as per QCBS marks obtained.",05-Mar-2024 03:35 PM,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02-Jul-2023 12:09 PM,Rejected-Technical,Technically Rejected,04-Dec-2023 12:25 PM,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03-Jul-2023 03:05 PM,Rejected-Technical,Technically Rejected,04-Dec-2023 12:25 PM,,,,,,,,,,,
