Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Value,Rank,Financial Bid Opening Date:
Department of Water Resources||Chief Engineer - DoWR,BAJALI/2023-24/RIDF/I,2023_DoWR_33287_1,Yes,Open Tender,Works,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,TECHNICAL DOCUMENTS,26-Oct-2023 06:30 PM,22-Nov-2023 03:00 PM,26-Oct-2023 06:35 PM,22-Nov-2023 02:00 PM,NA ,NA ,06-Nov-2023 10:00 AM,22-Nov-2023 02:00 PM,29-Dec-2023 03:35 PM,"19,58,346",Yes,percentage,2.0%,Nil,Nil,1.0,Extension Notice,Date,,SBI Bank,"20,000",Nil,Nil,No,Chief Engineer Water Resources Department,"O/O Chief Engineer Water Resources Department, Basistha, Guwahati 29","Flood Prevention of Pahumara River in Bajali District, PACKAGE 2","Flood Prevention of Pahumara River in Bajali District, PACKAGE 2",Please refer Tender documents. ,NA ,"9,79,17,287",Civil Works,NA ,Tender,180.0,365.0,BAJALI,781325.0,NA ,NA ,NA ,Guwahati,No ,No,1.0,13-May-2024,"INR 88,125,558",365.0,Jayanta Kumar Barman,13-May-2024 05:06 PM,bajali_pahumara_ii.pdf (989.00 KB),"Flood Prevention of Pahumara River in Bajali District, PACKAGE 2",210330.0,M/S STAR CONSTRUCTIONS,INR,"88,125,558",09-Nov-2023 07:38 PM,Rejected-AOC,NOT QUALIFIED FOR AOC,13-May-2024 05:07 PM,Finance,Updated CS may be prepared,23-Jan-2024 12:15 PM,,BOQ Comparative Chart,Director Design,Internal,,"8,81,25,558.00",L1,29-Dec-2023 03:35 PM
,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIAL BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21-Nov-2023 11:38 AM,Rejected-Technical,Technically Non-Responsive,29-Dec-2023 03:31 PM,,,,,,,,,"8,81,25,558.00",L1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22-Nov-2023 11:27 AM,Rejected-AOC,NOT QUALIFIED FOR AOC,13-May-2024 05:07 PM,,,,,,,,,"8,81,25,558.00",L1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-Nov-2023 06:32 PM,Rejected-AOC,NOT QUALIFIED FOR AOC,13-May-2024 05:07 PM,,,,,,,,,"8,81,25,558.01",L2,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09-Nov-2023 06:34 AM,Rejected-AOC,NOT QUALIFIED FOR AOC,13-May-2024 05:07 PM,,,,,,,,,"8,81,25,558.00",L1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22-Nov-2023 01:21 PM,Rejected-AOC,NOT QUALIFIED FOR AOC,13-May-2024 05:07 PM,,,,,,,,,"8,81,25,558.00",L1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21-Nov-2023 09:10 PM,Accepted-AOC,PROPER,13-May-2024 05:07 PM,,,,,,,,,"8,81,25,558.02",L3,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22-Nov-2023 01:08 PM,Rejected-AOC,NOT QUALIFIED FOR AOC,13-May-2024 05:07 PM,,,,,,,,,"8,81,25,558.01",L2,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22-Nov-2023 01:40 PM,Rejected-AOC,NOT QUALIFIED FOR AOC,13-May-2024 05:07 PM,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
